"name","Axis1","Axis2","Axis3","Axis4"
"Abietinella abietina",0.614647809880713,-0.783090552401996,0.398932915533034,0.316653420129142
"Acaena novae-zelandiae",-0.896759296718745,-4.091305409028,0.437261211371448,-0.852921876565314
"Achillea atrata",-3.34458290735538,3.64783195195732,-0.110239223019998,1.70898607569173
"Achillea millefolium",0.0222537516289691,-2.82777931012101,-0.514976157703799,-0.00552598717420542
"Aconitum delphiniifolium",0.421720389030957,3.37829439750329,-0.588432211097568,-0.734702063111906
"Aconitum septentrionale",0.789483490795492,1.32848813842005,0.138284091384423,0.319854076923118
"Adoxa moschatellina",0.236754488425836,-1.60184180115656,0.731283284139263,0.40200919186524
"Agrostis canina",-0.284580768911636,-1.34462028869144,0.976036961205408,-0.00894399881208835
"Agrostis capillaris",-0.25426651561058,-1.18984652858036,1.2542962806361,-0.0735291107199491
"Agrostis mertensii",0.395754893383112,2.57762690499189,0.775663425565237,-0.227236305206556
"Agrostis rupestris",-2.49347505389675,2.89142883341219,0.306143275175047,0.0304893755803291
"Agrostis stolonifera",-0.0994629647682361,-1.82263851232402,1.45900593890147,-0.172686851743659
"Agrostis vinealis",-1.03404637112634,-1.18036833938566,1.33465121583034,-0.194924556480968
"Ajania tenuifolia",3.0078156371775,1.56562356424094,-1.98530625334678,-1.58266868647634
"Ajuga australis",0.0536407755804337,-5.22040707702629,-0.375299820162517,0.115431395260401
"Alchemilla alpina",-3.51630290183653,2.33390142271283,0.536926530619809,-0.373481308333583
"Alchemilla vulgaris",0.370861513939674,-0.340799444595939,0.815764669916315,0.397256821088877
"Alectoria ochroleuca",-0.0113567827818506,3.15627521032408,0.623304899034106,-0.537832053425871
"Allium geyeri",2.30313274330343,-1.21685246475748,-1.62824334072884,-1.01728595608603
"Allocetraria madreporiformis",1.0642245578556,3.4901001932111,-0.307921877210484,-0.647216978965448
"Alopecurus magellanicus",2.70095130763324,4.3000598882163,0.539683024471426,-1.8249662589214
"Alopecurus pratensis",0.0533807577316605,-1.75149329788945,1.04629491998144,0.138186326562903
"Anaphalis lactea",0.554321519629906,1.53949323503438,-2.42180102125989,0.412224567670724
"Andromeda polifolia",-0.0610073948145686,0.802761504587982,0.366381483804818,0.428526497314916
"Androsace chamaejasme",-0.524972602619352,3.44063475613452,-0.325748806260988,0.433871533528547
"Androsace obtusifolia",-1.92818590247813,3.73239643828567,0.356989503187695,0.127657236130659
"Androsace ochotensis",3.69864568598136,5.30762963791701,-0.190659219430322,-1.54481409899316
"Androsace septentrionalis",2.52112270731332,0.195044133194548,-0.507480932283678,-0.275167851683683
"Anemonastrum narcissiflorum",-1.07263036557977,2.77879392093465,-0.728821531595323,0.589289121599769
"Anemonastrum richardsonii",2.20464587023023,3.79120998244241,-0.412332951544919,-0.874207049867524
"Anemone multifida",1.48875793052978,0.735521537732662,-0.97412980106397,-0.828895289909196
"Anemone parviflora",1.98588224460513,3.27499332462198,-0.477579827014349,-0.805320159711232
"Aneura pinguis",-2.07135250974136,-0.377149755863685,0.842533274279884,-0.0288720746054127
"Angelica saxatilis",3.37314216225672,5.29811794861592,-3.20700702636006,0.657842460198573
"Antennaria alpina",-0.882865838403245,3.43397098471893,0.961542931399497,-1.01104610421822
"Antennaria canescens",1.17430864001284,3.73617765112268,1.60286505471008,-1.39938415884322
"Antennaria dioica",0.483467864085032,1.09329312138063,0.452758488500878,0.344086608273903
"Antennaria friesiana",3.43724035903714,5.08076576618091,-0.269626735319625,-1.34217371090236
"Antennaria lanata",0.0446141080640791,3.46826420521732,0.512721614891823,-1.61078818138136
"Antennaria media",-0.105637178953783,1.68887309736174,-1.86692721021855,-2.71114611042695
"Antennaria monocephala",1.35760295416921,4.5187051203144,0.0333554590744499,-1.14498983241584
"Antennaria rosea",1.63465733411999,-0.176855809130381,-1.57639906854187,-1.55498880679949
"Anthelia julacea",-6.2557450832569,1.89798627417399,0.195607020689264,-0.27055003605396
"Anthelia juratzkana",-2.74378535946183,3.18470091131254,0.448809136382202,-0.345971900345402
"Anthemis cretica",-0.899880333366676,-2.10798440828577,-0.769288123306494,-1.05944607211743
"Anthoxanthum arcticum",4.53983647398514,5.88463450562862,0.476818238894274,-1.86893753100372
"Anthoxanthum monticola",1.93943356851936,4.4551822589156,-0.0232540692570714,-0.81483436899518
"Anthoxanthum nipponicum",-1.3225046315851,2.85322050558119,0.547419705203123,-0.0624190260725902
"Anthoxanthum nitens",0.863666639753382,0.420491994620774,0.307039210456705,0.351237165517708
"Anthoxanthum odoratum",-0.758748065103128,-1.54900845293289,0.79228683700718,0.349927255479334
"Anthyllis vulneraria",-0.683367285346641,-1.26442362975961,0.609961401707616,0.22328752194758
"Aquilegia flabellata",0.363767455526918,2.46375047484661,-2.9286495821249,1.99060194408174
"Aquilonium plicatulum",0.0110986132122054,3.0207823553952,-0.638490600540359,0.411343946315861
"Arabidopsis lyrata",0.00215131237919975,0.652932457155673,-1.15969052256751,1.40839482040351
"Arabis alpina",-2.10276902934837,1.82532960317426,0.232838968538057,0.381378540927421
"Arabis caerulea",-2.84550632747456,3.98324817550055,0.349421445494439,0.545269709198764
"Arabis soyeri",-2.60810289936292,2.81833961813846,0.0314879144615473,1.15329123506265
"Arctagrostis latifolia",3.70520068478748,4.98057786782563,-0.369183751378051,-1.05033459309
"Arctoa glacialis",-1.79420951414617,3.25306159813882,1.19754809836131,-0.935514936009877
"Arctoa starkei",-3.14886150107039,2.93380553175091,0.0480909145480315,-0.57420076183924
"Arctoparmelia separata",3.63626428302565,4.78536363351096,-0.852882180506779,-0.927378572124087
