"ITEX_name","GBIF_name","SCIENTIFIC_NAME","AUTHOR","STATUS","FAMILY","ACCEPTED_SPECIES","ACCEPTED_AUTHOR","n_sci","one_is_acc","all_unresolved","just_one_syn","one_is_un","non_vasc_typo","SPECIES_NAME","n_occ","N_all","N_bor_tund","N_tund"
"Antennaria lanata","Antennaria lanata","Antennaria lanata","(Hook.) Greene","Accepted","Compositae","Antennaria lanata","(Hook.) Greene",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Antennaria lanata",2419,1372,1283,1009
"Antennaria media","Antennaria media","Antennaria media","Greene","Accepted","Compositae","Antennaria media","Greene",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Antennaria media",1280,967,836,393
"Antennaria monocephala","Antennaria monocephala","Antennaria monocephala","DC.","Accepted","Compositae","Antennaria monocephala","DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Antennaria monocephala",1331,870,854,714
"Antennaria monocephala","Antennaria monocephala","Antennaria monocephala","(Torr. & A.Gray) Greene","Synonym","Compositae","Antennaria solitaria","Rydb.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Antennaria monocephala",1331,870,854,714
"Antennaria rosea","Antennaria rosea","Antennaria rosea","(D.C.Eaton) Greene","Accepted","Compositae","Antennaria rosea","(D.C.Eaton) Greene",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Antennaria rosea",7474,5477,2654,609
"Anthelia julacea","Anthelia julacea","Anthelia julacea","(L.) Dumort.","Accepted","Antheliaceae","Anthelia julacea","(L.) Dumort.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Anthelia julacea",3121,1791,863,563
"Anthelia juratzkana","Anthelia juratzkana","Anthelia juratzkana","(Limpr.) Trevis.","Accepted","Antheliaceae","Anthelia juratzkana","(Limpr.) Trevis.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Anthelia juratzkana",5931,2925,2451,1495
"Anthemis cretica","Anthemis cretica","Anthemis cretica","L.","Accepted","Compositae","Anthemis cretica","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Anthemis cretica",4459,1262,215,87
"Anthemis cretica","Anthemis cretica","Anthemis cretica","(L.) Nyman","Synonym","Compositae","Anthemis rigida","(Sibth. & Sm.) Boiss. ex Heldr.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Anthemis cretica",4459,1262,215,87
"Anthoxanthum odoratum","Anthoxanthum odoratum","Anthoxanthum odoratum","L.","Accepted","Poaceae","Anthoxanthum odoratum","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Anthoxanthum odoratum",887669,5970,201,66
"Anthoxanthum odoratum subsp. nipponicum","Anthoxanthum odoratum subsp. nipponicum","Anthoxanthum odoratum subsp. nipponicum","(Honda) Tzvelev","Accepted","Poaceae","Anthoxanthum odoratum subsp. nipponicum","(Honda) Tzvelev",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Anthoxanthum odoratum subsp. nipponicum",3935,1186,854,642
"Anthyllis vulneraria","Anthyllis vulneraria","Anthyllis vulneraria","L.","Accepted","Leguminosae","Anthyllis vulneraria","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Anthyllis vulneraria",319665,6569,672,390
"Aquilegia flabellata","Aquilegia flabellata","Aquilegia flabellata","Siebold & Zucc.","Accepted","Ranunculaceae","Aquilegia flabellata","Siebold & Zucc.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Aquilegia flabellata",840,335,157,31
"Arabidopsis lyrata subsp. petraea","Arabidopsis lyrata subsp. petraea","Arabis petraea","(L.) Lam.","Synonym","Brassicaceae","Arabidopsis lyrata subsp. petraea","(L.) O'Kane & Al-Shehbaz",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Arabidopsis lyrata subsp. petraea",1454,569,405,214
"Arabidopsis lyrata subsp. petraea","Arabidopsis lyrata subsp. petraea","Cardaminopsis petraea","(L.) Hiitonen","Synonym","Brassicaceae","Arabidopsis lyrata subsp. petraea","(L.) O'Kane & Al-Shehbaz",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Arabidopsis lyrata subsp. petraea",1454,569,405,214
"Arabis alpina","Arabis alpina","Arabis alpina","L.","Accepted","Brassicaceae","Arabis alpina","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Arabis alpina",48841,4716,2598,1864
"Arabis alpina","Arabis alpina","Arabis alpina","Georgi","Synonym","Brassicaceae","Arabis caucasica","Willd.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Arabis alpina",48841,4716,2598,1864
"Arabis alpina","Arabis alpina","Arabis alpina","Lucé","Synonym","Brassicaceae","Arabis planisiliqua","(Pers.) Rchb.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Arabis alpina",48841,4716,2598,1864
"Arabis alpina","Arabis alpina","Arabis alpina","Krock. ex Steud.","Synonym","Brassicaceae","Arabis sagittata","(Bertol.) DC.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Arabis alpina",48841,4716,2598,1864
"Arabis caerulea","Arabis caerulea","Arabis caerulea","(All.) Haenke","Accepted","Brassicaceae","Arabis caerulea","(All.) Haenke",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arabis caerulea",3584,932,835,788
"Arabis soyeri subsp. subcoriacea","Arabis soyeri subsp. subcoriacea","Arabis subcoriacea","Gren. ex Nyman","Synonym","Brassicaceae","Arabis soyeri subsp. subcoriacea","(Gren.) Breistr.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Arabis soyeri subsp. subcoriacea",4000,1414,989,848
"Arctagrostis latifolia","Arctagrostis latifolia","Arctagrostis latifolia","(R.Br.) Griseb.","Accepted","Poaceae","Arctagrostis latifolia","(R.Br.) Griseb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arctagrostis latifolia",4054,2071,1993,1232
"Arcterica nana","Arcterica nana","Arcterica nana","(Maxim.) Makino","Unresolved","Ericaceae","Arcterica nana","(Maxim.) Makino",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Arcterica nana",352,186,79,34
"Arctophila fulva","Arctophila fulva (Trin.) Andersson","Arctophila fulva","(Trin.) Andersson","Accepted","Poaceae","Arctophila fulva","(Trin.) Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arctophila fulva",0,764,730,425
"Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","(L.) Spreng.","Accepted","Ericaceae","Arctostaphylos uva-ursi","(L.) Spreng.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arctostaphylos uva-ursi",129920,6606,1539,359
"Arctous alpina","Arctous alpina","Arctostaphylos alpina","(L.) Spreng.","Synonym","Ericaceae","Arctous alpina","(L.) Nied.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Arctous alpina",23947,7542,6727,2456
"Arctous alpina","Arctous alpina","Arctostaphylos alpina","Payot","Synonym","Ericaceae","Comarostaphylis polifolia","(Kunth) Zucc. ex Klotzsch",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Arctous alpina",23947,7542,6727,2456
"Arctous alpina","Arctous alpina","Arctous alpina","(L.) Nied.","Accepted","Ericaceae","Arctous alpina","(L.) Nied.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arctous alpina",23947,7542,6727,2456
"Arctous rubra","Arctous rubra","Arctostaphylos rubra","(Rehder & E.H.Wilson) Fernald","Synonym","Ericaceae","Arctous rubra","(Rehder & E.H.Wilson) Nakai",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Arctous rubra",1228,932,811,378
"Arenaria biflora","Arenaria biflora","Arenaria biflora","L.","Accepted","Caryophyllaceae","Arenaria biflora","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Arenaria biflora",4327,1361,1205,1096
"Arenaria biflora","Arenaria biflora","Arenaria biflora","Griseb.","Synonym","Caryophyllaceae","Arenaria rotundifolia","M.Bieb.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Arenaria biflora",4327,1361,1205,1096
"Arenaria norvegica","Arenaria norvegica","Arenaria norvegica","Gunnerus","Accepted","Caryophyllaceae","Arenaria norvegica","Gunnerus",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arenaria norvegica",4184,2163,1623,681
"Arenaria pseudofrigida","Arenaria pseudofrigida","Arenaria pseudofrigida","(Ostenf. & O.C.Dahl) Steffen","Accepted","Caryophyllaceae","Arenaria pseudofrigida","(Ostenf. & O.C.Dahl) Steffen",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Arenaria pseudofrigida",1143,301,298,206
"Arenaria pseudofrigida","Arenaria pseudofrigida","Arenaria pseudofrigida","(Ostenf. & O.C. Dahl) Juz. ex Schischk. & Knorring","Synonym","Caryophyllaceae","Arenaria pseudofrigida","(Ostenf. & O.C.Dahl) Steffen",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Arenaria pseudofrigida",1143,301,298,206
"Argyrotegium fordianum","Argyrotegium fordianum","Euchiton fordianus","(M.Gray) P.S.Short","Synonym","Compositae","Argyrotegium fordianum","(M.Gray) J.M.Ward & Breitw.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Argyrotegium fordianum",521,252,146,17
"Argyrotegium nitidulum","Argyrotegium nitidulum","Euchiton nitidulus","(Hook.f.) Anderb.","Synonym","Compositae","Argyrotegium nitidulum","(Hook.f.) J.M.Ward & Breitw.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Argyrotegium nitidulum",262,131,99,27
"Armeria maritima","Armeria maritima","Armeria maritima","(Mill.) Willd.","Accepted","Plumbaginaceae","Armeria maritima","(Mill.) Willd.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Armeria maritima",107934,4395,335,260
"Armeria maritima","Armeria maritima","Armeria maritima","Girard ex Boiss.","Synonym","Plumbaginaceae","Armeria ruscinonensis","Girard",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Armeria maritima",107934,4395,335,260
"Armeria scabra","Armeria scabra","Armeria scabra","Willd.","Accepted","Plumbaginaceae","Armeria scabra","Willd.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Armeria scabra",227,135,131,89
"Armeria scabra","Armeria scabra","Armeria scabra","Kunze ex Boiss.","Synonym","Plumbaginaceae","Armeria curvifolia","Bertero",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Armeria scabra",227,135,131,89
"Armeria scabra","Armeria scabra","Armeria scabra","Pall. ex Schult.","Synonym","Plumbaginaceae","Armeria maritima subsp. sibirica","(Turcz. ex Boiss.) Nyman",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Armeria scabra",227,135,131,89
"Arnica angustifolia","Arnica angustifolia","Arnica alpina","Willd. ex Steud.","Synonym","Compositae","Arnica montana","L.",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Arnica angustifolia",4132,2085,1961,1164
"Arnica angustifolia","Arnica angustifolia","Arnica alpina","(L.) Olin & Ladau","Synonym","Compositae","Arnica angustifolia","Vahl",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Arnica angustifolia",4132,2085,1961,1164
"Arnica angustifolia","Arnica angustifolia","Arnica alpina","Salisb.","Synonym","Compositae","Arnica stricta subsp. alpina","(L.) I.K.Ferguson",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Arnica angustifolia",4132,2085,1961,1164
"Arnica angustifolia","Arnica angustifolia","Arnica angustifolia","Vahl","Accepted","Compositae","Arnica angustifolia","Vahl",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Arnica angustifolia",4132,2085,1961,1164
"Arnica angustifolia","Arnica angustifolia","Arnica angustifolia","Turcz. ex Ledeb.","Synonym","Compositae","Arnica montana","L.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Arnica angustifolia",4132,2085,1961,1164
"Arnica angustifolia","Arnica angustifolia","Arnica angustifolia","A.Gray","Synonym","Compositae","Arnica parryi","A.Gray",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Arnica angustifolia",4132,2085,1961,1164
"Arnica griscomii","Arnica griscomii","Arnica griscomii","Fernald","Accepted","Compositae","Arnica griscomii","Fernald",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arnica griscomii",1167,710,680,395
"Arnica griscomii subsp. frigida","Arnica griscomii subsp. frigida","Arnica frigida","C.A.Mey. ex Iljin","Synonym","Compositae","Arnica griscomii subsp. frigida","(C.A.Mey. ex Iljin) S.J.Wolf",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Arnica griscomii subsp. frigida",1001,613,589,342
"Arnica lessingii","Arnica lessingii","Arnica lessingii","(Torr. & A.Gray) Greene","Accepted","Compositae","Arnica lessingii","(Torr. & A.Gray) Greene",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Arnica lessingii",802,611,581,432
"Artemisia arctica","Artemisia arctica","Artemisia arctica","(Besser) Leonova","Accepted","Compositae","Artemisia arctica","(Besser) Leonova",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia arctica",579,488,446,255
"Artemisia arctica","Artemisia arctica","Artemisia arctica","Besser","Synonym","Compositae","Artemisia borealis subsp. richardsoniana","(Besser) Korobkov",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia arctica",579,488,446,255
"Artemisia arctica","Artemisia arctica","Artemisia arctica","Less.","Synonym","Compositae","Artemisia norvegica subsp. saxatilis","(Besser) H.M.Hall & Clem.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia arctica",579,488,446,255
"Artemisia borealis","Artemisia borealis","Artemisia borealis","Kitam.","Unresolved","Compositae","Artemisia borealis","Kitam.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Artemisia borealis",2853,1283,1110,734
"Artemisia borealis","Artemisia borealis","Artemisia borealis","Liou","Unresolved","Compositae","Artemisia borealis","Liou",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Artemisia borealis",2853,1283,1110,734
"Artemisia borealis","Artemisia borealis","Artemisia borealis","Pall.","Synonym","Compositae","Artemisia campestris subsp. borealis","(Pall.) H.M.Hall & Clem.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Artemisia borealis",2853,1283,1110,734
"Artemisia campestris subsp. borealis","Artemisia campestris subsp. borealis","Artemisia campestris subsp. borealis","(Pall.) H.M.Hall & Clem.","Accepted","Compositae","Artemisia campestris subsp. borealis","(Pall.) H.M.Hall & Clem.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia campestris subsp. borealis",367,155,107,67
"Artemisia glomerata","Artemisia glomerata","Artemisia glomerata","Ledeb.","Accepted","Compositae","Artemisia glomerata","Ledeb.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia glomerata",1015,433,416,341
"Artemisia glomerata","Artemisia glomerata","Artemisia glomerata","Hook. & Arn.","Synonym","Compositae","Artemisia senjavinensis","Besser",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia glomerata",1015,433,416,341
"Artemisia glomerata","Artemisia glomerata","Artemisia glomerata","Sieber ex Spreng.","Synonym","Compositae","Artemisia sieberi","Besser",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia glomerata",1015,433,416,341
"Artemisia norvegica","Artemisia norvegica","Artemisia norvegica","Fr.","Accepted","Compositae","Artemisia norvegica","Fr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia norvegica",3484,1735,1606,1176
"Artemisia pattersonii","Artemisia pattersonii","Artemisia pattersonii","A.Gray","Accepted","Compositae","Artemisia pattersonii","A.Gray",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia pattersonii",64,NA,NA,NA
"Artemisia scopulorum","Artemisia scopulorum","Artemisia scopulorum","A.Gray","Accepted","Compositae","Artemisia scopulorum","A.Gray",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia scopulorum",658,493,474,306
"Artemisia tridentata","Artemisia tridentata","Artemisia tridentata","Nutt.","Accepted","Compositae","Artemisia tridentata","Nutt.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Artemisia tridentata",16991,5952,386,14
"Asperula gunnii","Asperula gunnii","Asperula gunnii","Hook.f.","Accepted","Rubiaceae","Asperula gunnii","Hook.f.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Asperula gunnii",3464,1612,324,82
"Aster alpinus","Aster alpinus","Aster alpinus","L.","Accepted","Compositae","Aster alpinus","L.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Aster alpinus",39137,5596,3525,2165
"Aster alpinus","Aster alpinus","Aster alpinus","Gueldenst. ex Ledeb.","Unresolved","Compositae","Aster alpinus","Gueldenst. ex Ledeb.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Aster alpinus",39137,5596,3525,2165
"Aster flaccidus","Aster flaccidus","Aster flaccidus","Bunge","Accepted","Compositae","Aster flaccidus","Bunge",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Aster flaccidus",1122,491,375,334
"Aster sibiricus","Aster sibiricus","Aster sibiricus","Turcz. ex Torr. & A.Gray","Accepted","Compositae","Aster sibiricus","Turcz. ex Torr. & A.Gray",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Aster sibiricus",426,353,326,85
"Aster sibiricus","Aster sibiricus","Aster sibiricus","Lam.","Unresolved","Compositae","Aster sibiricus","Lam.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Aster sibiricus",426,353,326,85
"Aster sibiricus","Aster sibiricus","Aster sibiricus","L.","Synonym","Compositae","Eurybia sibirica","(L.) G.L.Nesom",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Aster sibiricus",426,353,326,85
"Asterolasia trymalioides","Asterolasia trymalioides","Asterolasia trymalioides","F.Muell.","Accepted","Rutaceae","Asterolasia trymalioides","F.Muell.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Asterolasia trymalioides",849,307,131,9
"Astragalus alpinus","Astragalus alpinus","Astragalus alpinus","L.","Accepted","Leguminosae","Astragalus alpinus","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Astragalus alpinus",29727,6550,5321,2294
"Astragalus alpinus","Astragalus alpinus","Astragalus alpinus","(L.) E.Sheld.","Synonym","Leguminosae","Astragalus penduliflorus","Lam.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Astragalus alpinus",29727,6550,5321,2294
"Astragalus eucosmus","Astragalus eucosmus","Astragalus eucosmus","Robinson","Accepted","Leguminosae","Astragalus eucosmus","Robinson",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Astragalus eucosmus",822,549,428,195
"Astragalus eucosmus","Astragalus eucosmus","Astragalus eucosmus","B.L. Rob.","Unresolved","Leguminosae","Astragalus eucosmus","B.L. Rob.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Astragalus eucosmus",822,549,428,195
"Astragalus frigidus","Astragalus frigidus","Astragalus frigidus","(L.) A.Gray","Accepted","Leguminosae","Astragalus frigidus","(L.) A.Gray",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Astragalus frigidus",9170,4456,4069,1654
"Astragalus frigidus","Astragalus frigidus","Astragalus frigidus","(uct. non (L.) A.Gray","Misapplied","Leguminosae","Astragalus tecti-mundi","Freyn",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Astragalus frigidus",9170,4456,4069,1654
"Astragalus umbellatus","Astragalus umbellatus","Astragalus umbellatus","Bunge","Accepted","Leguminosae","Astragalus umbellatus","Bunge",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Astragalus umbellatus",1097,636,612,454
"Aulacomnium acuminatum","Aulacomnium acuminatum","Aulacomnium acuminatum","(Lindb. & Arnell) Kindb.","Accepted","Aulacomniaceae","Aulacomnium acuminatum","(Lindb. & Arnell) Kindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Aulacomnium acuminatum",730,317,285,157
"Aulacomnium palustre","Aulacomnium palustre","Aulacomnium palustre","(Hedw.) Schwägr.","Accepted","Aulacomniaceae","Aulacomnium palustre","(Hedw.) Schwägr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Aulacomnium palustre",87487,6724,1159,237
"Aulacomnium turgidum","Aulacomnium turgidum","Aulacomnium turgidum","(Wahlenb.) Schwägr.","Accepted","Aulacomniaceae","Aulacomnium turgidum","(Wahlenb.) Schwägr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Aulacomnium turgidum",4454,2284,2036,1367
"Austrolycopodium fastigiatum","Austrolycopodium fastigiatum","Lycopodium fastigiatum","R. Br.","Synonym","Lycopodiaceae","Austrolycopodium fastigiatum","(R. Br.) Holub",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Austrolycopodium fastigiatum",6426,3806,2194,2010
"Barbilophozia hatcheri","Barbilophozia hatcheri","Barbilophozia hatcheri","(A. Evans) Loeske","Accepted","Anastrophyllaceae","Barbilophozia hatcheri","(A. Evans) Loeske",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Barbilophozia hatcheri",8902,4961,2122,1017
"Barbilophozia kunzeana","Barbilophozia kunzeana","Barbilophozia kunzeana","(Huebener) K. Müller","Accepted","Anastrophyllaceae","Barbilophozia kunzeana","(Huebener) K. Müller",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Barbilophozia kunzeana",1126,594,324,155
"Barbilophozia lycopodioides","Barbilophozia lycopodioides","Barbilophozia lycopodioides","(Wallr.) Loeske","Accepted","Anastrophyllaceae","Barbilophozia lycopodioides","(Wallr.) Loeske",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Barbilophozia lycopodioides",8321,4346,2483,980
"Bartramia ithyphylla","Bartramia ithyphylla","Bartramia ithyphylla","Brid.","Accepted","Bartramiaceae","Bartramia ithyphylla","Brid.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Bartramia ithyphylla",14721,6485,2366,1398
"Bartsia alpina","Bartsia alpina","Bartsia alpina","L.","Accepted","Orobanchaceae","Bartsia alpina","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Bartsia alpina",95950,6105,5048,2591
"Beckwithia glacialis","Beckwithia glacialis","Beckwithia glacialis","(L.) Á.Löve & D.Löve","Accepted","Ranunculaceae","Beckwithia glacialis","(L.) Á.Löve & D.Löve",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Beckwithia glacialis",832,644,510,414
"Betula glandulosa","Betula glandulosa","Betula glandulosa","Michx.","Accepted","Betulaceae","Betula glandulosa","Michx.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Betula glandulosa",6337,3838,3227,1266
"Betula nana","Betula nana","Betula nana","L.","Accepted","Betulaceae","Betula nana","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Betula nana",99143,7299,5347,1216
"Betula pubescens","Betula pubescens","Betula pubescens","Ehrh.","Accepted","Betulaceae","Betula pubescens","Ehrh.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Betula pubescens",555163,7109,1414,127
"Betula pubescens var. pumila","Betula pubescens var. pumila","Betula pubescens var. pumila","(L.) Govaerts","Accepted","Betulaceae","Betula pubescens var. pumila","(L.) Govaerts",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Betula pubescens var. pumila",10183,6880,6121,1483
"Bistorta bistortoides","Bistorta bistortoides","Bistorta bistortoides","(Pursh) Small","Unresolved","Polygonaceae","Bistorta bistortoides","(Pursh) Small",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Bistorta bistortoides",6645,4063,2416,857
"Bistorta vivipara","Bistorta vivipara","Bistorta vivipara","(L.) Delarbre","Synonym","Polygonaceae","Persicaria vivipara","(L.) Ronse Decr.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Bistorta vivipara",189813,6324,4190,1924
"Bistorta vivipara","Bistorta vivipara","Bistorta vivipara","(L.) Gray","Synonym","Polygonaceae","Persicaria vivipara","(L.) Ronse Decr.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Bistorta vivipara",189813,6324,4190,1924
"Blepharostoma trichophyllum","Blepharostoma trichophyllum","Blepharostoma trichophyllum","(L.) Dumort.","Accepted","Pseudolepicoleaceae","Blepharostoma trichophyllum","(L.) Dumort.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Blepharostoma trichophyllum",20857,6633,1832,689
"Bossiaea foliosa","Bossiaea foliosa","Bossiaea foliosa","A.Cunn.","Accepted","Leguminosae","Bossiaea foliosa","A.Cunn.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Bossiaea foliosa",1924,987,62,0
"Botrychium lunaria","Botrychium lunaria","Botrychium lunaria","(L.) Sw.","Accepted","Ophioglossaceae","Botrychium lunaria","(L.) Sw.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Botrychium lunaria",89050,4937,2952,1486
"Boykinia richardsonii","Boykinia richardsonii","Boykinia richardsonii","(Hook.) A.Gray ex B.D.Jacks.","Accepted","Saxifragaceae","Boykinia richardsonii","(Hook.) A.Gray ex B.D.Jacks.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Boykinia richardsonii",574,428,400,312
"Boykinia richardsonii","Boykinia richardsonii","Boykinia richardsonii","(Hook.) Rothr.","Unresolved","Saxifragaceae","Boykinia richardsonii","(Hook.) Rothr.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Boykinia richardsonii",574,428,400,312
"Brachyscome decipiens","Brachyscome decipiens","Brachyscome decipiens","Hook.f.","Accepted","Compositae","Brachyscome decipiens","Hook.f.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Brachyscome decipiens",1532,914,126,8
"Brachythecium salebrosum","Brachythecium salebrosum","Brachythecium salebrosum","(Hoffm. ex F. Weber & D. Mohr) Schimp.","Accepted","Brachytheciaceae","Brachythecium salebrosum","(Hoffm. ex F. Weber & D. Mohr) Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Brachythecium salebrosum",18079,6789,997,281
"Brachythecium turgidum","Brachythecium turgidum","Brachythecium turgidum","(Hartm.) Kindb.","Accepted","Brachytheciaceae","Brachythecium turgidum","(Hartm.) Kindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Brachythecium turgidum",2397,1259,1045,626
"Braya glabella","Braya glabella","Braya glabella","Richardson","Accepted","Brassicaceae","Braya glabella","Richardson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Braya glabella",648,411,401,345
"Braya glabella","Braya glabella","Braya purpurascens","(R.Br.) Bunge ex Ledeb.","Synonym","Brassicaceae","Braya glabella","Richardson",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Braya glabella",648,411,401,345
"Bromus pumpellianus","Bromus pumpellianus","Bromus pumpellianus","Scribn.","Accepted","Poaceae","Bromus pumpellianus","Scribn.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Bromus pumpellianus",3560,2041,1640,500
"Bryanthus musciformis","Bryanthus musciformis","Bryanthus gmelinii","D.Don","Synonym","Ericaceae","Bryanthus musciformis","(Poir.) Nakai",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Bryanthus musciformis",284,111,100,53
"Bryoerythrophyllum recurvirostrum","Bryoerythrophyllum recurvirostrum","Bryoerythrophyllum recurvirostrum","(Hedw.) P.C. Chen","Accepted","Pottiaceae","Bryoerythrophyllum recurvirostrum","(Hedw.) P.C. Chen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Bryoerythrophyllum recurvirostrum",25868,7585,693,385
"Bryum argenteum","Bryum argenteum","Bryum argenteum","Hedw.","Accepted","Bryaceae","Bryum argenteum","Hedw.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Bryum argenteum",76144,6713,76,34
