"name","metric","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","cmi_max","cmi_mean","cmi_min","cmi_range","fgd","gdd0","gddlgd0","gdgfgd0","gsl","gsp","gst","ngd0","longitude","latitude"
"Racomitrium lanuginosum","optimum",6.79,5.8,0.337,395.9,16.36,-0.08,16.8,6.27,9.37,13.34,3.17,734.6,91.5,35,26.4,252.8,301,242.4,161.2,55.2,10,-3.4,103.9,117,2590.1,334,72,365,-421,8.29,365,-4.08,59.036
"Radula prolifera","mean",-6.02,5.9,0.168,1099.7,13.79,-22.23,36,6.64,-12.63,8.85,-18.83,940.7,154.2,34.2,59.5,408.6,116.8,352.9,174.9,90.1,36,-27,117.1,178,1013.3,259,130,102,13215692.2,7.63,158,-82.577,62.113
"Radula prolifera","median",-7.84999999999997,6.3,0.160500001907349,1239.7,14,-26.45,40.5,7.05000000000001,-14.45,8.80000000000004,-22.35,744.6,132.65,21.55,61.2,358.6,75.55,321.75,84.65,59.2,19.85,-36.85,99.75,179,926.9,262,137,84,316.45,7.65000000000003,128,-145.04,62.8
"Radula prolifera","Q05",-12.505,1.7,0.123800001144409,354.67,10.35,-33.805,12.39,-0.589999999999983,-28.435,5.88500000000004,-30.05,311.48,67.535,8.28,25.245,166.78,28.945,152.19,32.98,19.685,-7.455,-64.615,72.745,135.45,560.22,209.4,81.2,58,152.04,5.02500000000005,103.4,-170.515,51.833
"Radula prolifera","Q95",4.20500000000005,9.3,0.230199995040894,1521.535,17.45,-1.19499999999996,49.065,11.105,7.86000000000005,12.05,0.205000000000046,2130.16,328.25,105.1,99.215,806.505,333.355,639.145,522.76,248.535,128.26,34.26,232.475,215.55,1615.38,341.4,150,245.5,1238.035,10.3,348.8,158.38097,69.490685
"Radula prolifera","range",16.71,7.6,0.106399993896484,1166.865,7.10000000000002,32.61,36.675,11.695,36.295,6.16499999999997,30.255,1818.68,260.715,96.82,73.97,639.725,304.41,486.955,489.78,228.85,135.715,98.875,159.73,80.1,1055.16,132,68.8,187.5,1085.995,5.27499999999998,245.4,328.89597,17.657685
"Radula prolifera","optimum",-10.3,6.5,0.152,1328.3,14.13,-28.97,41.9,7.8,-19.67,8.7,-25.31,561.8,123.6,16.3,67.5,309.7,53.2,309.9,62.4,43.6,9,-47.7,89.4,179,836.9,259,142,82,-142.4,7.71,119,-156.076,68.427
"Ranunculus acris","mean",8.88,6.7,0.286,613.3,21.38,-2.32,23.7,11.77,4.71,16.8,1.11,965.8,107.5,53.2,20.6,304.2,182.5,269.3,226.9,65.1,12.7,-44.5,109.5,99,3365.2,318,66,312,852.5,10.86,332,3.345,51.464
"Ranunculus acris","median",9.55000000000001,6.7,0.304999995231628,563.6,21.45,-0.649999999999977,22.1,11.55,5.65000000000003,16.7500000000001,2.25000000000006,885.35,92.45,47.1,18.7,261.65,175,242.3,216.35,55.6,4.7,-49.2,104.6,107,3499.75,333.5,69,365,857.15,10.35,365,6.2,51.9371
"Ranunculus acris","Q05",5.15000000000003,3.7,0.189999997615814,379.665,17.65,-11.05,15.6,3.45000000000005,-2.74999999999994,14.415,-6.94999999999999,621.23,69.7,30.765,10.5,196.465,102.5,175.9,119.5,30.1,-13.96,-76.1,71.48,38.45,2425.13,293.6,36,183,432.3,8.75000000000006,230,-74.59292,44.455825
"Ranunculus acris","Q95",10.65,9.3,0.355999994277954,963.675,25.2500000000001,2.75000000000006,35.2,18.85,13.085,19.65,5.45000000000005,1555.51,195.1,87.7,35.7349999999999,551.005,287.305,515.21,375.9,121.08,62.46,7.45999999999995,149.36,138,3908.535,356,89,365,1374.56,14.2500000000001,365,34.253855,59.620295
"Ranunculus acris","range",5.5,5.6,0.16599999666214,584.01,7.60000000000002,13.8,19.6,15.4,15.8349999999999,5.235,12.4,934.279999999999,125.4,56.935,25.2349999999999,354.54,184.805,339.31,256.4,90.9799999999998,76.42,83.56,77.88,99.55,1483.405,62.4,53,182,942.259999999999,5.5,135,108.846775,15.16447
"Ranunculus acris","optimum",10.12,6.8,0.313,545.2,21.88,0.56,21.6,17.03,6.15,17.11,3.26,877.3,87.3,45.7,13.4,249.5,174.1,240.9,217.3,50.9,-0.5,-51.2,103,121,3707.6,342,83,365,876.4,10.21,365,5.668,52.022
"Ranunculus adoneus","mean",-1.33,12.4,0.332,882,19.65,-17.8,37.5,2.53,-3.87,10.65,-11.89,975.2,114.5,50.2,25.6,309.5,169.8,256.5,208.8,55.7,1.5,-86.3,142,196,1247,285,128,85,3857981.6,8.6,158,-108.675,40.586
"Ranunculus adoneus","median",-1.54999999999995,12.3,0.328999996185303,867.7,19.35,-17.95,37.1,5.95000000000005,-10.8,10.2,-12.15,939.45,112.55,47.5,25.05,302.8,164.15,266,181.85,49.75,-0.7,-80.7,120.35,197,1154.3,283,131.5,83,228.5,8.45000000000005,153,-106.67705,40.0795
"Ranunculus adoneus","Q05",-4.38499999999997,11.3,0.299000000953674,804.67,15.95,-21.385,35,-11.385,-14.65,7.05000000000001,-14.65,586,70.695,24.965,13.565,192.39,85.295,140.215,92.35,8.485,-37.235,-144.3,86.895,158,731.86,272,104.65,42.5,124.05,5.05000000000001,128.65,-114.34148,39.00025
"Ranunculus adoneus","Q95",2.28500000000004,13.8,0.36935000538826,1006.485,23.65,-13.715,40.735,10.885,14.2500000000001,14.7500000000001,-7.94999999999999,1397.655,158.88,78.235,38.07,428.27,276.745,368.945,394,122.62,39.5,-37.26,224.07,231.5,1869.465,300,144,135,316.83,12.2,198,-105.595805,43.820325
"Ranunculus adoneus","range",6.67000000000002,2.5,0.0703500044345856,201.815,7.69999999999999,7.67000000000001,5.735,22.27,28.9,7.70000000000005,6.69999999999999,811.655,88.185,53.27,24.505,235.88,191.45,228.73,301.65,114.135,76.735,107.04,137.175,73.5,1137.605,28,39.35,92.5,192.78,7.15000000000003,69.35,8.74567500000001,4.820075
"Ranunculus adoneus","optimum",-2.26,11.9,0.323,861.5,18.44,-17.82,36.5,7.78,-12.41,9.56,-12.11,895.6,110.6,44.1,24,291.1,142.1,285.2,146.7,29.7,-4.8,-70.1,100.6,199,1043.2,280,135,79,2.1,7.97,147,-105.915,40.475
"Ranunculus brotherusii","mean",4.09,11.3,0.341,789.5,18.26,-15.18,33.4,13.36,-5.75,13.67,-6.4,833.9,183.3,6.3,89.9,479.5,26.3,473.9,31.4,67.9,-14.8,-74.2,142,110,2413.1,303,90,177,2393446.9,10.31,238,97.66,32.532
"Ranunculus brotherusii","median",3.55000000000001,11.6,0.341000008583069,791.9,16.95,-16.05,34.9,12.2500000000001,-6.74999999999994,12.55,-7.64999999999998,677.4,149.5,4.2,89.6,391.9,17,388.9,18.5,19.1,-27.6,-77.2,101,111,1962.8,304,90,163,566,9.55000000000001,228,99.8667,31.6229
"Ranunculus brotherusii","Q05",-3.88999999999996,7.88,0.25389999628067,511.24,10.7400000000001,-25.45,23.28,6.55000000000001,-15.45,6.64000000000003,-15.66,286.95,54.96,1.5,54.03,145.72,6.29,144.55,6.49,-25.43,-62.01,-114.63,60.8,44,779.45,276.5,42.5,71.4,236.33,6.03000000000002,148,83.70939,27.48297
"Ranunculus brotherusii","Q95",14.17,14.21,0.420199980735779,1079.81,28.46,-0.719999999999958,41.3,23.06,6.47000000000004,23.36,5.87000000000002,1878.13,440.96,17.82,121.12,1114.12,73.31,1105.23,98.6999999999999,319.21,74.75,-25.36,355.42,172.4,5255.53,343,133,365,1811.06,16.57,365,107.25646,42.89467
"Ranunculus brotherusii","range",18.06,6.33,0.166299984455109,568.57,17.72,24.73,18.02,16.51,21.92,16.72,21.53,1591.18,386,16.32,67.09,968.399999999999,67.02,960.68,92.2099999999999,344.64,136.76,89.27,294.62,128.4,4476.08,66.5,90.5,293.6,1574.73,10.54,217,23.54707,15.4117
"Ranunculus brotherusii","optimum",0.43,12.7,0.335,846.4,15.63,-15.89,36.9,10.34,-8.58,10.47,-9.63,564.7,137.8,2.8,89.6,367.8,11.6,359.5,12.6,-1.9,-36.3,-80.6,85.1,120,1411.9,296,107,131,-220.6,8.47,188,101.19,29.375
"Ranunculus hyperboreus","mean",-1.74,5.7,0.2,844.1,13.67,-15.71,29.4,6.13,-5.89,9.55,-11.9,832.4,112.2,39.2,36.4,300.1,129.9,257.5,184,66.6,25.8,-34,100.7,176,1193.2,285,121,112,38464747.4,8.21,171,-10.291,66.15
"Ranunculus hyperboreus","median",-0.149999999999977,5.7,0.19099999666214,840.55,14.45,-14.7499999999999,29.9,8.05000000000001,-5.54999999999995,10.45,-11.15,751.45,106.7,35.7,33.7,280.55,117,264.4,144.55,54.8,20.8,-32.6,87.8,170,1296.9,289,115,118,346.8,8.75000000000006,176,13.9992,66.4538
"Ranunculus hyperboreus","Q05",-11.95,3.1,0.114999997615814,412.1,4.55000000000001,-32.25,15.6,-11.2499999999999,-26.85,2.55000000000001,-28.85,319.255,48.7,9.7,18.8,130.6,34.395,102.09,37.895,14.95,-12.2,-77.45,66.15,140,240.85,251,90,39,86.55,3.63000000000003,92,-148.75381,54.082805
"Ranunculus hyperboreus","Q95",3.85000000000002,8.5,0.288050011396408,1396.01,19.35,-4.645,45.305,13.55,7.25000000000006,13.7500000000001,-1.04999999999995,1691.475,195.31,87.2199999999999,64.005,539.06,287.225,409.915,486.415,161,88.3,6,171.6,228,1885.875,322,162,163,429496729.5,10.95,249,73.834435,78.191395
"Ranunculus hyperboreus","range",15.8,5.4,0.173050013780594,983.909999999999,14.8,27.605,29.705,24.8,34.1,11.2,27.8,1372.22,146.61,77.5199999999999,45.205,408.46,252.83,307.825,448.52,146.05,100.5,83.45,105.45,88,1645.025,71,72,124,429496642.95,7.32000000000001,157,222.588245,24.10859
"Ranunculus hyperboreus","optimum",0.2,5.9,0.19,910.9,15.36,-14.73,31.3,11.75,-6.16,11.16,-11.26,759.6,107.4,38.6,31.9,276.8,121.4,278.2,131.5,52.2,22,-27.8,75.9,162,1414.7,290,111,126,-71.5,9.68,180,23.368,65.72
"Ranunculus montanus","mean",3.46,9.2,0.328,687.5,17.38,-10.72,28.1,10.26,-2.76,12.23,-5.43,1691.3,210.7,91.5,27.8,589.8,307.9,565.9,324.7,120,73.2,21.2,98.8,155,1937.2,312,88,161,12373125.7,9.44,231,10.381,46.791
"Ranunculus montanus","median",3.65000000000003,9.2,0.328999996185303,693.3,17.45,-10.45,28.3,11.05,-3.44999999999999,12.35,-5.14999999999998,1658.8,209.4,88.8,29.4,587.8,298.5,578.7,307.4,114.8,72.1,24,87.4,157,1872.15,313,87,155,847.9,9.85000000000002,230,11.12,47.13
"Ranunculus montanus","Q05",-2.54999999999995,8.2,0.300999999046326,600.59,11.7500000000001,-17.35,24.99,-0.359999999999968,-10.65,6.55000000000001,-11.85,1100.69,132.6,48.8,11,369.59,170.69,285.62,176.4,58.39,18.69,-56.95,60.39,92,740.56,282,48,64,353.06,5.05000000000001,154,5.51133,44.19008
"Ranunculus montanus","Q95",8.65000000000003,10.1,0.352999997138977,741.81,22.45,-4.44999999999999,30.5,17.05,11.66,17.36,0.0500000000000114,2406.36,295.34,146,41.2,825.33,477.9,817.01,527.99,196.91,132.87,85.81,177.05,221,3213.415,345,131,261,1303.74,12.55,315.15,14.35,47.81
"Ranunculus montanus","range",11.2,1.9,0.0519999980926514,141.22,10.7,12.9,5.51,17.41,22.31,10.81,11.9,1305.67,162.74,97.2,30.2,455.74,307.21,531.39,351.59,138.52,114.18,142.76,116.66,129,2472.855,63,83,197,950.679999999999,7.5,161.15,8.83867,3.61992
"Ranunculus montanus","optimum",4.65,9.2,0.339,694.3,17.44,-8.41,28.3,11.68,-2.53,12.46,-2.85,1620.4,212.6,88.5,31.8,602.4,293.2,613.2,293.4,108.9,72.8,24.9,78.3,162,1763.8,312,59,146,-127.1,11.64,252,13.063,47.648
"Ranunculus nivalis","mean",-4.09,5.3,0.18,875.1,11.54,-18.37,29.9,3.08,-6.42,7.7,-14.49,1064.2,141.1,49.7,35.6,365.2,165.1,309.6,274.8,98.7,47.5,-21.2,119.9,205,844.7,274,134,68,48497507.4,6.18,141,-2.966,68.046
"Ranunculus nivalis","median",-2.64999999999998,5.1,0.186000001430511,780.2,11.85,-15.95,27.5,5.85000000000002,-4.24999999999994,8.05000000000001,-11.95,943.7,133.1,43.9,30.8,332.1,145.1,309.1,232.3,82,37,-23.2,107.5,202,862.2,276,132,68,256.2,6.35000000000002,145,17.0237,68.5713
"Ranunculus nivalis","Q05",-13.2499999999999,3.9,0.114999997615814,681.35,6.05000000000001,-32.95,24.3,-11.35,-27.45,3.05000000000001,-29.85,311.45,49.9,10.3,23.3,133.85,35.1,106.5,37.45,21.1,-3.86,-61.52,68.9,171,289.9,251,115,24,73.35,2.85000000000002,92,-152.0799,60.93165
"Ranunculus nivalis","Q95",0.150000000000034,7,0.23549998998642,1424.45,15.2500000000001,-12.55,45.2,9.75000000000006,3.05000000000001,10.7500000000001,-8.64999999999998,2162.3,259.45,107.3,70.55,688.45,346.8,490.75,639.1,227.06,132.36,27.96,207.12,244,1277.15,292,162,106,429496729.5,9.05000000000001,176.5,91.204,77.62515
"Ranunculus nivalis","range",13.4,3.1,0.120499992370605,743.1,9.20000000000005,20.4,20.9,21.1,30.5,7.70000000000005,21.2,1850.85,209.55,97,47.25,554.6,311.7,384.25,601.65,205.96,136.22,89.48,138.22,73,987.25,41,47,82,429496656.15,6.19999999999999,84.5,243.2839,16.6935
"Ranunculus nivalis","optimum",-2.28,4.9,0.187,774.4,11.72,-15.79,27.2,7.07,-4.28,8.1,-11.75,850.8,128,40.4,26.2,306,131.8,299.8,214.3,71.5,28.9,-25,94.6,198,853.4,276,131,68,-62.6,6.61,145,15.936,69.236
"Ranunculus paishanensis","mean",5.93,7.8,0.225,909.2,22.02,-12.34,34.4,14.31,-2.42,17.33,-5.79,2270.4,306.3,104.1,39.2,814.3,355.2,775.6,454.7,206.7,110.4,34.2,172.5,149,2945.7,316,91,189,1238.8,12.64,251,136.794,38.38
"Ranunculus paishanensis","median",5.75000000000006,7.7,0.225,902.9,21.95,-13.2499999999999,34.4,15.55,-2.94999999999999,17.2500000000001,-6.34999999999997,2070.4,295.4,88.8,35,790.4,307.9,732.7,371.5,200.8,100.8,22.8,173.6,152,2748.3,319,92,177,1184.4,13.15,239,138.375,36.8946
"Ranunculus paishanensis","Q05",-1.76999999999995,4.7,0.159600001573563,773.62,14.42,-22.16,28.52,-1.91999999999996,-12.7599999999999,9.65000000000003,-14.16,693.54,133.29,5.72,20.79,365.9,19.84,365.9,19.86,20.87,-24.96,-60.34,85.62,64.9,1189.89,289.65,51.3,72.9,517.67,7.83000000000002,169.9,112.881,33.697
"Ranunculus paishanensis","Q95",14.85,10.51,0.274100000858307,1044.38,29.46,0.460000000000041,38,23.36,11.5,25.07,4.75000000000006,4265.66,522.22,231.44,84.82,1340.84,767.66,1317.79,1121.5,414.94,270.81,150.02,285.38,221.2,5427.57,359,125,365,2364.29,16.2700000000001,365,143.87127,43.78392
"Ranunculus paishanensis","range",16.62,5.81,0.114499999284744,270.76,15.04,22.62,9.48,25.28,24.26,15.42,18.91,3572.12,388.93,225.72,64.03,974.94,747.82,951.89,1101.64,394.07,295.77,210.36,199.76,156.3,4237.68,69.35,73.7,292.1,1846.62,8.44000000000003,195.1,30.99027,10.08692
"Ranunculus paishanensis","optimum",5.39,7.5,0.223,868,21.48,-15.42,34,17.04,-2.73,16.82,-9.4,1711.6,289.3,50.2,24.5,778,197.1,712,200.2,205.2,62.1,9.2,177.9,188,2522.8,310,89,178,931.5,13.6,222,137.947,36.495
"Ranunculus propinquus","mean",-0.75,6.4,0.194,962.9,16.43,-16.97,33.4,10.15,-7.57,11.91,-12.78,839.7,124.8,36.8,43.9,323.7,121.8,298.6,170.2,66.9,24.7,-31.9,98.8,166,1538.8,288,115,121,3763895.4,9.49,180,47.015,64.048
"Ranunculus propinquus","median",-0.249999999999943,5.8,0.189999997615814,881.8,15.7500000000001,-15.45,30.7,11.15,-6.54999999999995,11.55,-11.55,712.25,109.5,32.8,38.2,280,105.8,275.5,121,49.9,18.9,-29.5,86.5,165,1400.8,289,115,121,335.15,9.45000000000005,177,27.2328,68.3981
"Ranunculus propinquus","Q05",-9.24999999999994,3.8,0.133000004291534,579.05,10.85,-30.45,20.9,-0.149999999999977,-20.85,7.15000000000003,-26.35,383.95,65.9,5,22.8,177.475,19.4,174.325,22.225,8.12,-26.98,-84.88,64.82,113,726.85,267,83,56,165.325,5.55000000000001,118,10.535475,50.214825
"Ranunculus propinquus","Q95",6.75000000000006,11.2,0.265750008821487,1486.375,24.05,-6.04999999999995,49.9,17.55,6.25000000000006,17.65,-1.87499999999997,1714.025,226.625,83.375,90.1,608,275.175,506.35,481.675,182.38,93.4199999999999,9.87999999999997,185.56,215,2715.625,317.55,149,189.4,811.5,13.55,271,111.117,70.5264
"Ranunculus propinquus","range",16,7.4,0.132750004529953,907.325,13.2,24.4,29,17.7,27.1,10.5,24.475,1330.075,160.725,78.375,67.3,430.525,255.775,332.025,459.45,174.26,120.4,94.76,120.74,102,1988.775,50.5499999999997,66,133.4,646.175,8,153,100.581525,20.311575
"Ranunculus propinquus","optimum",0.09,5.8,0.19,859.9,15.81,-14.98,29.8,11.58,-6.24,11.62,-11.37,658.5,101.6,31.8,33.9,271.7,100.9,270.2,107.1,43.9,17.8,-27.3,74.3,162,1406.7,290,114,127,-29.1,9.58,179,24.314,69.049
"Ranunculus pulchellus","mean",-3.48,11.9,0.298,1034.3,15.64,-24.95,40.6,8.32,-13.34,9.74,-16.75,533.1,116.7,8.3,78.1,296.7,33,291.2,51.1,29.3,-24.7,-80.2,109.5,155,1313.8,280,127,104,29095258.7,8.51,155,90.586,39.482
"Ranunculus pulchellus","median",-4.34999999999997,12.2,0.301999998092651,973.7,14.2,-26.65,40.6,8.65000000000003,-13.3,8.80000000000004,-18.4,437.65,95.1,7.4,82.1,242.5,29.4,238.05,37.3,7.4,-30.75,-84.95,97.15,157,1014.2,277,127,101,303.15,8.05000000000001,149,88.10385,35.095
"Ranunculus pulchellus","Q05",-11.86,9.1,0.217000007629395,678.85,8.15000000000003,-32.66,29.745,-9.76999999999997,-23.205,1.89500000000003,-25.315,212.56,39.925,2.1,38.19,96.91,8.045,89.545,8.19,-16.865,-58.765,-113.33,58.57,73,220.88,248,61.6,34.4,51.36,3.75000000000006,77,75.4335,29.7205
"Ranunculus pulchellus","Q95",7.71500000000002,14.155,0.389199999570847,1419.84,26.145,-12.65,51.155,19.605,-3.09499999999996,19.76,-3.44999999999999,985.835,232.875,18.765,114.775,600.15,77.21,600.15,133.07,132.42,27.01,-31.315,164.14,221.4,3279.46,322.7,177.7,188.2,429496729.5,13.61,262.4,113.862175,52.2197
"Ranunculus pulchellus","range",19.575,5.055,0.172199991941452,740.99,17.995,20.01,21.41,29.375,20.11,17.865,21.865,773.275,192.95,16.665,76.585,503.24,69.165,510.605,124.88,149.285,85.775,82.015,105.57,148.4,3058.58,74.7,116.1,153.8,429496678.14,9.85999999999997,185.4,38.428675,22.4992
"Ranunculus pulchellus","optimum",-6.82,12.7,0.312,947.3,12.32,-28.18,40.8,6.4,-12.24,6.16,-19.72,380,73.4,3.6,94.2,178.5,14.1,175,17.8,3.2,-33.2,-96,99.3,127,584.2,268,161,70,-239.9,6.68,110,77.874,33.721
"Ranunculus pygmaeus","mean",-2.66,5.4,0.206,761.5,11.33,-15.68,27,1.58,-3.76,7.66,-11.65,1317.3,167,60.8,32.7,447.2,203.9,346.5,351.5,125.5,64.3,-13.5,139,208,872.2,279,130,69,86282240.7,6.01,150,-3.039,65.639
"Ranunculus pygmaeus","median",-1.74999999999994,5.3,0.200999999046326,725.4,11.7500000000001,-14.7499999999999,26.1,3.95000000000005,-2.04999999999995,8.05000000000001,-10.55,1138.4,148.4,53.6,29.6,398.6,181.2,348,274.95,99.8,48.9,-16.3,116.8,205,888.8,280,128,69,315.85,6.25000000000006,153,11.6413,65.75645
"Ranunculus pygmaeus","Q05",-10.385,3.3,0.127999997138977,454.695,4.65000000000003,-28.95,17.6,-11.85,-23.385,2.85000000000002,-25.15,419.735,53.8,15.4,21.5,147.73,55.2,108.7,70.495,32.86,1.4,-62.44,73.4,171,267.98,253,107,20,88.465,2.45000000000005,94,-136.941155,56.95305
"Ranunculus pygmaeus","Q95",1.75000000000006,7.5,0.272000002861023,1302.77,15.2500000000001,-7.64999999999998,42.3,9.75000000000006,4.55000000000001,10.65,-4.04999999999995,2650.42,330.11,125.535,57.9,880.045,409.8,562.175,828.47,298.84,169.2,44.3799999999999,267.14,256,1349.02,302,161,115,429496729.5,8.85000000000002,195,42.4252149999983,78.1158
"Ranunculus pygmaeus","range",12.135,4.2,0.144000005722046,848.075,10.6,21.3,24.7,21.6,27.935,7.80000000000001,21.1,2230.685,276.31,110.135,36.4,732.315,354.6,453.475,757.975,265.98,167.8,106.82,193.74,85,1081.04,49,54,95,429496641.035,6.39999999999998,101,179.366369999998,21.16275
"Ranunculus pygmaeus","optimum",-0.62,5.1,0.189,731.1,12.02,-15.82,26,7.21,2.02,8.48,-11.73,911.2,136.2,41,26.2,346.5,132.8,380.2,199,66.7,30,-20.1,94.8,198,870,284,123,67,-108.5,6.87,162,8.391,68.864
"Ranunculus sulphureus","mean",-7.86,4.9,0.158,978.9,8.85,-22.76,31.6,-0.98,-11.69,5.35,-19.35,672.8,97,27.5,41.4,255.4,94.6,219.5,147.4,61.8,20.6,-38.5,100.3,202,560,261,150,61,156795853.6,5.94,112,14.785,71.698
"Ranunculus sulphureus","median",-7.64999999999998,4.6,0.160000002384186,823.05,8.35000000000002,-20.95,27.5,1.35000000000002,-5.99999999999997,4.45000000000005,-17.25,605.05,80.85,22.7,31.1,217.05,82.8,165.85,141.9,50,15.8,-43.7,96.7,202,444.4,259,155,61,312.4,6.05000000000001,105,19.0167,73.16365
"Ranunculus sulphureus","Q05",-16.2499999999999,2.8,0.101999998092651,531.385,2.35000000000002,-35.55,17.1,-16.7499999999999,-31.655,0.850000000000023,-32.35,238.29,42.4,6.495,22,112.5,22.695,72.3,23.5,16.15,-7.15,-72.1,68.55,155,103.45,235,120,14,25.6,1.95000000000005,68.75,-145.00681,54.00875
"Ranunculus sulphureus","Q95",-0.749999999999943,9.3,0.209049991369247,1536.46,17.35,-11.35,49.4,11.055,2.15000000000003,11.65,-8.84499999999997,1238.115,206.63,57.615,88.905,551.31,193.625,506.725,309.315,130.95,61.55,9.35,139.25,244.7,1262.225,290,169,119,429496729.5,10.82,167,117.21975,80.038385
"Ranunculus sulphureus","range",15.5,6.5,0.107049993276596,1005.075,15,24.2,32.3,27.8049999999999,33.805,10.8,23.505,999.825,164.23,51.12,66.905,438.81,170.93,434.425,285.815,114.8,68.7,81.45,70.7,89.6999999999999,1158.775,55,49,105,429496703.9,8.86999999999998,98.25,262.22656,26.029635
"Ranunculus sulphureus","optimum",-7.74,5,0.159,776,4.63,-16.85,26.1,6.71,-4.03,2.77,-15.92,457.3,54.1,19.7,27.8,148,67.1,110.9,143.3,41.2,5,-51.9,88.5,199,244.5,254,162,67,42060.7,6.41,92,18.282,78.41
"Ranunculus victoriensis","mean",5.99,9.1,0.404,475.9,19.17,-3.42,22.6,0.16,10.08,12.16,-0.06,1485.3,180.7,78.2,27.7,518.6,251.8,274.6,517.6,135.1,35.9,-69.3,204.4,303,2226.3,164,234,228,741.9,8.61,308,147.249,-36.941
"Ranunculus victoriensis","median",5.50000000000003,9.1,0.402500009536743,479.65,18.7500000000001,-3.84999999999997,22.7,-0.549999999999955,9.45000000000005,11.7,-0.549999999999955,1582.6,194.25,82.3,28.75,554.8,261.8,287.5,554.8,146.45,43.5,-65.7,211.7,316.5,2047.65,163,235,205,696.3,8.55000000000001,296,147.2679,-36.9083
"Ranunculus victoriensis","Q05",4.70500000000005,9,0.399000000953674,448.87,17.95,-4.74999999999994,22.2,-1.39499999999998,8.35000000000002,10.905,-1.39499999999998,954.385,104.485,55.795,19.13,293.675,182.12,202.575,293.675,68.155,-8.735,-93.805,166.08,222,1814.15,154,218.25,170.55,595.495,7.90500000000003,274.55,147.13508,-37.122685
"Ranunculus victoriensis","Q95",9.49500000000003,9.4,0.410450000762939,488.32,22.495,-0.304999999999957,22.9,4.5,13.195,15.585,3.15000000000003,1728.5,215.77,88.89,31.89,616.68,291.5,312.915,616.68,165.145,57.29,-53.455,222.145,340,3452.75,178,246,365,1163.755,9.45000000000005,365,147.3681,-36.83704
"Ranunculus victoriensis","range",4.78999999999998,0.4,0.0114499998092651,39.45,4.54499999999998,4.44499999999999,0.699999999999999,5.89499999999998,4.84500000000002,4.68000000000001,4.54500000000001,774.115,111.285,33.095,12.76,323.005,109.38,110.34,323.005,96.99,66.025,40.35,56.065,118,1638.6,24,27.75,194.45,568.26,1.54500000000001,90.45,0.23302000000001,0.285645000000002
"Ranunculus victoriensis","optimum",5.24,9.1,0.402,480.3,18.51,-4.17,22.7,-0.83,9.1,11.44,-0.83,1622,199.5,84.7,29.4,573.7,266.6,294.8,573.4,151.7,47.4,-61.8,215.3,322,1974.2,159,239,196,643.8,8.51,290,147.277,-36.894
"Rhinanthus minor","mean",7.65,6.3,0.281,587,19.6,-3.11,22.7,9.71,5.23,15.35,0.34,1044.5,120.6,57.6,22.4,337.3,192.2,276.5,255.8,78.5,22.3,-40.2,118.7,120,3004.7,304,75,283,291022.8,10.26,315,2.296,53.877
"Rhinanthus minor","median",8.65000000000003,6.5,0.295000004768372,575.1,19.85,-1.74999999999994,22.4,9.15000000000003,5.95000000000005,15.65,1.15000000000003,920.25,106.6,52.2,21.5,295.55,176.2,249.2,223.05,66.4,14.2,-44,109.3,124,3203.95,325,75,328,782.85,10.2500000000001,365,6.45,52.6027
"Rhinanthus minor","Q05",1.15000000000003,3.1,0.173000001907349,359.295,14.85,-13.45,14.095,1.34500000000002,-4.84999999999997,11.15,-8.84999999999997,629.185,66.695,31.395,10.8,189.9,104.195,164.795,120.695,28.8,-16.9,-78.9,73.59,44,1476.565,22,37,121,400.09,8.25000000000006,192,-56.931435,45.5397
"Rhinanthus minor","Q95",10.65,9.2,0.35699999332428,868.405,23.95,3.35500000000004,30.905,17.85,14.95,18.65,5.85000000000002,1772.83,215.5,99.6,38.2,596.005,323.305,499.405,499.72,168.31,84.5099999999999,11.8,192.3,191,3910.005,357,113,365,1428.155,12.85,365,20.66904,65.07234
"Rhinanthus minor","range",9.5,6.1,0.183999991416931,509.11,9.10000000000002,16.805,16.81,16.505,19.8,7.5,14.7,1143.645,148.805,68.205,27.4,406.105,219.11,334.61,379.025,139.51,101.41,90.7,118.71,147,2433.44,335,76,244,1028.065,4.59999999999997,173,77.600475,19.53264
"Rhinanthus minor","optimum",9.91,6.7,0.31,429.6,20.29,1.15,18.7,7.59,6.23,15.75,4.52,868.3,90.4,43.6,12.9,257.9,164.9,234.1,158.6,51.3,1.5,-51.8,100.6,124,3650.3,339,72,365,-6.5,10.24,365,-2.06,51.635
"Rhizocarpon geographicum","mean",5.52,6.3,0.271,606.2,17.89,-5.6,23.5,8.21,3.57,13.55,-1.92,1305.1,160.7,64.1,28.2,443.9,212.5,322.4,337.3,114.4,44.7,-31.7,146.2,145,2449.5,302,92,236,8290609.9,9.4,282,2.39,52.025
"Rhizocarpon geographicum","median",6.55000000000001,6,0.264000010490417,641.1,17.7500000000001,-4.74999999999994,24.4,8.15000000000003,3.25000000000006,13.7500000000001,-1.24999999999994,1090.9,129.9,55.6,26.8,358.1,188.1,276.9,248.8,84,28.2,-36.8,117.8,142,2563.6,318,85,216,676.2,9.45000000000005,275,8.3383,56.7677
