"name","metric","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","cmi_max","cmi_mean","cmi_min","cmi_range","fgd","gdd0","gddlgd0","gdgfgd0","gsl","gsp","gst","ngd0","longitude","latitude"
"Cetrariella fastigiata","Q05",-15.55,2.8,0.10039999961853,610.44,4.13000000000003,-34.93,20.6,-8.54999999999995,-30.83,1.59000000000002,-31.15,242.82,44.24,7.4,24.64,117.6,24.2,101.4,24.38,11.9,-7.52,-61.44,63.24,155,154.48,233.4,103,31.6,63,3.15000000000003,71,-165.40856,57.72544
"Cetrariella fastigiata","Q95",2.01000000000002,7.26,0.243800005912781,1460.12,18.47,-9.46999999999997,47.16,12.65,2.09000000000004,12.91,-5.92999999999996,1759.04,222.7,92.06,81.1,595.84,293.78,467.38,488.5,185.18,97.06,17.9,172.06,225.1,1661.44,303.6,165,139.1,429496729.5,10.79,199,107.64166,78.77376
"Cetrariella fastigiata","range",17.56,4.46,0.14340000629425,849.68,14.34,25.46,26.56,21.2,32.92,11.32,25.22,1516.22,178.46,84.66,56.46,478.24,269.58,365.98,464.12,173.28,104.58,79.34,108.82,70.1,1506.96,70.2,62,107.5,429496666.5,7.63999999999999,128,273.05022,21.04832
"Cetrariella fastigiata","optimum",-0.23,5.1,0.18,815.1,14.36,-14.28,29.5,9.26,-3.51,9.7,-10.28,677.9,99.6,28.4,31.4,265.4,90.7,255.1,103.9,33.2,7.6,-43.8,73.9,171,1037.1,290,157,83,-169,8.59,177,23.12,68.967
"Chaerophyllum eriopodum","mean",8.89,9.3,0.42,450.5,21.36,-0.84,22.2,7.16,10.68,14.67,3.06,1106.1,129.2,59.6,23.1,364.2,194.9,243.7,330.9,79,3.7,-79.5,158.5,149,3244.6,166,232,317,943.9,9.31,353,148.166,-36.358
"Chaerophyllum eriopodum","median",8.75000000000006,9.4,0.419000005722046,469.3,21.45,-0.749999999999943,22.7,5.05000000000001,10.85,14.7500000000001,3.15000000000003,1014.8,116.7,56.7,21.9,328.6,186.3,230.5,281.9,65.4,-4.6,-82.8,155.3,96,3195.5,166,232,336,853.2,8.95000000000005,365,148.2906,-36.5452
"Chaerophyllum eriopodum","Q05",4.95000000000005,7.2,0.380999994277954,307.46,16.65,-4.64999999999998,16.2,-0.549999999999955,5.45000000000005,10.65,-1.14999999999998,686.94,73.53,40.13,13.2,204.33,131.5,159.52,155.4,17.33,-39.27,-116.97,78.36,4,1877.4,142,208.25,188,595.93,6.95000000000005,283,145.90245,-41.81063
"Chaerophyllum eriopodum","Q95",13.05,10.5,0.459999990463257,521.77,25.65,2.65000000000003,24.5,17.55,15.85,18.85,7.05000000000001,1759.02,219.45,87,35.4,625.86,285.94,369.85,622.15,169.24,65.1499999999999,-30.2900000000001,233.71,332,4744.45,187,256,365,1560.39,12.35,365,151.57063,-31.33284
"Chaerophyllum eriopodum","range",8.09999999999997,3.3,0.0789999961853027,214.31,9,7.30000000000001,8.3,18.1,10.4,8.19999999999999,8.19999999999999,1072.08,145.92,46.87,22.2,421.53,154.44,210.33,466.75,151.91,104.42,86.6799999999999,155.35,328,2867.05,45,47.75,177,964.46,5.39999999999998,82,5.66818000000001,10.47779
"Chaerophyllum eriopodum","optimum",8.48,9.1,0.404,487.9,22.98,0.02,22.6,1.48,12.02,15.63,4.8,806.9,86.5,49,14.9,238.3,157,213.1,194.8,37.1,-19.9,-88.9,123.2,21,3086.9,160,238,364,779.4,8.57,365,148.542,-36.949
"Chamaenerion angustifolium","mean",6.47,6.9,0.262,719.5,20.89,-6.27,27.2,10.74,2.85,15.81,-2.59,973.7,122.7,46,29.6,339.3,156.8,251.6,246.3,81.2,17.8,-53,134.2,127,2824.8,310,83,248,509278.1,10.95,286,-10.922,53.968
"Chamaenerion angustifolium","median",6.65000000000003,6.7,0.25699999332428,695.6,20.95,-5.94999999999999,26.8,11.2500000000001,2.95000000000005,15.95,-2.04999999999995,834,95.8,41.3,27,261.1,144.6,238.3,187.5,55.5,6.9,-51.6,106.1,126,2758,313,85,205,623.8,10.95,267,8.4204,53.7245
"Chamaenerion angustifolium","Q05",0.650000000000034,3.7,0.173000001907349,394.4,16.2500000000001,-17.95,15.9,0.250000000000057,-10.55,12.2500000000001,-13.05,491,66.4,14.6,12.1,185,55.2,119.8,70.2,18.2,-25.2,-115,75,48,1674.8,286,48,126,300.9,8.45000000000005,190,-123.0966,44.2647
"Chamaenerion angustifolium","Q95",10.55,10.9,0.358999991416931,1141.8,25.05,2.55000000000001,40.2,18.05,16.85,18.45,5.35000000000002,1994.9,279.4,91.6,64.5,774.9,303.6,436.5,678,244.005,100,2.20499999999993,323.6,191.55,3847.1,347,112,365,1668.2,13.7500000000001,365,50.2074,62.9717
"Chamaenerion angustifolium","range",9.89999999999998,7.2,0.185999989509583,747.4,8.79999999999995,20.5,24.3,17.8,27.4,6.19999999999999,18.4,1503.9,213,77,52.4,589.9,248.4,316.7,607.8,225.805,125.2,117.205,248.6,143.55,2172.3,61,64,239,1367.3,5.30000000000001,175,173.304,18.707
"Chamaenerion angustifolium","optimum",9.84,6.8,0.202,557.8,20.55,0.51,21.9,16.37,5.96,15.7,3.47,695.4,86.1,33.6,29.4,243.6,109.2,237.6,140.4,47.7,2.1,-50.1,100.7,124,2637.4,309,87,364,-49.9,10.11,365,9.026,52.633
"Chamorchis alpina","mean",0.11,7.4,0.267,716.9,14,-13.54,27.5,4.83,-2.96,9.56,-8.81,1608.8,193.1,85.9,26,528.4,288,471.3,367.6,132.2,75.9,10.3,121.9,195,1238.6,294,114,97,19801625.2,7.28,182,12.756,55.379
"Chamorchis alpina","median",-0.249999999999943,8.2,0.291000008583069,722.2,13.7500000000001,-13.85,28,7.05000000000001,-3.74999999999994,9.45000000000005,-9.24999999999994,1586.6,185.7,80.4,26.7,500.6,273.8,418.8,343.4,122.8,71,2.9,114.9,196,1163.7,292,117,93,415.1,7.25000000000006,176,12.1419,47.52
"Chamorchis alpina","Q05",-3.04999999999995,4.8,0.178999996185303,642.56,11.05,-17.75,24.2,-8.44999999999999,-10.69,6.45000000000005,-12.29,778.42,103.06,36.2,10.9,267.96,121.96,252.36,162.74,54.62,18.7,-45.24,66.56,146,714.8,276,79,38,184.52,3.95000000000005,142,6.71354,45.25088
"Chamorchis alpina","Q95",4.55000000000001,10,0.345000004768372,801.1,18.45,-8.74999999999994,30.4,12.2500000000001,7.35000000000002,13.35,-3.80999999999995,2660.64,324.88,155.04,38.14,897.52,505.7,821.5,636.14,240.32,157.24,91.92,208.8,244,2056.06,319.05,136,170,1360.92,10.55,244,23.10158,69.9467
"Chamorchis alpina","range",7.59999999999997,5.2,0.166000008583069,158.54,7.40000000000003,9.00000000000003,6.2,20.7,18.04,6.89999999999998,8.48000000000001,1882.22,221.82,118.84,27.24,629.56,383.74,569.14,473.4,185.7,138.54,137.16,142.24,98,1341.26,43.0499999999997,57,132,1176.4,6.59999999999997,102,16.38804,24.69582
"Chamorchis alpina","optimum",-0.51,5.1,0.316,726.2,13.43,-14.26,28.4,9.02,-6.71,9.79,-9.54,1662.9,191,51.6,25.9,478.9,247.6,316.2,292.5,103,70.8,-27.4,88.9,199,1122.2,289,118,91,-135.3,7.33,172,7.113,46.45
"Cherleria arctica","mean",-6.72,7,0.174,1231.3,14.88,-25.75,40.6,7.7,-15.65,9.54,-21.55,931.7,156.9,32.9,56.7,406.2,114.9,383.2,145.9,87.5,32.7,-27.2,114.7,181,1079.3,270,134,89,10775206.9,8.24,140,1.593,61.458
"Cherleria arctica","median",-7.14999999999998,6.7,0.16599999666214,1249,14.85,-26.55,41.6,8.25000000000006,-15.65,9.25000000000006,-22.25,684.8,131.9,22.4,55.1,334.2,77.7,320.6,98.2,55.5,15.5,-38.3,94.7,180,961.2,266,136,85,307.4,8.25000000000006,132,84.033,64.8638
"Cherleria arctica","Q05",-13.95,4.3,0.113999998569489,851.17,8.82000000000003,-35.68,30.27,-0.709999999999973,-29.95,4.55000000000001,-32.38,329.27,53.71,7.2,22.77,140,24.6,132.49,26.57,17.6,-9.6,-66.53,67.84,137.45,435.39,251,104,36,76.8,4.15000000000003,94,-163.685,36.50927
"Cherleria arctica","Q95",2.08000000000001,10.63,0.257999992370606,1594.83,21.2500000000001,-13.62,50.33,15.05,-0.449999999999989,15.55,-8.81999999999996,2387.83,369.99,96.3499999999999,95.19,963.88,327.59,926.46,445.629999999999,267.99,135.24,40.89,226.34,226,2074.69,308,162,149,1305.82,12.2500000000001,204,160.24916,72.73792
"Cherleria arctica","range",16.03,6.33,0.143999993801117,743.66,12.43,22.06,20.06,15.76,29.5,11,23.56,2058.56,316.28,89.1499999999999,72.42,823.88,302.99,793.97,419.059999999999,250.39,144.84,107.42,158.5,88.55,1639.3,57,58,113,1229.02,8.10000000000002,110,323.93416,36.22865
"Cherleria arctica","optimum",-6.76,6,0.164,1260.6,15.1,-27.34,42.7,8.9,-19.86,9.25,-22.87,568.3,118.3,15.3,41.8,303.4,57,301.9,64.8,36.9,8.3,-43.7,84.6,172,911.6,262,144,86,-122,8.19,117,-148.213,67.823
"Cherleria biflora","mean",-2.08,5.9,0.217,771.2,12.26,-15.53,27.8,2.63,-3.85,8.34,-11.29,1238,159.3,56.8,33.6,427.4,190.5,342.3,317.8,114.5,55.6,-19.1,133.5,200,971.1,281,126,80,72549874.7,6.75,156,4.041,64.088
"Cherleria biflora","median",-1.24999999999994,5.4,0.21800000667572,733.5,12.35,-14.65,26.5,5.15000000000003,-2.94999999999999,8.55000000000001,-10.15,1073.1,142.2,50.1,29.9,380.8,169.3,336.3,251.6,91.8,42,-21,115.5,198,971.4,283,124,79,338.7,6.95000000000005,159,11.703,64.9204
"Cherleria biflora","Q05",-8.84999999999997,3.6,0.147000002861023,472.5,4.55000000000001,-29.05,18.7,-12.55,-21.05,2.85000000000002,-24.85,465.2,62,15,20.6,170.7,54.6,121.5,69.5,32.6,-0.7,-69.2,73.5,156,265.78,254,103,24,111.4,2.85000000000002,97,-122.2654,49.7454
"Cherleria biflora","Q95",1.95000000000005,10.1,0.288000011444092,1324.8,17.85,-8.24999999999994,44.4,11.65,4.45000000000005,12.15,-4.04999999999995,2513.8,313.5,117.6,63.8,833.1,382.4,559,775.8,278.1,156.1,37.2,252.1,249,1536.34,301,159,132,429496729.5,10.2500000000001,198,91.0019,78.1997
"Cherleria biflora","range",10.8,6.5,0.141000008583069,852.3,13.3,20.8,25.7,24.2,25.5,9.30000000000001,20.8,2048.6,251.5,102.6,43.2,662.4,327.8,437.5,706.3,245.5,156.8,106.4,178.6,93,1270.56,47,56,108,429496618.1,7.40000000000003,101,213.2673,28.4543
"Cherleria biflora","optimum",-0.18,5.2,0.187,738.3,12.12,-15.46,26.1,8.26,1.99,9.37,-9.08,849.5,126.7,40.4,26.3,324.5,128,292.1,176.9,58.6,25.6,-25.5,90.9,190,881.3,287,122,70,-88.3,7.28,163,9.081,62.242
"Cherleria circassica","mean",0.87,8.5,0.285,773.2,15.69,-13.95,29.6,6.32,-6.72,10.78,-9,1866,228,97.6,29.1,621.9,326.1,566.1,355.1,144.5,83.5,34.6,110,182,1503.2,300,109,116,28461165.1,8.37,193,42.763,43.015
"Cherleria circassica","median",0.650000000000034,8.5,0.283999991416931,769.2,15.2500000000001,-13.8,29.45,8.00000000000003,-8.14999999999998,10.35,-9.04999999999995,1841.65,227.9,87.3,23.55,624.7,299.2,590,302.65,136.75,81.5,42.05,89.35,186.5,1361.8,298,109,111,572.45,8.55000000000001,190.5,42.47635,43.2925
"Cherleria circassica","Q05",-3.52499999999996,7.3,0.253249996900558,726.675,11.675,-18.45,27.525,-6.24999999999997,-13.15,6.67500000000004,-13.475,825.4,118.675,26.725,12.925,326.175,86.75,285.65,87.95,23.8,-3.925,-46.925,47.825,112,718.3,277.2,75.2,37,204.45,4.02000000000002,140,40.376075,41.262975
"Cherleria circassica","Q95",6.25000000000006,9.5,0.320000004768372,835,20.9,-8.79999999999995,32.3,14.525,11,15.925,-3.74999999999994,3017.075,344.1,190.725,56.175,945.35,622.2,821.875,832.5,295.875,177.6,98.575,224.475,244.7,2645.625,328,138.8,212,429496729.5,12.08,254.75,47.637225,43.7756
"Cherleria circassica","range",9.77500000000002,2.2,0.0667500078678131,108.325,9.22500000000001,9.65000000000001,4.77500000000001,20.775,24.15,9.25,9.72500000000001,2191.675,225.425,164,43.25,619.175,535.45,536.225,744.55,272.075,181.525,145.5,176.65,132.7,1927.325,50.8,63.6,175,429496525.05,8.06,114.75,7.26114999999999,2.512625
"Cherleria circassica","optimum",0.54,8.7,0.284,770.4,14.73,-13.39,28.1,9.01,-9.75,10.03,-8.82,1917.2,237.5,74,18.6,637.5,221.7,633.5,213.5,82.4,35.1,60.6,75.8,193,1239.5,299,108,104,-203.4,8.76,192,41.656,43.469
"Cherleria obtusiloba","mean",-2.02,11.2,0.309,894.1,18.16,-18.31,36.5,4.59,-6.57,9.96,-12.79,981,139.4,43.7,38.2,367.3,150,279.8,219.1,67.8,9.8,-74.8,142.6,191,1178.2,282,127,88,24550617.9,8.1,157,-113.687,45.539
"Cherleria obtusiloba","median",-2.14999999999998,11.8,0.325,858.65,18.15,-18.45,36.5,7.05000000000001,-10.7499999999999,9.55000000000001,-12.55,924.3,124.8,43.05,33.15,327.3,141.75,283.35,163.25,48.8,5.45,-72.55,116.05,194,1073.5,281,131,83,240.9,8.05000000000001,152,-109.48665,40.91585
"Cherleria obtusiloba","Q05",-7.29499999999995,6.7,0.163549998998642,663.47,14.05,-26.595,29.7,-10.7499999999999,-15.595,6.75000000000006,-22.35,382.025,61.165,10.7,17.4,161.365,42.31,128.455,58.12,6.4,-37.5,-131.69,82.555,134.85,703.005,264,97,40,105.185,4.65000000000003,124,-145.8035,37.28352
"Cherleria obtusiloba","Q95",2.99500000000001,13.8,0.370000004768372,1312.965,22.695,-10.45,42.745,12.35,10.395,14.55,-5.74999999999994,1667.67,247.835,78.345,68.945,698.445,275.71,440.945,665.929999999999,214.745,71.0749999999997,-29.055,323.925,235,2028.05,304,145,151,429496729.5,11.45,211,-105.441825,65.71223
"Cherleria obtusiloba","range",10.29,7.1,0.20645000576973,649.494999999999,8.64500000000001,16.145,13.045,23.1,25.99,7.79999999999995,16.6,1285.645,186.67,67.645,51.545,537.08,233.4,312.49,607.809999999999,208.345,108.575,102.635,241.37,100.15,1325.045,40,48,111,429496624.315,6.80000000000001,87,40.361675,28.42871
"Cherleria obtusiloba","optimum",-2.47,12.7,0.325,854.5,18.61,-19.11,36.3,7.86,-12.57,9.35,-12.59,860.7,121,44.1,27.1,315.9,133.9,295.5,125.1,26.7,5.2,-75.7,98.8,201,1014.8,280,134,76,-59.4,7.92,148,-106.119,39.34
"Chiloscyphus pallescens","mean",7.78,6.5,0.292,581.7,19.88,-2.99,22.9,9.43,5.85,15.4,0.55,1167.3,138,62.5,24.3,387.4,205.8,284.2,301.2,94.7,30.2,-40.9,135.6,123,3051,311,77,287,1336346.7,10.36,316,-7.775,52.241
"Chiloscyphus pallescens","median",8.35000000000002,6.6,0.309999990463257,561.3,19.85,-1.49999999999997,22.4,8.35000000000002,6.35000000000002,15.55,1.75000000000006,1030.1,117.9,56.6,24.1,327.9,189.95,260.1,244.35,73.3,19.35,-43.4,122.85,123,3102.5,327,74,365,803.75,10.35,365,0.6955,51.90295
"Chiloscyphus pallescens","Q05",1.85000000000002,3.3,0.182000005245209,335.7,14.55,-13.625,13,1.65000000000003,-5.54999999999995,11.2500000000001,-8.54999999999995,619.225,66.725,29.6,11.2,186.9,99.4,154.3,118.15,28,-17.8,-89.075,70.3,44,1600.925,91.25,42,130,406.45,7.55000000000001,199,-107.66575,42.3755
"Chiloscyphus pallescens","Q95",11.15,9.6,0.359999990463257,949.075,25.95,3.75000000000006,35.3,17.85,16.05,19.7500000000001,6.05000000000001,2139.025,265.2,112.65,41.525,747.475,365.625,511,635.625,219.45,112.525,21.875,241.05,195,4087.775,356,112,365,1962.075,13.95,365,22.64705,62.585125
"Chiloscyphus pallescens","range",9.30000000000001,6.3,0.177999985218048,613.375,11.4,17.375,22.3,16.2,21.6,8.5,14.6,1519.8,198.475,83.05,30.325,560.575,266.225,356.7,517.475,191.45,130.325,110.95,170.75,151,2486.85,264.75,70,235,1555.625,6.40000000000003,166,130.3128,20.209625
"Chiloscyphus pallescens","optimum",10.17,6.7,0.346,415.4,20.48,1.18,17.7,7.61,6.35,15.91,4.52,755.6,87.8,43.8,26.3,249.3,138.7,237.2,154.6,51.2,-0.1,-41.1,102.9,122,3749.6,335,71,365,-194.1,10.4,365,-3.215,51.623
"Chionophila jamesii","mean",-2.78,12.7,0.343,859.6,17.72,-19.18,36.9,6.15,-9.86,8.9,-13.04,1070.1,137.1,54.1,30,365,185.3,336.5,197.4,50.8,10.9,-66.1,116.9,206,985.5,279,136,70,3463931.5,7.06,144,-106.314,39.242
"Chionophila jamesii","median",-2.94999999999999,12.65,0.345000004768372,860.5,17.65,-19.15,36.95,7.45000000000005,-12.8,8.85000000000002,-13.05,1032.3,132.05,54.55,28.45,351.85,177.95,336.45,179.95,51.3,10.5,-67.6,105.1,204,957.7,278,137,71,244,7.25000000000006,142,-106.09415,39.40825
"Chionophila jamesii","Q05",-5.04999999999995,11.4,0.313149995803833,778.81,15.2500000000001,-22.45,33.435,-5.54499999999997,-15.65,6.38500000000003,-15.65,755.06,90.305,28.27,16.635,248.575,89.56,243.53,89.56,11.695,-21.62,-103.26,86.07,171.25,652.685,269.35,122,37,132.81,4.25000000000006,124.35,-107.800025,37.30708
"Chionophila jamesii","Q95",-0.184999999999968,14,0.368650006055832,946.73,20.65,-16.05,39.6,10.45,2.81500000000003,11.68,-10.05,1449.175,194.625,73.865,51.11,510.865,279,449.095,323.645,84.175,41,-33.6,176.56,230.75,1393.01,289,146.65,114,401.03,9.75000000000006,168,-105.310595,41.354875
"Chionophila jamesii","range",4.86499999999999,2.6,0.0555000102519989,167.92,5.39999999999998,6.40000000000001,6.165,15.995,18.465,5.29500000000001,5.60000000000002,694.115,104.32,45.595,34.475,262.29,189.44,205.565,234.085,72.48,62.62,69.66,90.49,59.5,740.325,19.65,24.65,77,268.22,5.5,43.65,2.48943,4.047795
"Chionophila jamesii","optimum",-3.15,12.1,0.348,864,18.1,-19.11,37.1,7.18,-13.24,9.15,-12.92,969.5,128,52.9,28.4,345.1,164.8,339,163,35.1,9.7,-73.7,98.2,201,918.1,277,139,75,-10.8,7.72,139,-105.743,39.801
"Chrysosplenium tetrandrum","mean",-3.38,6.2,0.182,1015.7,14.77,-19.55,34.3,7.65,-9.67,10,-15.77,696.4,105.8,30.1,44.4,276.5,100.1,251.1,133.2,54.9,17.2,-39.5,94.3,171,1190.3,279,125,108,34763073.2,8.88,156,-43.69,66.203
"Chrysosplenium tetrandrum","median",-1.24999999999994,6.1,0.187000000476837,933.9,15.7500000000001,-16.15,32.3,10.05,-6.84999999999997,11.05,-12.45,658.6,101.3,28.9,40.7,263.1,96.6,257.4,117.1,47.6,15,-37,81.9,166,1315.8,286,118,117,331.8,9.45000000000005,168.5,13.437,67.7432
"Chrysosplenium tetrandrum","Q05",-11.55,3.3,0.117999994754791,605.5,4.55000000000001,-33.33,19.52,-11.7299999999999,-28.05,2.75000000000006,-29.13,302.9,50.32,9,24.34,135.82,32.12,108.24,36.34,16,-13.44,-76.7,64.54,134,267.46,253,96,51,99.5,4.25000000000006,96.15,-156.50224,54.41452
"Chrysosplenium tetrandrum","Q95",2.43000000000004,9.68,0.275799999237061,1521.04,21.33,-11.35,49.1,14.43,1.53000000000001,14.85,-6.98999999999999,1157.52,172.78,54.3,76.96,454.18,180.04,393.2,257.7,112.2,48.4,-9.94000000000001,148.88,214,1961.65,301,160,154,429496729.5,11.95,207,66.0184,78.4014
"Chrysosplenium tetrandrum","range",13.98,6.38,0.157800004482269,915.54,16.78,21.98,29.58,26.16,29.58,12.1,22.14,854.619999999999,122.46,45.3,52.62,318.36,147.92,284.96,221.36,96.1999999999999,61.84,66.76,84.34,80,1694.19,48,64,103,429496630,7.69999999999999,110.85,222.52064,23.98688
"Chrysosplenium tetrandrum","optimum",-0.23,6.1,0.191,904.1,16.6,-14.95,31.6,11.89,-6.59,12,-11.49,688,102.5,34.2,35.4,265.6,105.5,266.4,120.1,50.7,19.5,-28.2,75.5,161,1454,288,113,124,-55.9,9.81,176,23.648,68.343
"Cinclidium latifolium","mean",-10.04,5.5,0.137,1262.3,11.81,-28.33,40.1,3.8,-19.3,6.7,-24.91,412.6,69.9,15.2,57.6,181.4,52.2,164.7,68.6,30.2,1.5,-53,83.2,187,672.7,262,149,73,43451167.2,6.63,114,-60.874,70.59
"Cinclidium latifolium","median",-10.65,5.7,0.139999997615814,1339.8,13.05,-29.55,43.3,5.65000000000003,-20.65,7.25000000000006,-26.05,373.9,60,12.4,57.9,157.6,42.3,136.2,49,27.4,-0.9,-54.2,78.45,184,691.1,262,148,80,132.1,6.95000000000005,114,-94.2,70.3088
"Cinclidium latifolium","Q05",-15.95,3.4,0.102399997711182,706.08,4.01000000000001,-36.81,22.28,-12.67,-32.55,2.13000000000003,-33.31,202.94,40.88,5.88,25.88,107.68,19.78,87.56,20.86,6.955,-13.19,-70.245,60.475,162,188.34,239.8,127.8,21,35.44,2.45000000000005,79.8,-157.75666,58.7667
"Cinclidium latifolium","Q95",-4.92999999999999,7.62,0.175,1624.56,17.51,-16.07,50.54,10.41,-3.42999999999999,11.77,-13.13,747.62,117.36,34.4,86.64,298.14,115.4,289.52,199.08,66.945,25.68,-28.42,117.175,223.5,1207.2,287,165,105,429496729.5,10.4,150.6,131.7126,78.96028
"Cinclidium latifolium","range",11.02,4.22,0.0726000022888184,918.48,13.5,20.74,28.26,23.08,29.12,9.64000000000002,20.18,544.68,76.48,28.52,60.76,190.46,95.62,201.96,178.22,59.99,38.87,41.825,56.7,61.5,1018.86,47.2,37.2,84,429496694.06,7.94999999999999,70.8,289.46926,20.19358
"Cinclidium latifolium","optimum",-10.68,6.2,0.141,1359.2,14.41,-29.46,44.7,5.76,-14.93,8.03,-26.05,243.2,49.1,7.8,76.4,124,26.1,116.1,31.3,11.4,-9.5,-63.5,77.3,174,730.3,262,146,88,-87.6,7.55,116,-144.022,70.259
"Cinclidium subrotundum","mean",-1.41,5.9,0.187,937.1,15.57,-16.4,32,9.61,-7.32,11.11,-12.84,802.7,117.1,37.2,39.9,304.8,123,287.7,157.9,61.2,25.4,-28.7,89.9,168,1374.2,286,117,119,11161923.9,9.18,174,-4.363,66.453
"Cinclidium subrotundum","median",0.150000000000034,6.1,0.191999995708466,918.1,16.45,-14.7499999999999,31.8,11.85,-6.04999999999995,11.95,-11.15,749.9,112,36,35.8,290.2,116.65,287.95,133.7,52.8,22,-25.9,80.1,162,1497.7,290,110,126,376.9,9.75000000000006,181,20.7969,67.07675
"Cinclidium subrotundum","Q05",-10.85,3.9,0.123000001907349,544.765,8.75000000000006,-30.45,19.905,-1.94499999999999,-24.34,4.75000000000006,-27.035,315.035,53.015,9.5,23.605,140.45,34.135,127.605,37.245,21.41,-7.37,-64.385,65.015,146,471.18,255,95.75,61.8,124.625,5.25000000000006,104.05,-156.998335,59.068365
"Cinclidium subrotundum","Q95",3.15000000000003,7,0.239000010490417,1443.61,19.345,-7.85499999999997,45.885,13.95,3.64500000000003,14.15,-4.04999999999995,1521.445,190.36,74.07,79.695,521,248.17,417.625,358.265,140.69,73.88,1.5299999999999,148.595,208.9,1916.865,309,155.25,159,739.42,11.15,216,67.758065,71.05646
"Cinclidium subrotundum","range",14,3.1,0.116000008583069,898.844999999999,10.595,22.595,25.98,15.895,27.985,9.39999999999998,22.985,1206.41,137.345,64.57,56.09,380.55,214.035,290.02,321.02,119.28,81.25,65.9149999999999,83.58,62.8999999999999,1445.685,54,59.5,97.2,614.795,5.89999999999998,111.95,224.7564,11.988095
"Cinclidium subrotundum","optimum",0.24,6.2,0.199,930.2,17.49,-14.78,32.3,12.66,-6.17,12.75,-11.32,730,104.3,37.7,34,275.8,115.8,277,129.9,51.3,21.5,-23.6,75.6,159,1563.3,290,109,128,-31.9,10.28,182,21.591,67.503
"Cinna latifolia","mean",4.04,7.8,0.231,917.7,21.53,-12.7,34.2,11.93,-2.26,15.8,-7.8,1038.9,137.5,45.6,34.8,379,152.9,302,232.3,90.2,25.8,-44.8,135,141,2382.5,313,89,172,1237026.8,11.96,230,-29.497,52.644
"Cinna latifolia","median",4.15000000000003,7.4,0.223000001907349,875.8,21.05,-11.55,33.4,14.45,-2.64999999999998,15.55,-7.24999999999994,891.8,112.8,38.4,30.7,312,128.1,281.6,161.1,67,18.4,-40.5,102.3,138,2275.85,313,90,171,513.7,11.85,226,-60.6047,51.502
"Cinna latifolia","Q05",-0.549999999999955,4.8,0.154999995231628,653.7,17.35,-22.85,26.2,-2.44999999999999,-14.85,12.2500000000001,-16.95,538.5,79.1,12.9,13.5,216,49,115.6,59.5,18.4,-22.5,-134.3,76.9,108,1596.57,291,60,113,275.3,9.45000000000005,183,-122.5,39.7915
"Cinna latifolia","Q95",8.75000000000006,11.8,0.351999998092651,1240.8,26.55,-5.04999999999995,44.2,18.65,16.2500000000001,19.65,-0.549999999999955,2019.7,314.1,96.5,70.8,870.1,313.2,500.8,691.9,263.5,94.4,8.4,352.6,188,3384.23,339,112,228.55,1123.6,14.35,299,109.9499,62.7504
"Cinna latifolia","range",9.30000000000001,7,0.197000002861023,587.1,9.19999999999999,17.8,18,21.1,31.1,7.39999999999998,16.4,1481.2,235,83.6,57.3,654.1,264.2,385.2,632.4,245.1,116.9,142.7,275.7,80,1787.66,48,52,115.55,848.3,4.89999999999998,116,232.4499,22.9589
"Cinna latifolia","optimum",4.24,7,0.224,832.8,20.02,-10.36,30.3,15.11,-1.81,15.2,-6.37,730.5,94.7,35.9,30.2,265.8,116.9,262.5,146.4,54.6,15.2,-44,95.3,139,2196.1,310,90,172,4.9,11.52,226,16.658,61.376
"Cirsium helenioides","mean",3.77,6.7,0.235,779.4,18.98,-9.79,28.8,11.97,-2.03,14.01,-5.99,988.2,126.2,46.5,31.4,346.8,155.4,321.7,205.8,77.7,29.1,-29.5,107.2,141,2106.9,315,88,173,2996228.1,10.59,232,25.498,58.185
"Cirsium helenioides","median",4.65000000000003,6.5,0.235999989509583,723,19.7500000000001,-8.04999999999995,27.1,14.2500000000001,-0.149999999999977,14.65,-4.49999999999997,821.1,101.3,40.2,27.9,281.65,131.2,278.05,160.1,57.8,17.6,-36.5,95,134,2237.65,317,85,178,491.15,10.95,234.5,14.9755,58.80635
"Cirsium helenioides","Q05",-2.34999999999997,5,0.169000005722046,614.785,13.95,-21.95,23.585,-1.34999999999997,-14.2649999999999,9.65000000000003,-17.25,615.295,79.3,18.1,19.9,217.185,75.485,215.47,88.885,32.8,-4.515,-58.1,75.5,112,1154.525,281,65,86,337.61,7.45000000000005,165,7.56082,46.78893
"Cirsium helenioides","Q95",6.85000000000002,9.8,0.301999998092651,1242.015,21.95,-4.34999999999997,42.9,16.15,6.25000000000006,16.2500000000001,-1.14999999999998,2055.555,264,98.8299999999999,68.815,717.729999999999,331.615,598.745,534.03,203.7,114.115,27.215,196.9,199,2630.56,341,120,222,917.074999999999,12.65,279,104.41342,64.668335
"Cirsium helenioides","range",9.19999999999999,4.8,0.132999992370605,627.23,8,17.6,19.315,17.5,20.515,6.60000000000002,16.1,1440.26,184.7,80.7299999999999,48.915,500.544999999999,256.13,383.275,445.145,170.9,118.63,85.315,121.4,87,1476.035,60,55,136,579.464999999999,5.19999999999999,114,96.8526,17.879405
