"name","Axis1","Axis2","Axis3","Axis4"
"Abietinella abietina",0.283144561793927,-0.22375951261765,0.0547049058170686,0.191581182788563
"Acaena novae-zelandiae",-4.77834125385079,-2.6121568970178,0.928784230955402,-1.67670207075367
"Achillea atrata",-3.44410812895823,1.92019403790756,-0.954297365130211,0.410740061482418
"Achillea millefolium",-1.35671183998331,-2.4921993790036,1.52333890029994,-0.576905716310683
"Aconitum delphinifolium",1.61409350057567,1.25360356075561,-0.203876750992631,-0.139502446400759
"Aconitum septentrionale",-0.530420761508318,-0.927078437282316,0.339488019447367,0.575015281726058
"Adoxa moschatellina",1.28420470611689,-1.46249742829067,-1.23869408683911,0.0927825134926302
"Agrostis canina",-1.0974367452564,-1.53890440519014,0.398734945235925,0.675817720260088
"Agrostis capillaris",-1.18435397004449,-1.28449395849169,0.33561732396029,0.82899727880689
"Agrostis humilis",-0.417766815122987,-0.660834400248679,-0.228494878768769,-2.80531486804083
"Agrostis mertensii",0.00914628683094666,-0.36556225515564,0.639998599325336,0.795949561821128
"Agrostis rupestris",-2.71869026902498,0.97307982054644,0.255485897040091,-0.70195710339894
"Agrostis stolonifera",-0.773513535079097,-0.598654202305166,-0.349077506566108,0.365235385645038
"Agrostis vinealis",-3.62411541709725,-0.348479411254491,-0.0832870586653476,0.430341103103901
"Alchemilla alpina",-3.46896644580638,0.231072742130911,0.528172715587677,0.191587729103402
"Alchemilla vulgaris",-1.76035589282376,-0.509115855280851,0.277214826303895,0.396494650842397
"Allium geyeri",1.04109877727223,-2.14652817414595,-0.164136605924442,-2.37822775030368
"Alopecurus alpinus",-2.11478972146905,1.02997554836208,0.817918399756794,-1.46952371434991
"Alopecurus magellanicus",2.84431524149256,2.68082646516738,1.11183399824193,-0.441718602312062
"Alopecurus pratensis",0.0811950454489865,-1.36219196457923,0.333204501804398,0.77772609851383
"Anastrophyllum minutum",-0.621693573109126,0.532751658001909,-0.109284317398431,0.0818159202572858
"Andromeda polifolia",-0.895149920745509,-0.659401856924373,0.162676407302826,0.711425433663147
"Androsace chamaejasme",-0.382764040023286,1.25633531869476,-0.530830073367744,-0.129509296132007
"Androsace obtusifolia",-2.02654922059648,1.78845943084953,0.152778319829373,-0.439147053721843
"Androsace ochotensis",3.75028603172501,2.9507693441734,0.153471081053265,-0.157651828314606
"Androsace septentrionalis",2.14430508362191,-1.16047759401079,-0.357498326858176,-1.46922359009828
"Anemone narcissiflora",-1.91487360296655,0.935036834701753,-0.389810860710506,-0.0806313452189881
"Anemone parviflora",1.80213448884174,0.648760656165224,-0.180688504665339,-0.492840567907615
"Anemone richardsonii",1.81023746832897,1.27111772565652,-0.371542121165565,0.0163325360722321
"Aneura pinguis",-1.94995329971741,-0.321649592709718,0.210174565668007,0.476765306488339
"Angelica saxatilis",3.60786969497136,1.65787665875045,-3.75383926624042,0.240446496378746
"Antennaria alpina",-0.980353036309914,1.26779942378749,1.11309686854714,0.0694388334928106
"Antennaria canescens",0.94049028237116,1.78033924525284,1.92660340911536,0.26031479017617
"Antennaria dioica",-0.673688587866714,-0.305915194661037,0.252874575622876,0.441606397938486
"Antennaria friesiana",3.47414348857619,2.58477853048467,-0.00818228369789623,-0.154523187206804
"Antennaria lanata",-0.152956034619408,1.55203362245171,1.12642734370727,-0.902369113986553
"Antennaria media",-0.24760678934345,-0.5662712816876,-0.0949436384134454,-3.36734502826204
"Antennaria monocephala",1.34065277426675,2.17653246050143,0.238195400640751,-0.272664926103836
"Antennaria rosea",0.895214870658174,-1.85260891159551,-0.18802603505285,-2.16153953188429
"Anthelia julacea",-5.77423966986459,0.430567169097783,-0.113653292204186,0.315802777939239
"Anthelia juratzkana",-2.5867883397051,1.09477009922848,0.292797530177697,0.202477299679462
"Anthemis cretica",-2.23738305981298,-0.0129614920547586,0.727140536216153,-1.11870331733512
"Anthoxanthum odoratum",-3.52395584325609,-0.895851787236615,0.417958723172778,0.605823627429881
"Anthoxanthum odoratum subsp. nipponicum",-3.26995797625238,0.917858309893422,0.368286126629804,-1.22967634923745
"Anthyllis vulneraria",-2.82889639274026,0.503275096896292,-0.354920988071006,0.184699886099753
"Aquilegia flabellata",2.35676740518962,1.01813462779578,-4.32992948347509,0.446948637106614
"Arabidopsis lyrata subsp. petraea",2.97669430155424,2.29898506771246,-0.371001751090626,0.365729249130643
"Arabis alpina",-2.36529843770883,1.32666637767557,0.304852204442435,-0.0461770929968815
"Arabis caerulea",-2.84120143886156,2.21662606370002,-0.0546906326466991,-0.300687859172295
"Arabis soyeri subsp. subcoriacea",-2.9660829133127,1.59147802755863,-0.371566882502843,-0.0774994136649835
"Arctagrostis latifolia",3.73320785558447,2.29478107036631,-0.265879026271548,0.0105807550331436
"Arctophila fulva",3.47498783627901,1.59806362263599,-0.0123807640298025,0.154942190670686
"Arctostaphylos uva-ursi",0.446263046910547,-1.58438610137704,0.0846010533116187,-0.730892047129129
"Arctous alpina",-1.34031418737957,0.500677368262089,0.518891647052852,0.496440771344519
"Arctous rubra",3.09785738734601,0.418379321534656,-0.602368943870151,-0.143483692202061
"Arenaria biflora",-2.76362220031478,2.0597085893357,-0.0505639786688229,-0.416948880425614
"Arenaria norvegica",-2.42439086761268,-0.0768250025746768,2.05265284874148,0.063965063739138
"Arenaria pseudofrigida",0.841591187114193,0.931910332354359,2.40703552888827,0.480152575706509
"Argyrotegium fordianum",-4.14661554101402,-2.69171431055383,0.787482532931973,-2.25782874099865
"Armeria maritima",-3.77608398446536,-0.249092135526815,1.98227976735765,0.579301709671366
