"GBIF_name" "SCIENTIFIC_NAME" "AUTHOR" "STATUS" "FAMILY" "ACCEPTED_SPECIES" "ACCEPTED_AUTHOR" "n_sci" "one_is_acc" "all_unresolved" "just_one_syn" "one_is_un" "non_vasc_typo" "SPECIES_NAME" "ITEX_name" "n_occ"
"Arnica angustifolia" "Arnica angustifolia" "A.Gray" "Synonym" "Compositae" "Arnica parryi" "A.Gray" 3 TRUE FALSE FALSE FALSE FALSE "Arnica angustifolia" "Arnica angustifolia" 4132
"Arnica griscomii" "Arnica griscomii" "Fernald" "Accepted" "Compositae" "Arnica griscomii" "Fernald" 1 TRUE FALSE FALSE FALSE FALSE "Arnica griscomii" "Arnica griscomii" 1167
"Arnica griscomii subsp. frigida" "Arnica frigida" "C.A.Mey. ex Iljin" "Synonym" "Compositae" "Arnica griscomii subsp. frigida" "(C.A.Mey. ex Iljin) S.J.Wolf" 1 FALSE FALSE TRUE FALSE FALSE "Arnica griscomii subsp. frigida" "Arnica griscomii subsp. frigida" 1001
"Arnica lessingii" "Arnica lessingii" "(Torr. & A.Gray) Greene" "Accepted" "Compositae" "Arnica lessingii" "(Torr. & A.Gray) Greene" 1 TRUE FALSE FALSE FALSE FALSE "Arnica lessingii" "Arnica lessingii" 802
"Artemisia arctica" "Artemisia arctica" "(Besser) Leonova" "Accepted" "Compositae" "Artemisia arctica" "(Besser) Leonova" 3 TRUE FALSE FALSE FALSE FALSE "Artemisia arctica" "Artemisia arctica" 579
"Artemisia arctica" "Artemisia arctica" "Besser" "Synonym" "Compositae" "Artemisia borealis subsp. richardsoniana" "(Besser) Korobkov" 3 TRUE FALSE FALSE FALSE FALSE "Artemisia arctica" "Artemisia arctica" 579
"Artemisia arctica" "Artemisia arctica" "Less." "Synonym" "Compositae" "Artemisia norvegica subsp. saxatilis" "(Besser) H.M.Hall & Clem." 3 TRUE FALSE FALSE FALSE FALSE "Artemisia arctica" "Artemisia arctica" 579
"Artemisia borealis" "Artemisia borealis" "Kitam." "Unresolved" "Compositae" "Artemisia borealis" "Kitam." 3 FALSE FALSE FALSE TRUE FALSE "Artemisia borealis" "Artemisia borealis" 2853
"Artemisia borealis" "Artemisia borealis" "Liou" "Unresolved" "Compositae" "Artemisia borealis" "Liou" 3 FALSE FALSE FALSE TRUE FALSE "Artemisia borealis" "Artemisia borealis" 2853
"Artemisia borealis" "Artemisia borealis" "Pall." "Synonym" "Compositae" "Artemisia campestris subsp. borealis" "(Pall.) H.M.Hall & Clem." 3 FALSE FALSE FALSE TRUE FALSE "Artemisia borealis" "Artemisia borealis" 2853
"Artemisia campestris subsp. borealis" "Artemisia campestris subsp. borealis" "(Pall.) H.M.Hall & Clem." "Accepted" "Compositae" "Artemisia campestris subsp. borealis" "(Pall.) H.M.Hall & Clem." 1 TRUE FALSE FALSE FALSE FALSE "Artemisia campestris subsp. borealis" "Artemisia campestris subsp. borealis" 367
"Artemisia glomerata" "Artemisia glomerata" "Ledeb." "Accepted" "Compositae" "Artemisia glomerata" "Ledeb." 3 TRUE FALSE FALSE FALSE FALSE "Artemisia glomerata" "Artemisia glomerata" 1015
"Artemisia glomerata" "Artemisia glomerata" "Hook. & Arn." "Synonym" "Compositae" "Artemisia senjavinensis" "Besser" 3 TRUE FALSE FALSE FALSE FALSE "Artemisia glomerata" "Artemisia glomerata" 1015
"Artemisia glomerata" "Artemisia glomerata" "Sieber ex Spreng." "Synonym" "Compositae" "Artemisia sieberi" "Besser" 3 TRUE FALSE FALSE FALSE FALSE "Artemisia glomerata" "Artemisia glomerata" 1015
"Artemisia norvegica" "Artemisia norvegica" "Fr." "Accepted" "Compositae" "Artemisia norvegica" "Fr." 1 TRUE FALSE FALSE FALSE FALSE "Artemisia norvegica" "Artemisia norvegica" 3484
"Artemisia pattersonii" "Artemisia pattersonii" "A.Gray" "Accepted" "Compositae" "Artemisia pattersonii" "A.Gray" 1 TRUE FALSE FALSE FALSE FALSE "Artemisia pattersonii" "Artemisia pattersonii" 64
"Artemisia scopulorum" "Artemisia scopulorum" "A.Gray" "Accepted" "Compositae" "Artemisia scopulorum" "A.Gray" 1 TRUE FALSE FALSE FALSE FALSE "Artemisia scopulorum" "Artemisia scopulorum" 658
"Artemisia tridentata" "Artemisia tridentata" "Nutt." "Accepted" "Compositae" "Artemisia tridentata" "Nutt." 1 TRUE FALSE FALSE FALSE FALSE "Artemisia tridentata" "Artemisia tridentata" 16991
"Asperula gunnii" "Asperula gunnii" "Hook.f." "Accepted" "Rubiaceae" "Asperula gunnii" "Hook.f." 1 TRUE FALSE FALSE FALSE FALSE "Asperula gunnii" "Asperula gunnii" 3464
"Aster alpinus" "Aster alpinus" "L." "Accepted" "Compositae" "Aster alpinus" "L." 2 TRUE FALSE FALSE TRUE FALSE "Aster alpinus" "Aster alpinus" 39137
"Aster alpinus" "Aster alpinus" "Gueldenst. ex Ledeb." "Unresolved" "Compositae" "Aster alpinus" "Gueldenst. ex Ledeb." 2 TRUE FALSE FALSE TRUE FALSE "Aster alpinus" "Aster alpinus" 39137
"Aster flaccidus" "Aster flaccidus" "Bunge" "Accepted" "Compositae" "Aster flaccidus" "Bunge" 1 TRUE FALSE FALSE FALSE FALSE "Aster flaccidus" "Aster flaccidus" 1122
"Aster sibiricus" "Aster sibiricus" "Turcz. ex Torr. & A.Gray" "Accepted" "Compositae" "Aster sibiricus" "Turcz. ex Torr. & A.Gray" 3 TRUE FALSE FALSE TRUE FALSE "Aster sibiricus" "Aster sibiricus" 426
"Aster sibiricus" "Aster sibiricus" "Lam." "Unresolved" "Compositae" "Aster sibiricus" "Lam." 3 TRUE FALSE FALSE TRUE FALSE "Aster sibiricus" "Aster sibiricus" 426
"Aster sibiricus" "Aster sibiricus" "L." "Synonym" "Compositae" "Eurybia sibirica" "(L.) G.L.Nesom" 3 TRUE FALSE FALSE TRUE FALSE "Aster sibiricus" "Aster sibiricus" 426
"Asterolasia trymalioides" "Asterolasia trymalioides" "F.Muell." "Accepted" "Rutaceae" "Asterolasia trymalioides" "F.Muell." 1 TRUE FALSE FALSE FALSE FALSE "Asterolasia trymalioides" "Asterolasia trymalioides" 849
"Astragalus alpinus" "Astragalus alpinus" "L." "Accepted" "Leguminosae" "Astragalus alpinus" "L." 2 TRUE FALSE FALSE FALSE FALSE "Astragalus alpinus" "Astragalus alpinus" 29727
"Astragalus alpinus" "Astragalus alpinus" "(L.) E.Sheld." "Synonym" "Leguminosae" "Astragalus penduliflorus" "Lam." 2 TRUE FALSE FALSE FALSE FALSE "Astragalus alpinus" "Astragalus alpinus" 29727
"Astragalus eucosmus" "Astragalus eucosmus" "Robinson" "Accepted" "Leguminosae" "Astragalus eucosmus" "Robinson" 2 TRUE FALSE FALSE TRUE FALSE "Astragalus eucosmus" "Astragalus eucosmus" 822
"Astragalus eucosmus" "Astragalus eucosmus" "B.L. Rob." "Unresolved" "Leguminosae" "Astragalus eucosmus" "B.L. Rob." 2 TRUE FALSE FALSE TRUE FALSE "Astragalus eucosmus" "Astragalus eucosmus" 822
"Astragalus frigidus" "Astragalus frigidus" "(L.) A.Gray" "Accepted" "Leguminosae" "Astragalus frigidus" "(L.) A.Gray" 2 TRUE FALSE FALSE FALSE FALSE "Astragalus frigidus" "Astragalus frigidus" 9170
"Astragalus frigidus" "Astragalus frigidus" "(uct. non (L.) A.Gray" "Misapplied" "Leguminosae" "Astragalus tecti-mundi" "Freyn" 2 TRUE FALSE FALSE FALSE FALSE "Astragalus frigidus" "Astragalus frigidus" 9170
"Astragalus umbellatus" "Astragalus umbellatus" "Bunge" "Accepted" "Leguminosae" "Astragalus umbellatus" "Bunge" 1 TRUE FALSE FALSE FALSE FALSE "Astragalus umbellatus" "Astragalus umbellatus" 1097
"Aulacomnium acuminatum" "Aulacomnium acuminatum" "(Lindb. & Arnell) Kindb." "Accepted" "Aulacomniaceae" "Aulacomnium acuminatum" "(Lindb. & Arnell) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Aulacomnium acuminatum" "Aulacomnium acuminatum" 730
"Aulacomnium palustre" "Aulacomnium palustre" "(Hedw.) Schwägr." "Accepted" "Aulacomniaceae" "Aulacomnium palustre" "(Hedw.) Schwägr." 1 TRUE FALSE FALSE FALSE FALSE "Aulacomnium palustre" "Aulacomnium palustre" 87487
"Aulacomnium turgidum" "Aulacomnium turgidum" "(Wahlenb.) Schwägr." "Accepted" "Aulacomniaceae" "Aulacomnium turgidum" "(Wahlenb.) Schwägr." 1 TRUE FALSE FALSE FALSE FALSE "Aulacomnium turgidum" "Aulacomnium turgidum" 4454
"Austrolycopodium fastigiatum" "Lycopodium fastigiatum" "R. Br." "Synonym" "Lycopodiaceae" "Austrolycopodium fastigiatum" "(R. Br.) Holub" 1 FALSE FALSE TRUE FALSE FALSE "Austrolycopodium fastigiatum" "Austrolycopodium fastigiatum" 6426
"Barbilophozia hatcheri" "Barbilophozia hatcheri" "(A. Evans) Loeske" "Accepted" "Anastrophyllaceae" "Barbilophozia hatcheri" "(A. Evans) Loeske" 1 TRUE FALSE FALSE FALSE FALSE "Barbilophozia hatcheri" "Barbilophozia hatcheri" 8902
"Barbilophozia kunzeana" "Barbilophozia kunzeana" "(Huebener) K. Müller" "Accepted" "Anastrophyllaceae" "Barbilophozia kunzeana" "(Huebener) K. Müller" 1 TRUE FALSE FALSE FALSE FALSE "Barbilophozia kunzeana" "Barbilophozia kunzeana" 1126
"Barbilophozia lycopodioides" "Barbilophozia lycopodioides" "(Wallr.) Loeske" "Accepted" "Anastrophyllaceae" "Barbilophozia lycopodioides" "(Wallr.) Loeske" 1 TRUE FALSE FALSE FALSE FALSE "Barbilophozia lycopodioides" "Barbilophozia lycopodioides" 8321
"Bartramia ithyphylla" "Bartramia ithyphylla" "Brid." "Accepted" "Bartramiaceae" "Bartramia ithyphylla" "Brid." 1 TRUE FALSE FALSE FALSE FALSE "Bartramia ithyphylla" "Bartramia ithyphylla" 14721
"Bartsia alpina" "Bartsia alpina" "L." "Accepted" "Orobanchaceae" "Bartsia alpina" "L." 1 TRUE FALSE FALSE FALSE FALSE "Bartsia alpina" "Bartsia alpina" 95950
"Beckwithia glacialis" "Beckwithia glacialis" "(L.) Á.Löve & D.Löve" "Accepted" "Ranunculaceae" "Beckwithia glacialis" "(L.) Á.Löve & D.Löve" 1 TRUE FALSE FALSE FALSE FALSE "Beckwithia glacialis" "Beckwithia glacialis" 832
"Betula glandulosa" "Betula glandulosa" "Michx." "Accepted" "Betulaceae" "Betula glandulosa" "Michx." 1 TRUE FALSE FALSE FALSE FALSE "Betula glandulosa" "Betula glandulosa" 6337
"Betula nana" "Betula nana" "L." "Accepted" "Betulaceae" "Betula nana" "L." 1 TRUE FALSE FALSE FALSE FALSE "Betula nana" "Betula nana" 99143
"Betula pubescens" "Betula pubescens" "Ehrh." "Accepted" "Betulaceae" "Betula pubescens" "Ehrh." 1 TRUE FALSE FALSE FALSE FALSE "Betula pubescens" "Betula pubescens" 555163
"Betula pubescens var. pumila" "Betula pubescens var. pumila" "(L.) Govaerts" "Accepted" "Betulaceae" "Betula pubescens var. pumila" "(L.) Govaerts" 1 TRUE FALSE FALSE FALSE FALSE "Betula pubescens var. pumila" "Betula pubescens var. pumila" 10183
"Bistorta bistortoides" "Bistorta bistortoides" "(Pursh) Small" "Unresolved" "Polygonaceae" "Bistorta bistortoides" "(Pursh) Small" 1 FALSE TRUE FALSE TRUE FALSE "Bistorta bistortoides" "Bistorta bistortoides" 6645
"Bistorta vivipara" "Bistorta vivipara" "(L.) Delarbre" "Synonym" "Polygonaceae" "Persicaria vivipara" "(L.) Ronse Decr." 2 FALSE FALSE FALSE FALSE FALSE "Bistorta vivipara" "Bistorta vivipara" 189813
"Bistorta vivipara" "Bistorta vivipara" "(L.) Gray" "Synonym" "Polygonaceae" "Persicaria vivipara" "(L.) Ronse Decr." 2 FALSE FALSE FALSE FALSE FALSE "Bistorta vivipara" "Bistorta vivipara" 189813
"Blepharostoma trichophyllum" "Blepharostoma trichophyllum" "(L.) Dumort." "Accepted" "Pseudolepicoleaceae" "Blepharostoma trichophyllum" "(L.) Dumort." 1 TRUE FALSE FALSE FALSE FALSE "Blepharostoma trichophyllum" "Blepharostoma trichophyllum" 20857
"Bossiaea foliosa" "Bossiaea foliosa" "A.Cunn." "Accepted" "Leguminosae" "Bossiaea foliosa" "A.Cunn." 1 TRUE FALSE FALSE FALSE FALSE "Bossiaea foliosa" "Bossiaea foliosa" 1924
"Botrychium lunaria" "Botrychium lunaria" "(L.) Sw." "Accepted" "Ophioglossaceae" "Botrychium lunaria" "(L.) Sw." 1 TRUE FALSE FALSE FALSE FALSE "Botrychium lunaria" "Botrychium lunaria" 89050
"Boykinia richardsonii" "Boykinia richardsonii" "(Hook.) A.Gray ex B.D.Jacks." "Accepted" "Saxifragaceae" "Boykinia richardsonii" "(Hook.) A.Gray ex B.D.Jacks." 2 TRUE FALSE FALSE TRUE FALSE "Boykinia richardsonii" "Boykinia richardsonii" 574
"Boykinia richardsonii" "Boykinia richardsonii" "(Hook.) Rothr." "Unresolved" "Saxifragaceae" "Boykinia richardsonii" "(Hook.) Rothr." 2 TRUE FALSE FALSE TRUE FALSE "Boykinia richardsonii" "Boykinia richardsonii" 574
"Brachyscome decipiens" "Brachyscome decipiens" "Hook.f." "Accepted" "Compositae" "Brachyscome decipiens" "Hook.f." 1 TRUE FALSE FALSE FALSE FALSE "Brachyscome decipiens" "Brachyscome decipiens" 1532
"Brachythecium salebrosum" "Brachythecium salebrosum" "(Hoffm. ex F. Weber & D. Mohr) Schimp." "Accepted" "Brachytheciaceae" "Brachythecium salebrosum" "(Hoffm. ex F. Weber & D. Mohr) Schimp." 1 TRUE FALSE FALSE FALSE FALSE "Brachythecium salebrosum" "Brachythecium salebrosum" 18079
"Brachythecium turgidum" "Brachythecium turgidum" "(Hartm.) Kindb." "Accepted" "Brachytheciaceae" "Brachythecium turgidum" "(Hartm.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Brachythecium turgidum" "Brachythecium turgidum" 2397
"Braya glabella" "Braya glabella" "Richardson" "Accepted" "Brassicaceae" "Braya glabella" "Richardson" 1 TRUE FALSE FALSE FALSE FALSE "Braya glabella" "Braya glabella" 648
"Braya glabella" "Braya purpurascens" "(R.Br.) Bunge ex Ledeb." "Synonym" "Brassicaceae" "Braya glabella" "Richardson" 1 FALSE FALSE TRUE FALSE FALSE "Braya glabella" "Braya glabella" 648
"Bromus pumpellianus" "Bromus pumpellianus" "Scribn." "Accepted" "Poaceae" "Bromus pumpellianus" "Scribn." 1 TRUE FALSE FALSE FALSE FALSE "Bromus pumpellianus" "Bromus pumpellianus" 3560
"Bryanthus musciformis" "Bryanthus gmelinii" "D.Don" "Synonym" "Ericaceae" "Bryanthus musciformis" "(Poir.) Nakai" 1 FALSE FALSE TRUE FALSE FALSE "Bryanthus musciformis" "Bryanthus musciformis" 284
"Bryoerythrophyllum recurvirostrum" "Bryoerythrophyllum recurvirostrum" "(Hedw.) P.C. Chen" "Accepted" "Pottiaceae" "Bryoerythrophyllum recurvirostrum" "(Hedw.) P.C. Chen" 1 TRUE FALSE FALSE FALSE FALSE "Bryoerythrophyllum recurvirostrum" "Bryoerythrophyllum recurvirostrum" 25868
"Bryum argenteum" "Bryum argenteum" "Hedw." "Accepted" "Bryaceae" "Bryum argenteum" "Hedw." 1 TRUE FALSE FALSE FALSE FALSE "Bryum argenteum" "Bryum argenteum" 76144
"Bryum pseudotriquetrum" "Bryum pseudotriquetrum" "(Hedw.) P. Gaertn., B. Mey. & Scherb." "Accepted" "Bryaceae" "Bryum pseudotriquetrum" "(Hedw.) P. Gaertn., B. Mey. & Scherb." 1 TRUE FALSE FALSE FALSE FALSE "Bryum pseudotriquetrum" "Bryum pseudotriquetrum" 33414
"Bryum teres Warnst." "Bryum teres" "Lindb." "Accepted" "Bryaceae" "Bryum teres" "Lindb." 1 TRUE FALSE FALSE FALSE FALSE "Bryum teres" "Bryum teres" 0
"Bupleurum americanum" "Bupleurum americanum" "J.M.Coult. & Rose" "Accepted" "Apiaceae" "Bupleurum americanum" "J.M.Coult. & Rose" 1 TRUE FALSE FALSE FALSE FALSE "Bupleurum americanum" "Bupleurum americanum" 813
"Bupleurum condensatum" "Bupleurum condensatum" "R.H.Shan & Y.Li" "Accepted" "Apiaceae" "Bupleurum condensatum" "R.H.Shan & Y.Li" 1 TRUE FALSE FALSE FALSE FALSE "Bupleurum condensatum" "Bupleurum condensatum" 49
"Bupleurum euphorbioides" "Bupleurum euphorbioides" "Nakai" "Accepted" "Apiaceae" "Bupleurum euphorbioides" "Nakai" 1 TRUE FALSE FALSE FALSE FALSE "Bupleurum euphorbioides" "Bupleurum euphorbioides" 281
"Bupleurum triradiatum" "Bupleurum triradiatum" "Adams ex Hoffm." "Accepted" "Apiaceae" "Bupleurum triradiatum" "Adams ex Hoffm." 1 TRUE FALSE FALSE FALSE FALSE "Bupleurum triradiatum" "Bupleurum triradiatum" 991
"Calamagrostis arundinacea" "Calamagrostis arundinacea" "(L.) Roth" "Accepted" "Poaceae" "Calamagrostis arundinacea" "(L.) Roth" 2 TRUE FALSE FALSE TRUE FALSE "Calamagrostis arundinacea" "Calamagrostis arundinacea" 113835
"Calamagrostis arundinacea" "Calamagrostis arundinacea" "Wibel" "Unresolved" "Poaceae" "Calamagrostis arundinacea" "Wibel" 2 TRUE FALSE FALSE TRUE FALSE "Calamagrostis arundinacea" "Calamagrostis arundinacea" 113835
"Calamagrostis canadensis" "Calamagrostis canadensis" "(Michx.) P.Beauv." "Accepted" "Poaceae" "Calamagrostis canadensis" "(Michx.) P.Beauv." 1 TRUE FALSE FALSE FALSE FALSE "Calamagrostis canadensis" "Calamagrostis canadensis" 9404
"Calamagrostis canescens" "Calamagrostis canescens" "(Weber) Roth" "Accepted" "Poaceae" "Calamagrostis canescens" "(Weber) Roth" 1 TRUE FALSE FALSE FALSE FALSE "Calamagrostis canescens" "Calamagrostis canescens" 153568
"Calamagrostis holmii" "Calamagrostis holmii" "Lange" "Accepted" "Poaceae" "Calamagrostis holmii" "Lange" 1 TRUE FALSE FALSE FALSE FALSE "Calamagrostis holmii" "Calamagrostis holmii" 709
"Calamagrostis inexpansa" "Calamagrostis inexpansa" "A.Gray" "Accepted" "Poaceae" "Calamagrostis inexpansa" "A.Gray" 2 TRUE FALSE FALSE FALSE FALSE "Calamagrostis inexpansa" "Calamagrostis inexpansa" 1905
"Calamagrostis inexpansa" "Calamagrostis inexpansa" "A.Gray ex Torr." "Synonym" "Poaceae" "Calamagrostis stricta" "(Timm) Koeler" 2 TRUE FALSE FALSE FALSE FALSE "Calamagrostis inexpansa" "Calamagrostis inexpansa" 1905
"Calamagrostis lapponica" "Calamagrostis lapponica" "(Wahlenb.) Hartm." "Accepted" "Poaceae" "Calamagrostis lapponica" "(Wahlenb.) Hartm." 1 TRUE FALSE FALSE FALSE FALSE "Calamagrostis lapponica" "Calamagrostis lapponica" 17186
"Calamagrostis purpurascens" "Calamagrostis purpurascens" "R.Br." "Accepted" "Poaceae" "Calamagrostis purpurascens" "R.Br." 1 TRUE FALSE FALSE FALSE FALSE "Calamagrostis purpurascens" "Calamagrostis purpurascens" 2797
"Calamagrostis purpurea" "Calamagrostis langsdorffii" "(Link) Trin." "Synonym" "Poaceae" "Calamagrostis purpurea" "(Trin.) Trin." 2 FALSE FALSE FALSE FALSE FALSE "Calamagrostis purpurea" "Calamagrostis purpurea" 87541
"Calamagrostis purpurea" "Calamagrostis langsdorffii" "Nyman" "Synonym" "Poaceae" "Calamagrostis purpurea" "(Trin.) Trin." 2 FALSE FALSE FALSE FALSE FALSE "Calamagrostis purpurea" "Calamagrostis purpurea" 87541
"Calamagrostis purpurea" "Calamagrostis purpurea" "(Trin.) Trin." "Accepted" "Poaceae" "Calamagrostis purpurea" "(Trin.) Trin." 1 TRUE FALSE FALSE FALSE FALSE "Calamagrostis purpurea" "Calamagrostis purpurea" 87541
"Calamagrostis stricta" "Calamagrostis stricta" "(Timm) Koeler" "Accepted" "Poaceae" "Calamagrostis stricta" "(Timm) Koeler" 3 TRUE FALSE FALSE TRUE FALSE "Calamagrostis stricta" "Calamagrostis stricta" 6922
"Calamagrostis stricta" "Calamagrostis stricta" "Hegetschw." "Unresolved" "Poaceae" "Calamagrostis stricta" "Hegetschw." 3 TRUE FALSE FALSE TRUE FALSE "Calamagrostis stricta" "Calamagrostis stricta" 6922
"Calamagrostis stricta" "Calamagrostis stricta" "Spreng." "Unresolved" "Poaceae" "Calamagrostis stricta" "Spreng." 3 TRUE FALSE FALSE TRUE FALSE "Calamagrostis stricta" "Calamagrostis stricta" 6922
"Calamagrostis villosa" "Calamagrostis villosa" "(Chaix) J.F.Gmel." "Accepted" "Poaceae" "Calamagrostis villosa" "(Chaix) J.F.Gmel." 3 TRUE FALSE FALSE TRUE FALSE "Calamagrostis villosa" "Calamagrostis villosa" 23077
"Calamagrostis villosa" "Calamagrostis villosa" "St.-Lag." "Unresolved" "Poaceae" "Calamagrostis villosa" "St.-Lag." 3 TRUE FALSE FALSE TRUE FALSE "Calamagrostis villosa" "Calamagrostis villosa" 23077
"Calamagrostis villosa" "Calamagrostis villosa" "Mutel" "Synonym" "Poaceae" "Calamagrostis villosa" "(Chaix) J.F.Gmel." 3 TRUE FALSE FALSE TRUE FALSE "Calamagrostis villosa" "Calamagrostis villosa" 23077
"Sarmentypnum tundrae" "Calliergidium tundrae" "(Arnell) Grout" "Accepted" "Amblystegiaceae" "Calliergidium tundrae" "(Arnell) Grout" 1 TRUE FALSE FALSE FALSE FALSE "Calliergidium tundrae" "Calliergidium tundrae" 0
"Calliergon cordifolium" "Calliergon cordifolium" "(Hedw.) Kindb." "Accepted" "Amblystegiaceae" "Calliergon cordifolium" "(Hedw.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Calliergon cordifolium" "Calliergon cordifolium" 24709
"Calliergon giganteum" "Calliergon giganteum" "(Schimp.) Kindb." "Accepted" "Amblystegiaceae" "Calliergon giganteum" "(Schimp.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Calliergon giganteum" "Calliergon giganteum" 17071
"Calliergon richardsonii" "Calliergon richardsonii" "(Mitt.) Kindb." "Accepted" "Amblystegiaceae" "Calliergon richardsonii" "(Mitt.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Calliergon richardsonii" "Calliergon richardsonii" 4592
"Calliergon sarmentosum" "Calliergon sarmentosum" "(Wahlenb.) Kindb." "Accepted" "Amblystegiaceae" "Calliergon sarmentosum" "(Wahlenb.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Calliergon sarmentosum" "Calliergon sarmentosum" 844
"Calliergon stramineum" "Calliergon stramineum" "(Dicks. ex Brid.) Kindb." "Accepted" "Amblystegiaceae" "Calliergon stramineum" "(Dicks. ex Brid.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Calliergon stramineum" "Calliergon stramineum" 2157
"Calluna vulgaris" "Calluna vulgaris" "(L.) Hull" "Accepted" "Ericaceae" "Calluna vulgaris" "(L.) Hull" 1 TRUE FALSE FALSE FALSE FALSE "Calluna vulgaris" "Calluna vulgaris" 1048978
"Caltha leptosepala" "Caltha leptosepala" "DC." "Accepted" "Ranunculaceae" "Caltha leptosepala" "DC." 1 TRUE FALSE FALSE FALSE FALSE "Caltha leptosepala" "Caltha leptosepala" 5505
"Caltha palustris" "Caltha palustris" "L." "Accepted" "Ranunculaceae" "Caltha palustris" "L." 1 TRUE FALSE FALSE FALSE FALSE "Caltha palustris" "Caltha palustris" 584694
"Campanula collina" "Campanula collina" "Sims" "Accepted" "Campanulaceae" "Campanula collina" "Sims" 2 TRUE FALSE FALSE TRUE FALSE "Campanula collina" "Campanula collina" 385
"Campanula collina" "Campanula collina" "M. Bieb." "Unresolved" "Campanulaceae" "Campanula collina" "M. Bieb." 2 TRUE FALSE FALSE TRUE FALSE "Campanula collina" "Campanula collina" 385
"Campanula dasyantha subsp. chamissonis" "Campanula chamissonis" "Fed." "Synonym" "Campanulaceae" "Campanula dasyantha subsp. chamissonis" "(Fed.) Victorov" 1 FALSE FALSE TRUE FALSE FALSE "Campanula dasyantha subsp. chamissonis" "Campanula dasyantha subsp. chamissonis" 400
"Campanula glomerata" "Campanula glomerata" "L." "Accepted" "Campanulaceae" "Campanula glomerata" "L." 2 TRUE FALSE FALSE TRUE FALSE "Campanula glomerata" "Campanula glomerata" 137012
"Campanula glomerata" "Campanula glomerata" "Hegetschw." "Unresolved" "Campanulaceae" "Campanula glomerata" "Hegetschw." 2 TRUE FALSE FALSE TRUE FALSE "Campanula glomerata" "Campanula glomerata" 137012
"Campanula lasiocarpa" "Campanula lasiocarpa" "Cham." "Accepted" "Campanulaceae" "Campanula lasiocarpa" "Cham." 1 TRUE FALSE FALSE FALSE FALSE "Campanula lasiocarpa" "Campanula lasiocarpa" 2683
"Campanula rotundifolia" "Campanula rotundifolia" "L." "Accepted" "Campanulaceae" "Campanula rotundifolia" "L." 1 TRUE FALSE FALSE FALSE FALSE "Campanula rotundifolia" "Campanula rotundifolia" 468561
"Campanula scheuchzeri" "Campanula scheuchzeri" "Vill." "Accepted" "Campanulaceae" "Campanula scheuchzeri" "Vill." 2 TRUE FALSE FALSE FALSE FALSE "Campanula scheuchzeri" "Campanula scheuchzeri" 66931
"Campanula scheuchzeri" "Campanula scheuchzeri" "Marches." "Synonym" "Campanulaceae" "Campanula marchesettii" "Witasek" 2 TRUE FALSE FALSE FALSE FALSE "Campanula scheuchzeri" "Campanula scheuchzeri" 66931
"Campanula tridentata" "Campanula tridentata" "Schreb." "Accepted" "Campanulaceae" "Campanula tridentata" "Schreb." 1 TRUE FALSE FALSE FALSE FALSE "Campanula tridentata" "Campanula tridentata" 653
"Campanula uniflora" "Campanula uniflora" "L." "Accepted" "Campanulaceae" "Campanula uniflora" "L." 1 TRUE FALSE FALSE FALSE FALSE "Campanula uniflora" "Campanula uniflora" 817
"Campylium stellatum" "Campylium stellatum" "(Hedw.) C.E.O. Jensen" "Accepted" "Amblystegiaceae" "Campylium stellatum" "(Hedw.) C.E.O. Jensen" 1 TRUE FALSE FALSE FALSE FALSE "Campylium stellatum" "Campylium stellatum" 44693
"Cardamine bellidifolia" "Cardamine bellidifolia" "L." "Accepted" "Brassicaceae" "Cardamine bellidifolia" "L." 2 TRUE FALSE FALSE FALSE FALSE "Cardamine bellidifolia" "Cardamine bellidifolia" 13470
