"usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus","species","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","synonym","class","acceptedUsageKey","verbatim_name","verbatim_index","verbatim_genus","accepted_name"
3171958,"Euphrasia frigida Pugsley","Euphrasia frigida","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Lamiales","Orobanchaceae","Euphrasia","Euphrasia frigida",6,7707728,220,408,6651,3171955,3171958,FALSE,"Magnoliopsida",NA,"Euphrasia frigida",358,"Euphrasia","Euphrasia frigida"
2607701,"Cladonia fimbriata (L.) Fr.","Cladonia fimbriata","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia fimbriata",5,95,180,1048,8328,2607519,2607701,FALSE,"Lecanoromycetes",NA,"Cladonia fimbriata",360,"Cladonia","Cladonia fimbriata"
2704971,"Festuca hyperborea Holmen","Festuca hyperborea","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Festuca","Festuca hyperborea",6,7707728,196,1369,3073,2704913,2704971,FALSE,"Liliopsida",NA,"Festuca hyperborea",361,"Festuca","Festuca hyperborea"
2607712,"Cladonia stellaris (Opiz) Pouzar & Vĕzda","Cladonia stellaris","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia stellaris",5,95,180,1048,8328,2607519,2607712,FALSE,"Lecanoromycetes",NA,"Cladonia stellaris",362,"Cladonia","Cladonia stellaris"
9011521,"Juncus trifidus L.","Juncus trifidus","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Poales","Juncaceae","Oreojuncus","Oreojuncus trifidus",6,7707728,196,1369,5353,7568813,7932677,TRUE,"Liliopsida",7932677,"Juncus trifidus",363,"Juncus","Oreojuncus trifidus"
2607724,"Cladonia bellidiflora (Ach.) Schaer.","Cladonia bellidiflora","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia bellidiflora",5,95,180,1048,8328,2607519,2607724,FALSE,"Lecanoromycetes",NA,"Cladonia bellidiflora",364,"Cladonia","Cladonia bellidiflora"
8345110,"Cladonia squarrosa (Wallr.) Flot.","Cladonia squarrosa","SPECIES","SYNONYM",95,"FUZZY","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia arbuscula",5,95,180,1048,8328,2607519,10950385,TRUE,"Lecanoromycetes",10950385,"Cladonia squarrosus",365,"Cladonia","Cladonia arbuscula"
9075436,"Cladonia deformis (L.) Hoffm.","Cladonia deformis","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia deformis",5,95,180,1048,8328,2607519,9075436,FALSE,"Lecanoromycetes",NA,"Cladonia deformis",366,"Cladonia","Cladonia deformis"
2605262,"Cetraria ericetorum Opiz","Cetraria ericetorum","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Cetraria","Cetraria ericetorum",5,95,180,1048,8305,2601309,2605262,FALSE,"Lecanoromycetes",NA,"Cetraria ericetorum",368,"Cetraria","Cetraria ericetorum"
2689449,"Tetralophozia setiformis (Ehrh.) Schljakov","Tetralophozia setiformis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Anastrophyllaceae","Tetralophozia","Tetralophozia setiformis",6,9,126,381,2292,2689447,2689449,FALSE,"Jungermanniopsida",NA,"Tetralophozia setiformis",369,"Tetralophozia","Tetralophozia setiformis"
2605704,"Cetraria delisei (Bory ex Schaer.) Nyl.","Cetraria delisei","SPECIES","SYNONYM",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Cetrariella","Cetrariella delisei",5,95,180,1048,8305,2605702,2605703,TRUE,"Lecanoromycetes",2605703,"Cetraria delisei",370,"Cetraria","Cetrariella delisei"
3390089,"Cladonia stygia (Fr.) Ruoss","Cladonia stygia","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia stygia",5,95,180,1048,8328,2607519,3390089,FALSE,"Lecanoromycetes",NA,"Cladonia stygia",371,"Cladonia","Cladonia stygia"
2607566,"Cladonia sulphurina (Michx.) Fr.","Cladonia sulphurina","SPECIES","ACCEPTED",94,"FUZZY","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia sulphurina",5,95,180,1048,8328,2607519,2607566,FALSE,"Lecanoromycetes",NA,"Cladonia sulphurea",372,"Cladonia","Cladonia sulphurina"
2672949,"Dicranum fuscescens Turner","Dicranum fuscescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Dicranales","Dicranaceae","Dicranum","Dicranum fuscescens",6,35,327,1335,4635,2672916,2672949,FALSE,"Bryopsida",NA,"Dicranum fuscescens/scoparium",380,"Dicranum","Dicranum fuscescens"
2703179,"Deschampsia flexuosa (L.) Trin.","Deschampsia flexuosa","SPECIES","SYNONYM",97,"HIGHERRANK","Plantae","Tracheophyta","Poales","Poaceae","Avenella","Avenella flexuosa",6,7707728,196,1369,3073,3232716,4149465,TRUE,"Liliopsida",4149465,"Deschampsia flexuosa/Juncus trifidus",382,"Deschampsia","Avenella flexuosa"
8925249,"Empetrum nigrum L.","Empetrum nigrum","SPECIES","ACCEPTED",99,"HIGHERRANK","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum nigrum",6,7707728,220,1353,2505,2888367,8925249,FALSE,"Magnoliopsida",NA,"Empetrum nigrum/Phyllodoce caerulea",383,"Empetrum","Empetrum nigrum"
3135561,"Hieracium alpinum L.","Hieracium alpinum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hieracium","Hieracium alpinum",6,7707728,220,414,3065,3134951,3135561,FALSE,"Magnoliopsida",NA,"Hieracium alpinum",384,"Hieracium","Hieracium alpinum"
2700785,"Luzula arcuata (Wahlenb.) Sw.","Luzula arcuata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Juncaceae","Luzula","Luzula arcuata",6,7707728,196,1369,5353,2700604,2700785,FALSE,"Liliopsida",NA,"Luzula arcuata",385,"Luzula","Luzula arcuata"
2700934,"Luzula multiflora (Ehrh.) Lej.","Luzula multiflora","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Juncaceae","Luzula","Luzula multiflora",6,7707728,196,1369,5353,2700604,2700934,FALSE,"Liliopsida",NA,"Luzula multiflora",386,"Luzula","Luzula multiflora"
5331325,"Viola biflora L.","Viola biflora","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Malpighiales","Violaceae","Viola","Viola biflora",6,7707728,220,1414,6631,2874237,5331325,FALSE,"Magnoliopsida",NA,"Viola biflora",387,"Viola","Viola biflora"
2688197,"Selaginella selaginoides (L.) Schrank & C.F.P.Mart.","Selaginella selaginoides","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","Selaginella selaginoides",6,7707728,245,420,6724,2688177,2688197,FALSE,"Lycopodiopsida",NA,"Selaginella selaginoides",388,"Selaginella","Selaginella selaginoides"
5366215,"Potentilla crantzii (Crantz) Beck ex Fritsch","Potentilla crantzii","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Rosales","Rosaceae","Potentilla","Potentilla crantzii",6,7707728,220,691,5015,8079058,5366215,FALSE,"Magnoliopsida",NA,"Potentilla crantzii",389,"Potentilla","Potentilla crantzii"
2888269,"Pyrola rotundifolia L.","Pyrola rotundifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Pyrola","Pyrola rotundifolia",6,7707728,220,1353,2505,2888249,2888269,FALSE,"Magnoliopsida",NA,"Pyrola rotundifolia",390,"Pyrola","Pyrola rotundifolia"
3032585,"Parnassia palustris L.","Parnassia palustris","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Celastrales","Parnassiaceae","Parnassia","Parnassia palustris",6,7707728,220,950,3592363,3032572,3032585,FALSE,"Magnoliopsida",NA,"Parnassia palustris",391,"Parnassia","Parnassia palustris"
8657424,"Carex atrata L.","Carex atrata","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex atrata",6,7707728,196,1369,7708,2721893,8657424,FALSE,"Liliopsida",NA,"Carex atrata",392,"Carex","Carex atrata"
5667864,"Pinguicula alpina L.","Pinguicula alpina","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula alpina",6,7707728,220,408,2391,3172450,5667864,FALSE,"Magnoliopsida",NA,"Pinguicula alpina",393,"Pinguicula","Pinguicula alpina"
2704930,"Festuca vivipara (L.) Sm.","Festuca vivipara","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Festuca","Festuca vivipara",6,7707728,196,1369,3073,2704913,2704930,FALSE,"Liliopsida",NA,"Festuca vivipara",394,"Festuca","Festuca vivipara"
2687932,"Equisetum palustre L.","Equisetum palustre","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum palustre",6,7707728,7228684,954,3105,2687913,2687932,FALSE,"Polypodiopsida",NA,"Equisetum palustre",395,"Equisetum","Equisetum palustre"
2727697,"Carex saxatilis L.","Carex saxatilis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex saxatilis",6,7707728,196,1369,7708,2721893,2727697,FALSE,"Liliopsida",NA,"Carex saxatilis",396,"Carex","Carex saxatilis"
6364299,"Cerastium cerastoides (L.) Britton","Cerastium cerastoides","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Caryophyllaceae","Dichodon","Dichodon cerastoides",6,7707728,220,422,2518,3085779,5927687,TRUE,"Magnoliopsida",5927687,"Cerastium cerastoides",397,"Cerastium","Dichodon cerastoides"
5282184,"Kiaeria starkei (F.Weber & D.Mohr) I.Hagen","Kiaeria starkei","SPECIES","SYNONYM",99,"EXACT","Plantae","Bryophyta","Dicranales","Rhabdoweisiaceae","Arctoa","Arctoa starkei",6,35,327,1335,4641,2675054,5710594,TRUE,"Bryopsida",5710594,"Kiaeria starkei",398,"Kiaeria","Arctoa starkei"
7967672,"Polytrichastrum alpinum (Hedw.) G.L.Sm.","Polytrichastrum alpinum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Polytrichales","Polytrichaceae","Polytrichastrum","Polytrichastrum alpinum",6,35,12259753,620,4669,2682927,7967672,FALSE,"Polytrichopsida",NA,"Polytrichastrum alpinum",400,"Polytrichastrum","Polytrichastrum alpinum"
2683058,"Polytrichum piliferum Hedw.","Polytrichum piliferum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Polytrichales","Polytrichaceae","Polytrichum","Polytrichum piliferum",6,35,12259753,620,4669,2683053,2683058,FALSE,"Polytrichopsida",NA,"Polytrichum piliferum",401,"Polytrichum","Polytrichum piliferum"
5286358,"Gymnomitrion concinnatum (Lightf.) Corda","Gymnomitrion concinnatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Gymnomitriaceae","Gymnomitrion","Gymnomitrion concinnatum",6,9,126,381,6138,2689249,5286358,FALSE,"Jungermanniopsida",NA,"Gymnomitrion concinnatum",402,"Gymnomitrion","Gymnomitrion concinnatum"
5261360,"Stereocaulon alpinum Laurer","Stereocaulon alpinum","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Stereocaulaceae","Stereocaulon","Stereocaulon alpinum",5,95,180,1048,8302,2608513,5261360,FALSE,"Lecanoromycetes",NA,"Stereocaulon alpinum",403,"Stereocaulon","Stereocaulon alpinum"
2689446,"Gymnocolea inflata (Huds.) Dumort.","Gymnocolea inflata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Anastrophyllaceae","Gymnocolea","Gymnocolea inflata",6,9,126,381,2292,2689444,2689446,FALSE,"Jungermanniopsida",NA,"Gymnocolea inflata",404,"Gymnocolea","Gymnocolea inflata"
2689138,"Pleurocladula albescens (Hook.) Grolle","Pleurocladula albescens","SPECIES","SYNONYM",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Cephaloziaceae","Fuscocephaloziopsis","Fuscocephaloziopsis albescens",6,9,126,381,2288,2689160,9424497,TRUE,"Jungermanniopsida",9424497,"Pleurocladula albescens",405,"Pleurocladula","Fuscocephaloziopsis albescens"
2675446,"Dicranum scoparium Hedw.","Dicranum scoparium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Dicranales","Dicranaceae","Dicranum","Dicranum scoparium",6,35,327,1335,4635,2672916,2675446,FALSE,"Bryopsida",NA,"Dicranum scoparium",407,"Dicranum","Dicranum scoparium"
5710214,"Anthelia juratzkana (Limpr.) Trevis.","Anthelia juratzkana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Antheliaceae","Anthelia","Anthelia juratzkana",6,9,126,381,6142,2689309,5710214,FALSE,"Jungermanniopsida",NA,"Anthelia juratzkana",408,"Anthelia","Anthelia juratzkana"
7083701,"Cornicularia divergens Ach.","Cornicularia divergens","SPECIES","SYNONYM",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Bryocaulon","Bryocaulon divergens",5,95,180,1048,8305,7084007,7862893,TRUE,"Lecanoromycetes",7862893,"Cornicularia divergens",409,"Cornicularia","Bryocaulon divergens"
2883015,"Loiseleuria procumbens (L.) Desv.","Loiseleuria procumbens","SPECIES","SYNONYM",97,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Kalmia","Kalmia procumbens",6,7707728,220,1353,2505,2882989,7601217,TRUE,"Magnoliopsida",7601217,"Loiseleuria procumbens",410,"Loiseleuria","Kalmia procumbens"
2601134,"Solorina crocea (L.) Ach.","Solorina crocea","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Peltigerales","Peltigeraceae","Solorina","Solorina crocea",5,95,180,1055,8373,2601132,2601134,FALSE,"Lecanoromycetes",NA,"Solorina crocea",411,"Solorina","Solorina crocea"
2675451,"Dicranum elongatum Schleich. ex Schwägr.","Dicranum elongatum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Bryophyta","Dicranales","Dicranaceae","Dicranum","Dicranum elongatum",6,35,327,1335,4635,2672916,2675451,FALSE,"Bryopsida",NA,"Dicranum elongatum",412,"Dicranum","Dicranum elongatum"
4279998,"Polytrichastrum alpinum var. septentrionale (Sw. ex Brid.) G.L.Sm.","Polytrichastrum alpinum septentrionale","VARIETY","SYNONYM",99,"EXACT","Plantae","Bryophyta","Polytrichales","Polytrichaceae","Polytrichastrum","Polytrichastrum septentrionale",6,35,12259753,620,4669,2682927,11062251,TRUE,"Polytrichopsida",11062251,"Polytrichastrum alpinum var. septentrionale",413,"Polytrichastrum","Polytrichastrum septentrionale"
2682935,"Polytrichastrum sexangulare (Flörke ex Brid.) G.L.Sm.","Polytrichastrum sexangulare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Polytrichales","Polytrichaceae","Polytrichastrum","Polytrichastrum sexangulare",6,35,12259753,620,4669,2682927,2682935,FALSE,"Polytrichopsida",NA,"Polytrichastrum sexangulare",414,"Polytrichastrum","Polytrichastrum sexangulare"
2689224,"Tritomaria quinquedentata (Huds.) H.Buch","Tritomaria quinquedentata","SPECIES","SYNONYM",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Lophoziaceae","Trilophozia","Trilophozia quinquedentata",6,9,126,381,3229887,4901092,7506619,TRUE,"Jungermanniopsida",7506619,"Tritomaria quinquedentata",415,"Tritomaria","Trilophozia quinquedentata"
2675441,"Dicranum brevifolium (Lindb.) Lindb.","Dicranum brevifolium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Dicranales","Dicranaceae","Dicranum","Dicranum brevifolium",6,35,327,1335,4635,2672916,2675441,FALSE,"Bryopsida",NA,"Dicranum brevifolium",416,"Dicranum","Dicranum brevifolium"
5282641,"Pohlia cruda (Hedw.) Lindb.","Pohlia cruda","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Bryales","Mniaceae","Pohlia","Pohlia cruda",6,35,327,1333,8742,2673641,5282641,FALSE,"Bryopsida",NA,"Pohlia cruda",417,"Pohlia","Pohlia cruda"
2689431,"Barbilophozia kunzeana (Huebener) Müll.Frib.","Barbilophozia kunzeana","SPECIES","SYNONYM",97,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Anastrophyllaceae","Schljakovia","Schljakovia kunzeana",6,9,126,381,2292,4891040,7698056,TRUE,"Jungermanniopsida",7698056,"Barbilophozia kunzeana",418,"Barbilophozia","Schljakovia kunzeana"
2599950,"Pertusaria dactylina (Ach.) Nyl.","Pertusaria dactylina","SPECIES","SYNONYM",99,"EXACT","Fungi","Ascomycota","Pertusariales","Pertusariaceae","Lepra","Lepra dactylina",5,95,180,1051,4113,6773940,10739933,TRUE,"Lecanoromycetes",10739933,"Pertusaria dactylina",419,"Pertusaria","Lepra dactylina"
4277076,"Marsupella brevissima (Dumort.) Grolle","Marsupella brevissima","SPECIES","SYNONYM",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Gymnomitriaceae","Gymnomitrion","Gymnomitrion brevissimum",6,9,126,381,6138,2689249,9462026,TRUE,"Jungermanniopsida",9462026,"Marsupella brevissima",420,"Marsupella","Gymnomitrion brevissimum"
2689433,"Barbilophozia hatcheri (A.Evans) Loeske","Barbilophozia hatcheri","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Anastrophyllaceae","Barbilophozia","Barbilophozia hatcheri",6,9,126,381,2292,2689428,2689433,FALSE,"Jungermanniopsida",NA,"Barbilophozia hatcheri",421,"Barbilophozia","Barbilophozia hatcheri"
4280791,"Sphagnum warnstorfii Russow","Sphagnum warnstorfii","SPECIES","ACCEPTED",98,"EXACT","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum warnstorfii",6,35,190,623,4673,2668958,4280791,FALSE,"Sphagnopsida",NA,"Sphagnum warnstorfii",422,"Sphagnum","Sphagnum warnstorfii"
8227194,"Sphagnum capillifolium (Ehrh.) Hedw.","Sphagnum capillifolium","SPECIES","ACCEPTED",98,"EXACT","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum capillifolium",6,35,190,623,4673,2668958,8227194,FALSE,"Sphagnopsida",NA,"Sphagnum capillifolium",423,"Sphagnum","Sphagnum capillifolium"
5710918,"Drepanocladus uncinatus (Hedw.) Warnst.","Drepanocladus uncinatus","SPECIES","SYNONYM",99,"EXACT","Plantae","Bryophyta","Hypnales","Scorpidiaceae","Sanionia","Sanionia uncinata",6,35,327,617,4894159,2681648,2681651,TRUE,"Bryopsida",2681651,"Drepanocladus uncinatus",424,"Drepanocladus","Sanionia uncinata"
8480476,"Lophozia grandiretis (Lindb. ex Kaal.) Schiffn.","Lophozia grandiretis","SPECIES","SYNONYM",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Scapaniaceae","Protochilopsis","Protochilopsis grandiretis",6,9,126,381,6129,10990347,11056575,TRUE,"Jungermanniopsida",11056575,"Lophozia grandiretis",425,"Lophozia","Protochilopsis grandiretis"
2676867,"Bryum pseudotriquetrum (Hedw.) G.Gaertn., B.Mey. & Scherb.","Bryum pseudotriquetrum","SPECIES","SYNONYM",97,"EXACT","Plantae","Bryophyta","Bryales","Bryaceae","Ptychostomum","Ptychostomum pseudotriquetrum",6,35,327,1333,8736,3230073,7459211,TRUE,"Bryopsida",7459211,"Bryum pseudotriquetrum",427,"Bryum","Ptychostomum pseudotriquetrum"
7267509,"Cerastium glabratum (Wahlenb.) C.Hartm.","Cerastium glabratum","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Caryophyllaceae","Cerastium","Cerastium alpinum",6,7707728,220,422,2518,2873815,3085450,TRUE,"Magnoliopsida",3085450,"Cerastium glabratum",429,"Cerastium","Cerastium alpinum"
2677570,"Cyrtomnium hymenophyllum (Bruch & Schimp.) Holmen","Cyrtomnium hymenophyllum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Bryales","Mniaceae","Cyrtomnium","Cyrtomnium hymenophyllum",6,35,327,1333,8742,2677568,2677570,FALSE,"Bryopsida",NA,"Cyrtomnium hymenophyllum",431,"Cyrtomnium","Cyrtomnium hymenophyllum"
3033289,"Trollius europaeus L.","Trollius europaeus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ranunculales","Ranunculaceae","Trollius","Trollius europaeus",6,7707728,220,399,2410,3033288,3033289,FALSE,"Magnoliopsida",NA,"Trollius europaeus",432,"Trollius","Trollius europaeus"
2672949,"Dicranum fuscescens Turner","Dicranum fuscescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Dicranales","Dicranaceae","Dicranum","Dicranum fuscescens",6,35,327,1335,4635,2672916,2672949,FALSE,"Bryopsida",NA,"Dicranum fuscescens",433,"Dicranum","Dicranum fuscescens"
10237201,"Salix hastata x lanata","Salix hastata x lanata","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix hastata × lanata subsp. lanata",6,7707728,220,1414,6664,3039576,9993460,TRUE,"Magnoliopsida",9993460,"Salix hastata x lanata",434,"Salix","Salix hastata"
2689403,"Leiocolea heterocolpos (Thed. ex Hartm.) H.Buch","Leiocolea heterocolpos","SPECIES","SYNONYM",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Jungermanniaceae","Mesoptychia","Mesoptychia heterocolpos",6,9,126,381,6136,2689389,8774925,TRUE,"Jungermanniopsida",8774925,"Leiocolea heterocolpos",435,"Leiocolea","Mesoptychia heterocolpos"
2728226,"Carex brunnescens (Pers.) Poir.","Carex brunnescens","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex brunnescens",6,7707728,196,1369,7708,2721893,2728226,FALSE,"Liliopsida",NA,"Carex brunnescens",436,"Carex","Carex brunnescens"
3033363,"Ranunculus acris L.","Ranunculus acris","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus acris",6,7707728,220,399,2410,3033294,3033363,FALSE,"Magnoliopsida",NA,"Ranunculus acris",437,"Ranunculus","Ranunculus acris"
7918641,"Salix phylicifolia L.","Salix phylicifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix phylicifolia",6,7707728,220,1414,6664,3039576,7918641,FALSE,"Magnoliopsida",NA,"Salix phylicifolia",438,"Salix","Salix phylicifolia"
2706518,"Agrostis mertensii Trin.","Agrostis mertensii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Agrostis","Agrostis mertensii",6,7707728,196,1369,3073,2706434,2706518,FALSE,"Liliopsida",NA,"Agrostis mertensii",439,"Agrostis","Agrostis mertensii"
7972010,"Cardamine pratensis L.","Cardamine pratensis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Brassicales","Brassicaceae","Cardamine","Cardamine pratensis",6,7707728,220,7225535,3112,3045622,7972010,FALSE,"Magnoliopsida",NA,"Cardamine pratensis",440,"Cardamine","Cardamine pratensis"
4036834,"Rumex alpestris subsp. lapponicus (Hiitonen) Jalas","Rumex alpestris lapponicus","SUBSPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Polygonaceae","Rumex","Rumex lapponicus",6,7707728,220,422,2416,2888942,2888971,TRUE,"Magnoliopsida",2888971,"Rumex alpestris subsp. lapponicus",441,"Rumex","Rumex lapponicus"
2705975,"Anthoxanthum odoratum L.","Anthoxanthum odoratum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Anthoxanthum","Anthoxanthum odoratum",6,7707728,196,1369,3073,2705971,2705975,FALSE,"Liliopsida",NA,"Anthoxanthum odoratum",442,"Anthoxanthum","Anthoxanthum odoratum"
3032808,"Saxifraga stellaris L.","Saxifraga stellaris","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Saxifragales","Saxifragaceae","Micranthes","Micranthes stellaris",6,7707728,220,7219248,2402,6447095,5567578,TRUE,"Magnoliopsida",9443922,"Saxifraga stellaris",443,"Saxifraga","Micranthes stellaris"
2722942,"Carex canescens L.","Carex canescens","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex canescens",6,7707728,196,1369,7708,2721893,2722942,FALSE,"Liliopsida",NA,"Carex canescens",444,"Carex","Carex canescens"
2726416,"Carex magellanica Lam.","Carex magellanica","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex magellanica",6,7707728,196,1369,7708,2721893,2726416,FALSE,"Liliopsida",NA,"Carex magellanica",445,"Carex","Carex magellanica"
2726725,"Carex rostrata Stokes","Carex rostrata","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex rostrata",6,7707728,196,1369,7708,2721893,2726725,FALSE,"Liliopsida",NA,"Carex rostrata",446,"Carex","Carex rostrata"
3020532,"Comarum palustre L.","Comarum palustre","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Rosales","Rosaceae","Comarum","Comarum palustre",6,7707728,220,691,5015,3020531,3020532,FALSE,"Magnoliopsida",NA,"Comarum palustre",447,"Comarum","Comarum palustre"
2669078,"Sphagnum lindbergii Schimp.","Sphagnum lindbergii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum lindbergii",6,35,190,623,4673,2668958,2669078,FALSE,"Sphagnopsida",NA,"Sphagnum lindbergii",448,"Sphagnum","Sphagnum lindbergii"
8400367,"Sphagnum riparium Ångstr.","Sphagnum riparium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum riparium",6,35,190,623,4673,2668958,8400367,FALSE,"Sphagnopsida",NA,"Sphagnum riparium",449,"Sphagnum","Sphagnum riparium"
12245166,"Sphagnum teres (Schimp.) Ångstr. ex C.Hartm.","Sphagnum teres","SPECIES","ACCEPTED",98,"EXACT","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum teres",6,35,190,623,4673,2668958,12245166,FALSE,"Sphagnopsida",NA,"Sphagnum teres",450,"Sphagnum","Sphagnum teres"
2681726,"Straminergon stramineum (Dicks. ex Brid.) Hedenäs","Straminergon stramineum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Hypnales","Calliergonaceae","Straminergon","Straminergon stramineum",6,35,327,617,5838396,2681725,2681726,FALSE,"Bryopsida",NA,"Straminergon stramineum",451,"Straminergon","Straminergon stramineum"
2725881,"Carex limosa L.","Carex limosa","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex limosa",6,7707728,196,1369,7708,2721893,2725881,FALSE,"Liliopsida",NA,"Carex limosa",452,"Carex","Carex limosa"
