"usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus","species","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","synonym","class","acceptedUsageKey","verbatim_name","verbatim_index","verbatim_genus","accepted_name"
5332004,"Betula nana L.","Betula nana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Fagales","Betulaceae","Betula","Betula nana",6,7707728,220,1354,4688,2875008,5332004,FALSE,"Magnoliopsida",NA,"Betula nana",1,"Betula","Betula nana"
2729338,"Carex parallela (Laest.) Sommerf.","Carex parallela","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex parallela",6,7707728,196,1369,7708,2721893,2729338,FALSE,"Liliopsida",NA,"Carex parallela",2,"Carex","Carex parallela"
2725816,"Carex vaginata Tausch","Carex vaginata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex vaginata",6,7707728,196,1369,7708,2721893,2725816,FALSE,"Liliopsida",NA,"Carex vaginata",3,"Carex","Carex vaginata"
5333401,"Cassiope tetragona (L.) D.Don","Cassiope tetragona","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Cassiope","Cassiope tetragona",6,7707728,220,1353,2505,2882766,5333401,FALSE,"Magnoliopsida",NA,"Cassiope tetragona",4,"Cassiope","Cassiope tetragona"
4889932,"Dryas octopetala L.","Dryas octopetala","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Rosales","Rosaceae","Dryas","Dryas octopetala",6,7707728,220,691,5015,3000739,4889932,FALSE,"Magnoliopsida",NA,"Dryas octopetala",5,"Dryas","Dryas octopetala"
7288768,"Empetrum nigrum var. nigrum","Empetrum nigrum nigrum","VARIETY","SYNONYM",96,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum nigrum",6,7707728,220,1353,2505,2888367,8925249,TRUE,"Magnoliopsida",8925249,"Empetrum nigrum/Empetrum nigrum subsp. hermaphroditum",6,"Empetrum","Empetrum nigrum"
2687948,"Equisetum scirpoides Michx.","Equisetum scirpoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum scirpoides",6,7707728,7228684,954,3105,2687913,2687948,FALSE,"Polypodiopsida",NA,"Equisetum scirpoides",7,"Equisetum","Equisetum scirpoides"
4038577,"Persicaria vivipara (L.) Ronse Decr.","Persicaria vivipara","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Polygonaceae","Bistorta","Bistorta vivipara",6,7707728,220,422,2416,8148051,2889299,TRUE,"Magnoliopsida",2889299,"Persicaria vivipara",8,"Persicaria","Bistorta vivipara"
2883075,"Rhododendron lapponicum (L.) Wahlenb.","Rhododendron lapponicum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Rhododendron","Rhododendron lapponicum",6,7707728,220,1353,2505,2883026,2883075,FALSE,"Magnoliopsida",NA,"Rhododendron lapponicum",9,"Rhododendron","Rhododendron lapponicum"
5372693,"Salix reticulata L.","Salix reticulata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix reticulata",6,7707728,220,1414,6664,3039576,5372693,FALSE,"Magnoliopsida",NA,"Salix reticulata",10,"Salix","Salix reticulata"
2864429,"Tofieldia pusilla (Michx.) Pers.","Tofieldia pusilla","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Tofieldiaceae","Tofieldia","Tofieldia pusilla",6,7707728,196,551,3724,8114354,2864429,FALSE,"Liliopsida",NA,"Tofieldia pusilla",11,"Tofieldia","Tofieldia pusilla"
8073364,"Vaccinium uliginosum L.","Vaccinium uliginosum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium uliginosum",6,7707728,220,1353,2505,2882813,8073364,FALSE,"Magnoliopsida",NA,"Vaccinium uliginosum",12,"Vaccinium","Vaccinium uliginosum"
5333413,"Andromeda polifolia L.","Andromeda polifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Andromeda","Andromeda polifolia",6,7707728,220,1353,2505,2882786,5333413,FALSE,"Magnoliopsida",NA,"Andromeda polifolia",16,"Andromeda","Andromeda polifolia"
2882527,"Arctous alpina (L.) Nied.","Arctous alpina","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos alpinus",6,7707728,220,1353,2505,2882486,8317978,TRUE,"Magnoliopsida",8317978,"Arctous alpina",17,"Arctous","Arctostaphylos alpinus"
5345014,"Astragalus alpinus L.","Astragalus alpinus","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Fabales","Fabaceae","Astragalus","Astragalus alpinus",6,7707728,220,1370,5386,2933951,5345014,FALSE,"Magnoliopsida",NA,"Astragalus alpinus",18,"Astragalus","Astragalus alpinus"
5343710,"Astragalus frigidus (L.) A.Gray","Astragalus frigidus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Fabales","Fabaceae","Astragalus","Astragalus frigidus",6,7707728,220,1370,5386,2933951,5343710,FALSE,"Magnoliopsida",NA,"Astragalus frigidus",19,"Astragalus","Astragalus frigidus"
3170807,"Bartsia alpina L.","Bartsia alpina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Lamiales","Orobanchaceae","Bartsia","Bartsia alpina",6,7707728,220,408,6651,3170806,3170807,FALSE,"Magnoliopsida",NA,"Bartsia alpina",20,"Bartsia","Bartsia alpina"
5331751,"Betula pubescens var. pumila (Zanoni ex Murray) Govaerts","Betula pubescens pumila","VARIETY","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Fagales","Betulaceae","Betula","Betula pubescens",6,7707728,220,1354,4688,2875008,9118014,FALSE,"Magnoliopsida",NA,"Betula pubescens var. pumila",21,"Betula","Betula pubescens"
2688420,"Diphasiastrum alpinum (L.) Holub","Diphasiastrum alpinum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Lycopodiales","Lycopodiaceae","Diphasiastrum","Diphasiastrum alpinum",6,7707728,245,421,6725,6385542,2688420,FALSE,"Lycopodiopsida",NA,"Diphasiastrum alpinum",22,"Diphasiastrum","Diphasiastrum alpinum"
2704951,"Festuca ovina L.","Festuca ovina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Festuca","Festuca ovina",6,7707728,196,1369,3073,2704913,2704951,FALSE,"Liliopsida",NA,"Festuca ovina",23,"Festuca","Festuca ovina"
2700795,"Luzula spicata (L.) DC.","Luzula spicata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Juncaceae","Luzula","Luzula spicata",6,7707728,196,1369,5353,2700604,2700795,FALSE,"Liliopsida",NA,"Luzula spicata",24,"Luzula","Luzula spicata"
5415065,"Pinguicula vulgaris L.","Pinguicula vulgaris","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula vulgaris",6,7707728,220,408,2391,3172450,5415065,FALSE,"Magnoliopsida",NA,"Pinguicula vulgaris",25,"Pinguicula","Pinguicula vulgaris"
4270535,"Poa alpigena Lindm.","Poa alpigena","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Poa","Poa alpigena",6,7707728,196,1369,3073,2704173,4270535,FALSE,"Liliopsida",NA,"Poa alpigena",26,"Poa","Poa alpigena"
4170674,"Pyrola norvegica Knaben","Pyrola norvegica","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Pyrola","Pyrola rotundifolia",6,7707728,220,1353,2505,2888249,2888269,TRUE,"Magnoliopsida",4170192,"Pyrola norvegica",27,"Pyrola","Pyrola rotundifolia"
5372554,"Salix hastata L.","Salix hastata","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix hastata",6,7707728,220,1414,6664,3039576,5372554,FALSE,"Magnoliopsida",NA,"Salix hastata",28,"Salix","Salix hastata"
7103992,"Salix myrsinites L.","Salix myrsinites","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix myrsinites",6,7707728,220,1414,6664,3039576,7103992,FALSE,"Magnoliopsida",NA,"Salix myrsinites",29,"Salix","Salix myrsinites"
5384754,"Silene acaulis (L.) Jacq.","Silene acaulis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Caryophyllaceae","Silene","Silene acaulis",6,7707728,220,422,2518,3085897,5384754,FALSE,"Magnoliopsida",NA,"Silene acaulis",30,"Silene","Silene acaulis"
2882835,"Vaccinium vitis-idaea L.","Vaccinium vitis-idaea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea",6,7707728,220,1353,2505,2882813,2882835,FALSE,"Magnoliopsida",NA,"Vaccinium vitis-idaea",31,"Vaccinium","Vaccinium vitis-idaea"
2787993,"Pseudorchis albida (L.) Á.Löve & D.Löve","Pseudorchis albida","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Orchidaceae","Pseudorchis","Pseudorchis albida",6,7707728,196,1169,7689,7894706,2787993,FALSE,"Liliopsida",NA,"Pseudorchis albida",32,"Pseudorchis","Pseudorchis albida"
2791364,"Chamorchis alpina (L.) Rich.","Chamorchis alpina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Orchidaceae","Chamorchis","Chamorchis alpina",6,7707728,196,1169,7689,2791363,2791364,FALSE,"Liliopsida",NA,"Chamorchis alpina",33,"Chamorchis","Chamorchis alpina"
3171711,"Pedicularis lapponica L.","Pedicularis lapponica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Lamiales","Orobanchaceae","Pedicularis","Pedicularis lapponica",6,7707728,220,408,6651,3171670,3171711,FALSE,"Magnoliopsida",NA,"Pedicularis lapponica",34,"Pedicularis","Pedicularis lapponica"
2704877,"Calamagrostis lapponica (Wahlenb.) Hartm.","Calamagrostis lapponica","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Calamagrostis","Calamagrostis lapponica",6,7707728,196,1369,3073,2704858,2704877,FALSE,"Liliopsida",NA,"Calamagrostis lapponica",35,"Calamagrostis","Calamagrostis lapponica"
7920625,"Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher","Empetrum nigrum hermaphroditum","SUBSPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum hermaphroditum",6,7707728,220,1353,2505,2888367,6387994,TRUE,"Magnoliopsida",6387994,"Empetrum nigrum subsp. hermaphroditum",36,"Empetrum","Empetrum hermaphroditum"
2723767,"Carex rupestris All.","Carex rupestris","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex rupestris",6,7707728,196,1369,7708,2721893,2723767,FALSE,"Liliopsida",NA,"Carex rupestris",37,"Carex","Carex rupestris"
7845022,"Gymnadenia conopsea (L.) R.Br.","Gymnadenia conopsea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Orchidaceae","Gymnadenia","Gymnadenia conopsea",6,7707728,196,1169,7689,7771219,7845022,FALSE,"Liliopsida",NA,"Gymnadenia conopsea",38,"Gymnadenia","Gymnadenia conopsea"
2687920,"Equisetum variegatum Schleich. ex F.Weber & D.Mohr","Equisetum variegatum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum variegatum",6,7707728,7228684,954,3105,2687913,2687920,FALSE,"Polypodiopsida",NA,"Equisetum variegatum",39,"Equisetum","Equisetum variegatum"
2684709,"Juniperus communis L.","Juniperus communis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Pinales","Cupressaceae","Juniperus","Juniperus communis",6,7707728,194,640,8144,2684359,2684709,FALSE,"Pinopsida",NA,"Juniperus communis",40,"Juniperus","Juniperus communis"
8165236,"Saxifraga aizoides L.","Saxifraga aizoides","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga aizoides",6,7707728,220,7219248,2402,2987833,8165236,FALSE,"Magnoliopsida",NA,"Saxifraga aizoides",41,"Saxifraga","Saxifraga aizoides"
8353146,"Saxifraga oppositifolia L.","Saxifraga oppositifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga oppositifolia",6,7707728,220,7219248,2402,2987833,8353146,FALSE,"Magnoliopsida",NA,"Saxifraga oppositifolia",42,"Saxifraga","Saxifraga oppositifolia"
2998290,"Rubus chamaemorus L.","Rubus chamaemorus","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Rosales","Rosaceae","Rubus","Rubus chamaemorus",6,7707728,220,691,5015,2988638,2998290,FALSE,"Magnoliopsida",NA,"Rubus chamaemorus",43,"Rubus","Rubus chamaemorus"
5404542,"Saussurea alpina (L.) DC.","Saussurea alpina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Saussurea","Saussurea alpina",6,7707728,220,414,3065,2752681,5404542,FALSE,"Magnoliopsida",NA,"Saussurea alpina",44,"Saussurea","Saussurea alpina"
8925249,"Empetrum nigrum L.","Empetrum nigrum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum nigrum",6,7707728,220,1353,2505,2888367,8925249,FALSE,"Magnoliopsida",NA,"Empetrum nigrum",45,"Empetrum","Empetrum nigrum"
7840960,"Arctostaphylos alpina Payot","Arctostaphylos alpina","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos uva-ursi",6,7707728,220,1353,2505,2882486,2882580,TRUE,"Magnoliopsida",2882580,"Arctostaphylos alpina",47,"Arctostaphylos","Arctostaphylos uva-ursi"
8932465,"Chamaeorchis alpinus (L.) Rich.","Chamaeorchis alpinus","SPECIES","SYNONYM",96,"FUZZY","Plantae","Tracheophyta","Asparagales","Orchidaceae","Chamorchis","Chamorchis alpina",6,7707728,196,1169,7689,2791363,2791364,TRUE,"Liliopsida",2791364,"Chamaeorchis alpina",48,"Chamaeorchis","Chamorchis alpina"
10950385,"Cladonia arbuscula (Wallr.) Flot.","Cladonia arbuscula","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia arbuscula",5,95,180,1048,8328,2607519,10950385,FALSE,"Lecanoromycetes",NA,"Cladonia arbuscula",49,"Cladonia","Cladonia arbuscula"
7246646,"Cladonia furcata (Huds.) Baumg.","Cladonia furcata","SPECIES","ACCEPTED",98,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia furcata",5,95,180,1048,8328,2607519,7246646,FALSE,"Lecanoromycetes",NA,"Cladonia furcata",50,"Cladonia","Cladonia furcata"
2675490,"Dicranum groenlandicum Brid.","Dicranum groenlandicum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Dicranales","Dicranaceae","Dicranum","Dicranum groenlandicum",6,35,327,1335,4635,2672916,2675490,FALSE,"Bryopsida",NA,"Dicranum groenlandicum",51,"Dicranum","Dicranum groenlandicum"
6387994,"Empetrum hermaphroditum Hagerup","Empetrum hermaphroditum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum hermaphroditum",6,7707728,220,1353,2505,2888367,6387994,FALSE,"Magnoliopsida",NA,"Empetrum hermaphroditum",52,"Empetrum","Empetrum hermaphroditum"
2605422,"Flavocetraria cucullata (Bellardi) Kärnefelt & A.Thell","Flavocetraria cucullata","SPECIES","SYNONYM",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Nephromopsis","Nephromopsis cucullata",5,95,180,1048,8305,6607767,10307780,TRUE,"Lecanoromycetes",10307780,"Flavocetraria cucullata",53,"Flavocetraria","Nephromopsis cucullata"
5837638,"Mylia anomala (Hook.) Gray","Mylia anomala","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Myliaceae","Mylia","Mylia anomala",6,9,126,381,6132,3229868,5837638,FALSE,"Jungermanniopsida",NA,"Mylia anomala",54,"Mylia","Mylia anomala"
5415064,"Pinguicula villosa L.","Pinguicula villosa","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula villosa",6,7707728,220,408,2391,3172450,5415064,FALSE,"Magnoliopsida",NA,"Pinguicula villosa",55,"Pinguicula","Pinguicula villosa"
5282610,"Pohlia nutans (Hedw.) Lindb.","Pohlia nutans","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Bryales","Mniaceae","Pohlia","Pohlia nutans",6,35,327,1333,8742,2673641,5282610,FALSE,"Bryopsida",NA,"Pohlia nutans",56,"Pohlia","Pohlia nutans"
2683060,"Polytrichum strictum Menzies ex Brid.","Polytrichum strictum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Bryophyta","Polytrichales","Polytrichaceae","Polytrichum","Polytrichum strictum",6,35,12259753,620,4669,2683053,2683060,FALSE,"Polytrichopsida",NA,"Polytrichum strictum",57,"Polytrichum","Polytrichum strictum"
2669215,"Sphagnum fuscum (Schimp.) H.Klinggr.","Sphagnum fuscum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","Sphagnum fuscum",6,35,190,623,4673,2668958,2669215,FALSE,"Sphagnopsida",NA,"Sphagnum fuscum",58,"Sphagnum","Sphagnum fuscum"
8344892,"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh. ex Busch","Vaccinium microcarpum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium microcarpum",6,7707728,220,1353,2505,2882813,8344892,FALSE,"Magnoliopsida",NA,"Vaccinium microcarpum",59,"Vaccinium","Vaccinium microcarpum"
2730185,"Eriophorum vaginatum L.","Eriophorum vaginatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Eriophorum","Eriophorum vaginatum",6,7707728,196,1369,7708,2730118,2730185,FALSE,"Liliopsida",NA,"Eriophorum vaginatum",61,"Eriophorum","Eriophorum vaginatum"
2605275,"Cetraria aculeata (Schreb.) Fr.","Cetraria aculeata","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Cetraria","Cetraria aculeata",5,95,180,1048,8305,2601309,2605275,FALSE,"Lecanoromycetes",NA,"Cetraria aculeata",62,"Cetraria","Cetraria aculeata"
2607596,"Cladonia gracilis (L.) Willd.","Cladonia gracilis","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia gracilis",5,95,180,1048,8328,2607519,2607596,FALSE,"Lecanoromycetes",NA,"Cladonia gracilis",63,"Cladonia","Cladonia gracilis"
2605428,"Flavocetraria nivalis (L.) Kärnefelt & A.Thell","Flavocetraria nivalis","SPECIES","SYNONYM",98,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Nephromopsis","Nephromopsis nivalis",5,95,180,1048,8305,6607767,10375240,TRUE,"Lecanoromycetes",10375240," Flavocetraria nivalis",64,"","Nephromopsis nivalis"
2600204,"Ochrolechia frigida (Sw.) Lynge","Ochrolechia frigida","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Pertusariales","Ochrolechiaceae","Ochrolechia","Ochrolechia frigida",5,95,180,1051,4114,2569815,2600204,FALSE,"Lecanoromycetes",NA,"Ochrolechia frigida",65,"Ochrolechia","Ochrolechia frigida"
5261338,"Sphaerophorus globosus (Huds.) Vain.","Sphaerophorus globosus","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Sphaerophoraceae","Sphaerophorus","Sphaerophorus globosus",5,95,180,1048,4810,2608411,5261338,FALSE,"Lecanoromycetes",NA,"Sphaerophorus globosus",66,"Sphaerophorus","Sphaerophorus globosus"
2675975,"Aulacomnium turgidum (Wahlenb.) Schwägr.","Aulacomnium turgidum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Aulacomniales","Aulacomniaceae","Aulacomnium","Aulacomnium turgidum",6,35,327,12215795,4625,2675974,2675975,FALSE,"Bryopsida",NA,"Aulacomnium turgidum",67,"Aulacomnium","Aulacomnium turgidum"
4279883,"Calliergon stramineum (Dicks. ex Brid.) Kindb.","Calliergon stramineum","SPECIES","SYNONYM",99,"EXACT","Plantae","Bryophyta","Hypnales","Calliergonaceae","Straminergon","Straminergon stramineum",6,35,327,617,5838396,2681725,2681726,TRUE,"Bryopsida",2681726,"Calliergon stramineum",68,"Calliergon","Straminergon stramineum"
4277582,"Riccardia latifrons (Lindb.) Lindb.","Riccardia latifrons","SPECIES","ACCEPTED",95,"FUZZY","Plantae","Marchantiophyta","Metzgeriales","Aneuraceae","Riccardia","Riccardia latifrons",6,9,126,380,6125,2689531,4277582,FALSE,"Jungermanniopsida",NA,"Riccardia latifrans",69,"Riccardia","Riccardia latifrons"
2688706,"Ptilidium ciliare (L.) Hampe","Ptilidium ciliare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Ptilidiales","Ptilidiaceae","Ptilidium","Ptilidium ciliare",6,9,126,914,6116,2688705,2688706,FALSE,"Jungermanniopsida",NA,"Ptilidium ciliare",72,"Ptilidium","Ptilidium ciliare"
2605272,"Cetraria islandica (L.) Ach.","Cetraria islandica","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Cetraria","Cetraria islandica",5,95,180,1048,8305,2601309,2605272,FALSE,"Lecanoromycetes",NA,"Cetraria islandica",73,"Cetraria","Cetraria islandica"
2679715,"Pleurozium schreberi (Willd. ex Brid.) Mitt.","Pleurozium schreberi","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Hypnales","Hylocomiaceae","Pleurozium","Pleurozium schreberi",6,35,327,617,4652,2679714,2679715,FALSE,"Bryopsida",NA,"Pleurozium schreberi",74,"Pleurozium","Pleurozium schreberi"
2689429,"Barbilophozia lycopodioides (Wallr.) Loeske","Barbilophozia lycopodioides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Jungermanniales","Anastrophyllaceae","Barbilophozia","Barbilophozia lycopodioides",6,9,126,381,2292,2689428,2689429,FALSE,"Jungermanniopsida",NA,"Barbilophozia lycopodioides",77,"Barbilophozia","Barbilophozia lycopodioides"
2703179,"Deschampsia flexuosa (L.) Trin.","Deschampsia flexuosa","SPECIES","SYNONYM",97,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Avenella","Avenella flexuosa",6,7707728,196,1369,3073,3232716,4149465,TRUE,"Liliopsida",4149465,"Deschampsia flexuosa",79,"Deschampsia","Avenella flexuosa"
2683084,"Polytrichum commune Hedw.","Polytrichum commune","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Polytrichales","Polytrichaceae","Polytrichum","Polytrichum commune",6,35,12259753,620,4669,2683053,2683084,FALSE,"Polytrichopsida",NA,"Polytrichum commune",81,"Polytrichum","Polytrichum commune"
2882833,"Vaccinium myrtillus L.","Vaccinium myrtillus","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium myrtillus",6,7707728,220,1353,2505,2882813,2882833,FALSE,"Magnoliopsida",NA,"Vaccinium myrtillus",82,"Vaccinium","Vaccinium myrtillus"
8597577,"Cladonia rangiferina (L.) Weber","Cladonia rangiferina","SPECIES","ACCEPTED",98,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia rangiferina",5,95,180,1048,8328,2607519,8597577,FALSE,"Lecanoromycetes",NA,"Cladonia rangiferina",84,"Cladonia","Cladonia rangiferina"
7246653,"Cladonia coccifera (L.) Willd.","Cladonia coccifera","SPECIES","ACCEPTED",94,"FUZZY","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia coccifera",5,95,180,1048,8328,2607519,7246653,FALSE,"Lecanoromycetes",NA,"Cladonia cocciferina",85,"Cladonia","Cladonia coccifera"
2679696,"Hylocomium splendens (Hedw.) Schimp.","Hylocomium splendens","SPECIES","ACCEPTED",98,"EXACT","Plantae","Bryophyta","Hypnales","Hylocomiaceae","Hylocomium","Hylocomium splendens",6,35,327,617,4652,9478252,2679696,FALSE,"Bryopsida",NA,"Hylocomium splendens",86,"Hylocomium","Hylocomium splendens"
2601143,"Peltigera aphthosa (L.) Willd.","Peltigera aphthosa","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Peltigerales","Peltigeraceae","Peltigera","Peltigera aphthosa",5,95,180,1055,8373,2601137,2601143,FALSE,"Lecanoromycetes",NA,"Peltigera aphthosa",87,"Peltigera","Peltigera aphthosa"
2607643,"Cladonia ecmocyna Leight.","Cladonia ecmocyna","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia ecmocyna",5,95,180,1048,8328,2607519,2607643,FALSE,"Lecanoromycetes",NA,"Cladonia ecmocyna",88,"Cladonia","Cladonia ecmocyna"
2687942,"Equisetum pratense Ehrh.","Equisetum pratense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum pratense",6,7707728,7228684,954,3105,2687913,2687942,FALSE,"Polypodiopsida",NA,"Equisetum pratense",89,"Equisetum","Equisetum pratense"
5334220,"Linnaea borealis L.","Linnaea borealis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Dipsacales","Caprifoliaceae","Linnaea","Linnaea borealis",6,7707728,220,946,6710,2888574,5334220,FALSE,"Magnoliopsida",NA,"Linnaea borealis",90,"Linnaea","Linnaea borealis"
5372963,"Salix glauca L.","Salix glauca","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix glauca",6,7707728,220,1414,6664,3039576,5372963,FALSE,"Magnoliopsida",NA,"Salix glauca",91,"Salix","Salix glauca"
8272844,"Lysimachia europaea (L.) U.Manns & Anderb.","Lysimachia europaea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Primulaceae","Lysimachia","Lysimachia europaea",6,7707728,220,1353,6674,3169330,8272844,FALSE,"Magnoliopsida",NA,"Lysimachia europaea",93,"Lysimachia","Lysimachia europaea"
2888310,"Orthilia secunda (L.) House","Orthilia secunda","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Orthilia","Orthilia secunda",6,7707728,220,1353,2505,2888309,2888310,FALSE,"Magnoliopsida",NA,"Orthilia secunda",94,"Orthilia","Orthilia secunda"
