"usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus","species","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","class","acceptedUsageKey","synonym","verbatim_name","verbatim_index","verbatim_genus","accepted_name"
5345014,"Astragalus alpinus L.","Astragalus alpinus","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Fabales","Fabaceae","Astragalus","Astragalus alpinus",6,7707728,220,1370,5386,2933951,5345014,"Magnoliopsida",NA,NA,"Astragalus alpinus",1,"Astragalus","Astragalus alpinus"
3170807,"Bartsia alpina L.","Bartsia alpina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Lamiales","Orobanchaceae","Bartsia","Bartsia alpina",6,7707728,220,408,6651,3170806,3170807,"Magnoliopsida",NA,NA,"Bartsia alpina",2,"Bartsia","Bartsia alpina"
5332004,"Betula nana L.","Betula nana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Fagales","Betulaceae","Betula","Betula nana",6,7707728,220,1354,4688,2875008,5332004,"Magnoliopsida",NA,NA,"Betula nana",3,"Betula","Betula nana"
2729338,"Carex parallela (Laest.) Sommerf.","Carex parallela","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex parallela",6,7707728,196,1369,7708,2721893,2729338,"Liliopsida",NA,NA,"Carex parallela",4,"Carex","Carex parallela"
2725816,"Carex vaginata Tausch","Carex vaginata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex vaginata",6,7707728,196,1369,7708,2721893,2725816,"Liliopsida",NA,NA,"Carex vaginata",5,"Carex","Carex vaginata"
5333401,"Cassiope tetragona (L.) D.Don","Cassiope tetragona","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Cassiope","Cassiope tetragona",6,7707728,220,1353,2505,2882766,5333401,"Magnoliopsida",NA,NA,"Cassiope tetragona",6,"Cassiope","Cassiope tetragona"
4889932,"Dryas octopetala L.","Dryas octopetala","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Rosales","Rosaceae","Dryas","Dryas octopetala",6,7707728,220,691,5015,3000739,4889932,"Magnoliopsida",NA,NA,"Dryas octopetala",7,"Dryas","Dryas octopetala"
7920625,"Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher","Empetrum nigrum hermaphroditum","SUBSPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum hermaphroditum",6,7707728,220,1353,2505,2888367,6387994,"Magnoliopsida",6387994,NA,"Empetrum nigrum/nigrum subsp. hermaphroditum",8,"Empetrum","Empetrum hermaphroditum"
2687948,"Equisetum scirpoides Michx.","Equisetum scirpoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum scirpoides",6,7707728,7228684,954,3105,2687913,2687948,"Polypodiopsida",NA,NA,"Equisetum scirpoides",9,"Equisetum","Equisetum scirpoides"
4038577,"Persicaria vivipara (L.) Ronse Decr.","Persicaria vivipara","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Polygonaceae","Bistorta","Bistorta vivipara",6,7707728,220,422,2416,8148051,2889299,"Magnoliopsida",2889299,NA,"Persicaria vivipara",10,"Persicaria","Bistorta vivipara"
2883075,"Rhododendron lapponicum (L.) Wahlenb.","Rhododendron lapponicum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Rhododendron","Rhododendron lapponicum",6,7707728,220,1353,2505,2883026,2883075,"Magnoliopsida",NA,NA,"Rhododendron lapponicum",11,"Rhododendron","Rhododendron lapponicum"
5372693,"Salix reticulata L.","Salix reticulata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix reticulata",6,7707728,220,1414,6664,3039576,5372693,"Magnoliopsida",NA,NA,"Salix reticulata",12,"Salix","Salix reticulata"
2864429,"Tofieldia pusilla (Michx.) Pers.","Tofieldia pusilla","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Tofieldiaceae","Tofieldia","Tofieldia pusilla",6,7707728,196,551,3724,8114354,2864429,"Liliopsida",NA,NA,"Tofieldia pusilla",13,"Tofieldia","Tofieldia pusilla"
8073364,"Vaccinium uliginosum L.","Vaccinium uliginosum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium uliginosum",6,7707728,220,1353,2505,2882813,8073364,"Magnoliopsida",NA,NA,"Vaccinium uliginosum",14,"Vaccinium","Vaccinium uliginosum"
2882580,"Arctostaphylos uva-ursi (L.) Spreng.","Arctostaphylos uva-ursi","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos uva-ursi",6,7707728,220,1353,2505,2882486,2882580,"Magnoliopsida",NA,NA,"Arctostaphylos uva-ursi",18,"Arctostaphylos","Arctostaphylos uva-ursi"
5343710,"Astragalus frigidus (L.) A.Gray","Astragalus frigidus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Fabales","Fabaceae","Astragalus","Astragalus frigidus",6,7707728,220,1370,5386,2933951,5343710,"Magnoliopsida",NA,NA,"Astragalus frigidus",19,"Astragalus","Astragalus frigidus"
2787993,"Pseudorchis albida (L.) Á.Löve & D.Löve","Pseudorchis albida","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Orchidaceae","Pseudorchis","Pseudorchis albida",6,7707728,196,1169,7689,7894706,2787993,"Liliopsida",NA,NA,"Pseudorchis albida",20,"Pseudorchis","Pseudorchis albida"
5372554,"Salix hastata L.","Salix hastata","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix hastata",6,7707728,220,1414,6664,3039576,5372554,"Magnoliopsida",NA,NA,"Salix hastata",21,"Salix","Salix hastata"
2791364,"Chamorchis alpina (L.) Rich.","Chamorchis alpina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Orchidaceae","Chamorchis","Chamorchis alpina",6,7707728,196,1169,7689,2791363,2791364,"Liliopsida",NA,NA,"Chamorchis alpina",22,"Chamorchis","Chamorchis alpina"
5415065,"Pinguicula vulgaris L.","Pinguicula vulgaris","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula vulgaris",6,7707728,220,408,2391,3172450,5415065,"Magnoliopsida",NA,NA,"Pinguicula vulgaris",23,"Pinguicula","Pinguicula vulgaris"
5333413,"Andromeda polifolia L.","Andromeda polifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Andromeda","Andromeda polifolia",6,7707728,220,1353,2505,2882786,5333413,"Magnoliopsida",NA,NA,"Andromeda polifolia",24,"Andromeda","Andromeda polifolia"
2704951,"Festuca ovina L.","Festuca ovina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Festuca","Festuca ovina",6,7707728,196,1369,3073,2704913,2704951,"Liliopsida",NA,NA,"Festuca ovina",25,"Festuca","Festuca ovina"
2700795,"Luzula spicata (L.) DC.","Luzula spicata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Juncaceae","Luzula","Luzula spicata",6,7707728,196,1369,5353,2700604,2700795,"Liliopsida",NA,NA,"Luzula spicata",26,"Luzula","Luzula spicata"
5384754,"Silene acaulis (L.) Jacq.","Silene acaulis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Caryophyllaceae","Silene","Silene acaulis",6,7707728,220,422,2518,3085897,5384754,"Magnoliopsida",NA,NA,"Silene acaulis",27,"Silene","Silene acaulis"
7924597,"Equisetum arvense L.","Equisetum arvense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum arvense",6,7707728,7228684,954,3105,2687913,7924597,"Polypodiopsida",NA,NA,"Equisetum arvense",28,"Equisetum","Equisetum arvense"
3171711,"Pedicularis lapponica L.","Pedicularis lapponica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Lamiales","Orobanchaceae","Pedicularis","Pedicularis lapponica",6,7707728,220,408,6651,3171670,3171711,"Magnoliopsida",NA,NA,"Pedicularis lapponica",29,"Pedicularis","Pedicularis lapponica"
7103992,"Salix myrsinites L.","Salix myrsinites","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix myrsinites",6,7707728,220,1414,6664,3039576,7103992,"Magnoliopsida",NA,NA,"Salix myrsinites",30,"Salix","Salix myrsinites"
2882835,"Vaccinium vitis-idaea L.","Vaccinium vitis-idaea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea",6,7707728,220,1353,2505,2882813,2882835,"Magnoliopsida",NA,NA,"Vaccinium vitis-idaea",31,"Vaccinium","Vaccinium vitis-idaea"
7647881,"Pyrola grandiflora subsp. norvegica (Knaben) Á.Löve & D.Löve","Pyrola grandiflora norvegica","SUBSPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Pyrola","Pyrola rotundifolia",6,7707728,220,1353,2505,2888249,2888269,"Magnoliopsida",4170192,NA,"Pyrola grandiflora subsp. norvegica",32,"Pyrola","Pyrola rotundifolia"
5331751,"Betula pubescens var. pumila (Zanoni ex Murray) Govaerts","Betula pubescens pumila","VARIETY","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Fagales","Betulaceae","Betula","Betula pubescens",6,7707728,220,1354,4688,2875008,9118014,"Magnoliopsida",NA,NA,"Betula pubescens var. pumila",33,"Betula","Betula pubescens"
4270535,"Poa alpigena Lindm.","Poa alpigena","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Poa","Poa alpigena",6,7707728,196,1369,3073,2704173,4270535,"Liliopsida",NA,NA,"Poa alpigena",34,"Poa","Poa alpigena"
2704877,"Calamagrostis lapponica (Wahlenb.) Hartm.","Calamagrostis lapponica","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Calamagrostis","Calamagrostis lapponica",6,7707728,196,1369,3073,2704858,2704877,"Liliopsida",NA,NA,"Calamagrostis lapponica",35,"Calamagrostis","Calamagrostis lapponica"
2882527,"Arctous alpina (L.) Nied.","Arctous alpina","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos alpinus",6,7707728,220,1353,2505,2882486,8317978,"Magnoliopsida",8317978,NA,"Arctous alpina",36,"Arctous","Arctostaphylos alpinus"
2723767,"Carex rupestris All.","Carex rupestris","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex rupestris",6,7707728,196,1369,7708,2721893,2723767,"Liliopsida",NA,NA,"Carex rupestris",37,"Carex","Carex rupestris"
6387994,"Empetrum hermaphroditum Hagerup","Empetrum hermaphroditum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum hermaphroditum",6,7707728,220,1353,2505,2888367,6387994,"Magnoliopsida",NA,NA,"Empetrum hermaphroditum",38,"Empetrum","Empetrum hermaphroditum"
7845022,"Gymnadenia conopsea (L.) R.Br.","Gymnadenia conopsea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Orchidaceae","Gymnadenia","Gymnadenia conopsea",6,7707728,196,1169,7689,7771219,7845022,"Liliopsida",NA,NA,"Gymnadenia conopsea",39,"Gymnadenia","Gymnadenia conopsea"
2687920,"Equisetum variegatum Schleich. ex F.Weber & D.Mohr","Equisetum variegatum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum variegatum",6,7707728,7228684,954,3105,2687913,2687920,"Polypodiopsida",NA,NA,"Equisetum variegatum",40,"Equisetum","Equisetum variegatum"
2684709,"Juniperus communis L.","Juniperus communis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Pinales","Cupressaceae","Juniperus","Juniperus communis",6,7707728,194,640,8144,2684359,2684709,"Pinopsida",NA,NA,"Juniperus communis",41,"Juniperus","Juniperus communis"
8165236,"Saxifraga aizoides L.","Saxifraga aizoides","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga aizoides",6,7707728,220,7219248,2402,2987833,8165236,"Magnoliopsida",NA,NA,"Saxifraga aizoides",42,"Saxifraga","Saxifraga aizoides"
8353146,"Saxifraga oppositifolia L.","Saxifraga oppositifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga oppositifolia",6,7707728,220,7219248,2402,2987833,8353146,"Magnoliopsida",NA,NA,"Saxifraga oppositifolia",43,"Saxifraga","Saxifraga oppositifolia"
2998290,"Rubus chamaemorus L.","Rubus chamaemorus","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Rosales","Rosaceae","Rubus","Rubus chamaemorus",6,7707728,220,691,5015,2988638,2998290,"Magnoliopsida",NA,NA,"Rubus chamaemorus",44,"Rubus","Rubus chamaemorus"
5404542,"Saussurea alpina (L.) DC.","Saussurea alpina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Saussurea","Saussurea alpina",6,7707728,220,414,3065,2752681,5404542,"Magnoliopsida",NA,NA,"Saussurea alpina",45,"Saussurea","Saussurea alpina"
8925249,"Empetrum nigrum L.","Empetrum nigrum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Empetrum","Empetrum nigrum",6,7707728,220,1353,2505,2888367,8925249,"Magnoliopsida",NA,NA,"Empetrum nigrum",46,"Empetrum","Empetrum nigrum"
7840960,"Arctostaphylos alpina Payot","Arctostaphylos alpina","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos uva-ursi",6,7707728,220,1353,2505,2882486,2882580,"Magnoliopsida",2882580,NA,"Arctostaphylos alpina",47,"Arctostaphylos","Arctostaphylos uva-ursi"
8932465,"Chamaeorchis alpinus (L.) Rich.","Chamaeorchis alpinus","SPECIES","SYNONYM",96,"FUZZY","Plantae","Tracheophyta","Asparagales","Orchidaceae","Chamorchis","Chamorchis alpina",6,7707728,196,1169,7689,2791363,2791364,"Liliopsida",2791364,NA,"Chamaeorchis alpina",48,"Chamaeorchis","Chamorchis alpina"
2722383,"Carex bigelowii Torr. ex Schwein.","Carex bigelowii","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex bigelowii",6,7707728,196,1369,7708,2721893,2722383,"Liliopsida",NA,NA,"Carex bigelowii",49,"Carex","Carex bigelowii"
2605272,"Cetraria islandica (L.) Ach.","Cetraria islandica","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Cetraria","Cetraria islandica",5,95,180,1048,8305,2601309,2605272,"Lecanoromycetes",NA,NA,"Cetraria islandica",50,"Cetraria","Cetraria islandica"
2607596,"Cladonia gracilis (L.) Willd.","Cladonia gracilis","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia gracilis",5,95,180,1048,8328,2607519,2607596,"Lecanoromycetes",NA,NA,"Cladonia gracilis",51,"Cladonia","Cladonia gracilis"
2607650,"Cladonia mitis Sandst.","Cladonia mitis","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia mitis",5,95,180,1048,8328,2607519,2607650,"Lecanoromycetes",NA,NA,"Cladonia mitis",52,"Cladonia","Cladonia mitis"
6606867,"Cladonia uncialis (L.) Weber ex F.H.Wigg.","Cladonia uncialis","SPECIES","ACCEPTED",98,"EXACT","Fungi","Ascomycota","Lecanorales","Cladoniaceae","Cladonia","Cladonia uncialis",5,95,180,1048,8328,2607519,6606867,"Lecanoromycetes",NA,NA,"Cladonia uncialis",53,"Cladonia","Cladonia uncialis"
7601217,"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens","Kalmia procumbens","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Kalmia","Kalmia procumbens",6,7707728,220,1353,2505,2882989,7601217,"Magnoliopsida",NA,NA,"Kalmia procumbens",54,"Kalmia","Kalmia procumbens"
2688706,"Ptilidium ciliare (L.) Hampe","Ptilidium ciliare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Marchantiophyta","Ptilidiales","Ptilidiaceae","Ptilidium","Ptilidium ciliare",6,9,126,914,6116,2688705,2688706,"Jungermanniopsida",NA,NA,"Ptilidium ciliare",55,"Ptilidium","Ptilidium ciliare"
2728870,"Carex dioica L.","Carex dioica","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex dioica",6,7707728,196,1369,7708,2721893,2728870,"Liliopsida",NA,NA,"Carex dioica",61,"Carex","Carex dioica"
2687942,"Equisetum pratense Ehrh.","Equisetum pratense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum pratense",6,7707728,7228684,954,3105,2687913,2687942,"Polypodiopsida",NA,NA,"Equisetum pratense",62,"Equisetum","Equisetum pratense"
2676100,"Philonotis fontana (Hedw.) Brid.","Philonotis fontana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Bartramiales","Bartramiaceae","Philonotis","Philonotis fontana",6,35,327,12239937,8737,2676069,2676100,"Bryopsida",NA,NA,"Philonotis fontana",63,"Philonotis","Philonotis fontana"
5372875,"Salix myrsinifolia Salisb.","Salix myrsinifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix myrsinifolia",6,7707728,220,1414,6664,3039576,5372875,"Magnoliopsida",NA,NA,"Salix myrsinifolia",64,"Salix","Salix myrsinifolia"
7918641,"Salix phylicifolia L.","Salix phylicifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix phylicifolia",6,7707728,220,1414,6664,3039576,7918641,"Magnoliopsida",NA,NA,"Salix phylicifolia",65,"Salix","Salix phylicifolia"
2681651,"Sanionia uncinata (Hedw.) Loeske","Sanionia uncinata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Hypnales","Scorpidiaceae","Sanionia","Sanionia uncinata",6,35,327,617,4894159,2681648,2681651,"Bryopsida",NA,NA,"Sanionia uncinata",66,"Sanionia","Sanionia uncinata"
2680053,"Tomentypnum nitens (Hedw.) Loeske","Tomentypnum nitens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Hypnales","Amblystegiaceae","Tomentypnum","Tomentypnum nitens",6,35,327,617,4650,2673198,2680053,"Bryopsida",NA,NA,"Tomentypnum nitens",67,"Tomentypnum","Tomentypnum nitens"
2710592,"Trichophorum cespitosum (L.) Hartm.","Trichophorum cespitosum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Trichophorum","Trichophorum cespitosum",6,7707728,196,1369,7708,2710516,2710592,"Liliopsida",NA,NA,"Trichophorum cespitosum",68,"Trichophorum","Trichophorum cespitosum"
3191030,"Drosera rotundifolia L.","Drosera rotundifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Caryophyllales","Droseraceae","Drosera","Drosera rotundifolia",6,7707728,220,422,5399,3190721,3191030,"Magnoliopsida",NA,NA,"Drosera rotundifolia",73,"Drosera","Drosera rotundifolia"
2730185,"Eriophorum vaginatum L.","Eriophorum vaginatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Eriophorum","Eriophorum vaginatum",6,7707728,196,1369,7708,2730118,2730185,"Liliopsida",NA,NA,"Eriophorum vaginatum",74,"Eriophorum","Eriophorum vaginatum"
3032585,"Parnassia palustris L.","Parnassia palustris","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Celastrales","Parnassiaceae","Parnassia","Parnassia palustris",6,7707728,220,950,3592363,3032572,3032585,"Magnoliopsida",NA,NA,"Parnassia palustris",75,"Parnassia","Parnassia palustris"
3033134,"Thalictrum alpinum L.","Thalictrum alpinum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum alpinum",6,7707728,220,399,2410,3033112,3033134,"Magnoliopsida",NA,NA,"Thalictrum alpinum",76,"Thalictrum","Thalictrum alpinum"
8344892,"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh. ex Busch","Vaccinium microcarpum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium microcarpum",6,7707728,220,1353,2505,2882813,8344892,"Magnoliopsida",NA,NA,"Vaccinium microcarpum",77,"Vaccinium","Vaccinium microcarpum"
2687932,"Equisetum palustre L.","Equisetum palustre","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum palustre",6,7707728,7228684,954,3105,2687913,2687932,"Polypodiopsida",NA,NA,"Equisetum palustre",80,"Equisetum","Equisetum palustre"
2601181,"Nephroma arcticum (L.) Torss.","Nephroma arcticum","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Peltigerales","Nephromataceae","Nephroma","Nephroma arcticum",5,95,180,1055,8374,2601179,2601181,"Lecanoromycetes",NA,NA,"Nephroma arcticum",81,"Nephroma","Nephroma arcticum"
5333379,"Phyllodoce caerulea (L.) Bab.","Phyllodoce caerulea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Phyllodoce","Phyllodoce caerulea",6,7707728,220,1353,2505,2882672,5333379,"Magnoliopsida",NA,NA,"Phyllodoce caerulea",82,"Phyllodoce","Phyllodoce caerulea"
2683084,"Polytrichum commune Hedw.","Polytrichum commune","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Polytrichales","Polytrichaceae","Polytrichum","Polytrichum commune",6,35,12259753,620,4669,2683053,2683084,"Polytrichopsida",NA,NA,"Polytrichum commune",83,"Polytrichum","Polytrichum commune"
5372963,"Salix glauca L.","Salix glauca","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Salix","Salix glauca",6,7707728,220,1414,6664,3039576,5372963,"Magnoliopsida",NA,NA,"Salix glauca",84,"Salix","Salix glauca"
2882833,"Vaccinium myrtillus L.","Vaccinium myrtillus","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Ericales","Ericaceae","Vaccinium","Vaccinium myrtillus",6,7707728,220,1353,2505,2882813,2882833,"Magnoliopsida",NA,NA,"Vaccinium myrtillus",85,"Vaccinium","Vaccinium myrtillus"
2605262,"Cetraria ericetorum Opiz","Cetraria ericetorum","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Cetraria","Cetraria ericetorum",5,95,180,1048,8305,2601309,2605262,"Lecanoromycetes",NA,NA,"Cetraria ericetorum",86,"Cetraria","Cetraria ericetorum"
7772359,"Gowardia nigricans (Ach.) Halonen, Myllys, Velmala & Hyvärinen","Gowardia nigricans","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Gowardia","Gowardia nigricans",5,95,180,1048,8305,8390452,7772359,"Lecanoromycetes",NA,NA,"Gowardia nigricans",87,"Gowardia","Gowardia nigricans"
10375240,"Nephromopsis nivalis (L.) Divakar, A.Crespo & Lumbsch","Nephromopsis nivalis","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Nephromopsis","Nephromopsis nivalis",5,95,180,1048,8305,6607767,10375240,"Lecanoromycetes",NA,NA,"Nephromopsis nivalis",88,"Nephromopsis","Nephromopsis nivalis"
5261338,"Sphaerophorus globosus (Huds.) Vain.","Sphaerophorus globosus","SPECIES","ACCEPTED",99,"EXACT","Fungi","Ascomycota","Lecanorales","Sphaerophoraceae","Sphaerophorus","Sphaerophorus globosus",5,95,180,1048,4810,2608411,5261338,"Lecanoromycetes",NA,NA,"Sphaerophorus globosus",89,"Sphaerophorus","Sphaerophorus globosus"
2724150,"Carex aquatilis Wahlenb.","Carex aquatilis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex aquatilis",6,7707728,196,1369,7708,2721893,2724150,"Liliopsida",NA,NA,"Carex aquatilis",91,"Carex","Carex aquatilis"
3020532,"Comarum palustre L.","Comarum palustre","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Rosales","Rosaceae","Comarum","Comarum palustre",6,7707728,220,691,5015,3020531,3020532,"Magnoliopsida",NA,NA,"Comarum palustre",92,"Comarum","Comarum palustre"
2687929,"Equisetum sylvaticum L.","Equisetum sylvaticum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Equisetales","Equisetaceae","Equisetum","Equisetum sylvaticum",6,7707728,7228684,954,3105,2687913,2687929,"Polypodiopsida",NA,NA,"Equisetum sylvaticum",93,"Equisetum","Equisetum sylvaticum"
2706196,"Milium effusum L.","Milium effusum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Poaceae","Milium","Milium effusum",6,7707728,196,1369,3073,2706194,2706196,"Liliopsida",NA,NA,"Milium effusum",94,"Milium","Milium effusum"
5384671,"Stellaria borealis Bigelow","Stellaria borealis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria borealis",6,7707728,220,422,2518,3085667,5384671,"Magnoliopsida",NA,NA,"Stellaria borealis",95,"Stellaria","Stellaria borealis"
5331325,"Viola biflora L.","Viola biflora","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Malpighiales","Violaceae","Viola","Viola biflora",6,7707728,220,1414,6631,2874237,5331325,"Magnoliopsida",NA,NA,"Viola biflora",96,"Viola","Viola biflora"
9118014,"Betula pubescens Ehrh.","Betula pubescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Fagales","Betulaceae","Betula","Betula pubescens",6,7707728,220,1354,4688,2875008,9118014,"Magnoliopsida",NA,NA,"Betula pubescens",98,"Betula","Betula pubescens"
2679715,"Pleurozium schreberi (Willd. ex Brid.) Mitt.","Pleurozium schreberi","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bryophyta","Hypnales","Hylocomiaceae","Pleurozium","Pleurozium schreberi",6,35,327,617,4652,2679714,2679715,"Bryopsida",NA,NA,"Pleurozium schreberi",99,"Pleurozium","Pleurozium schreberi"
