"SCIENTIFIC_NAME","AUTHOR","STATUS","FAMILY","ACCEPTED_SPECIES","ACCEPTED_AUTHOR","n_sci","one_is_acc","all_unresolved","just_one_syn","one_is_un","non_vasc_typo","SPECIES_NAME"
"Minuartia rubella","(Wahlenb.) Hiern","Accepted","Caryophyllaceae","Minuartia rubella","(Wahlenb.) Hiern",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Minuartia rubella"
"Minuartia stricta","(Sw.) Hiern","Accepted","Caryophyllaceae","Minuartia stricta","(Sw.) Hiern",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Minuartia stricta"
"Nardus stricta","L.","Accepted","Poaceae","Nardus stricta","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Nardus stricta"
"Omalotheca supina","(L.) DC.","Accepted","Compositae","Omalotheca supina","(L.) DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Omalotheca supina"
"Omalotheca supina","(L.) Cass.","Synonym","Compositae","Argyrotegium poliochlorum","(N.G.Walsh) J.M.Ward & Breitw.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Omalotheca supina"
"Orthilia secunda","(L.) House","Accepted","Ericaceae","Orthilia secunda","(L.) House",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Orthilia secunda"
"Oxycoccus microcarpus","Turcz. ex Rupr.","Synonym","Ericaceae","Vaccinium microcarpum","(Turcz. ex Rupr.) Schmalh.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Vaccinium microcarpum"
"Oxyria digyna","(L.) Hill","Accepted","Polygonaceae","Oxyria digyna","(L.) Hill",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Oxyria digyna"
"Oxytropis borealis","DC.","Synonym","Leguminosae","Oxytropis viscida var. subsucculenta","(Hook.) Barneby",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Oxytropis viscida var. subsucculenta"
"Oxytropis campestris","(L.) DC.","Accepted","Leguminosae","Oxytropis campestris","(L.) DC.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Oxytropis campestris"
"Oxytropis maydelliana","Trautv.","Accepted","Leguminosae","Oxytropis maydelliana","Trautv.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Oxytropis maydelliana"
"Oxytropis maydelliana","sensu auct.","Misapplied","Leguminosae","Oxytropis evenorum","Jurtzev & A.P.Khokhr.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Oxytropis maydelliana"
"Oxytropis nigrescens","(Pall.) DC.","Accepted","Leguminosae","Oxytropis nigrescens","(Pall.) DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Oxytropis nigrescens"
"Oxytropis nigrescens","sensu auct.","Misapplied","Leguminosae","Oxytropis czukotica","Jurtzev",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Oxytropis nigrescens"
"Packera hyperborealis","(Greenm.) Á.Löve & D.Löve","Accepted","Compositae","Packera hyperborealis","(Greenm.) Á.Löve & D.Löve",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Packera hyperborealis"
"Packera hyperborealis","(Greenm.) A","Synonym","Compositae","Tephroseris hyperborealis","(Greenm.) Czerep.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Packera hyperborealis"
"Papaver hultenii","Knaben","Synonym","Papaveraceae","Papaver lapponicum","(Tolm.) Nordh.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Papaver lapponicum"
"Papaver lapponicum","(Tolm.) Nordh.","Accepted","Papaveraceae","Papaver lapponicum","(Tolm.) Nordh.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Papaver lapponicum"
"Papaver lapponicum","Knaben","Synonym","Papaveraceae","Papaver radicatum","Rottb.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Papaver lapponicum"
"Papaver macounii","Greene","Accepted","Papaveraceae","Papaver macounii","Greene",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Papaver macounii"
"Papaver radicatum","Rottb.","Accepted","Papaveraceae","Papaver radicatum","Rottb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Papaver radicatum"
"Parnassia palustris","L.","Accepted","Celastraceae","Parnassia palustris","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Parnassia palustris"
"Parrya nudicaulis","(L.) Boiss.","Accepted","Brassicaceae","Parrya nudicaulis","(L.) Boiss.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Parrya nudicaulis"
"Parrya nudicaulis","(L.) Regel","Synonym","Brassicaceae","Parrya nudicaulis","(L.) Boiss.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Parrya nudicaulis"
"Pedicularis capitata","Adams","Accepted","Orobanchaceae","Pedicularis capitata","Adams",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis capitata"
"Pedicularis dasyantha","Hadač","Accepted","Orobanchaceae","Pedicularis dasyantha","Hadač",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis dasyantha"
"Pedicularis flammea","L.","Accepted","Orobanchaceae","Pedicularis flammea","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis flammea"
"Pedicularis hirsuta","L.","Accepted","Orobanchaceae","Pedicularis hirsuta","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis hirsuta"
"Pedicularis kanei","Durand","Synonym","Orobanchaceae","Pedicularis lanata","Willd. ex Cham. & Schltdl.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Pedicularis lanata"
"Pedicularis labradorica","Wirsing","Accepted","Orobanchaceae","Pedicularis labradorica","Wirsing",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis labradorica"
"Pedicularis labradorica","Houtt.","Synonym","Orobanchaceae","Pedicularis labradorica","Wirsing",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis labradorica"
"Pedicularis lanata","Willd. ex Cham. & Schltdl.","Accepted","Orobanchaceae","Pedicularis lanata","Willd. ex Cham. & Schltdl.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis lanata"
"Pedicularis langsdorffii","Fisch. ex Steven","Accepted","Orobanchaceae","Pedicularis langsdorffii","Fisch. ex Steven",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis langsdorffii"
"Pedicularis lapponica","L.","Accepted","Orobanchaceae","Pedicularis lapponica","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis lapponica"
"Pedicularis sudetica","Willd.","Accepted","Orobanchaceae","Pedicularis sudetica","Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis sudetica"
"Pedicularis verticillata","L.","Accepted","Orobanchaceae","Pedicularis verticillata","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pedicularis verticillata"
"Persicaria bistorta","(L.) Samp.","Accepted","Polygonaceae","Persicaria bistorta","(L.) Samp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Persicaria bistorta"
"Persicaria vivipara","(L.) Ronse Decr.","Accepted","Polygonaceae","Persicaria vivipara","(L.) Ronse Decr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Persicaria vivipara"
"Petasites frigidus","(L.) Fr.","Accepted","Compositae","Petasites frigidus","(L.) Fr.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Petasites frigidus"
"Petasites frigidus","Macoun","Unresolved","Compositae","Petasites frigidus","Macoun",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Petasites frigidus"
"Petasites hyperboreus","Rydb.","Synonym","Compositae","Petasites frigidus","(L.) Fr.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Petasites frigidus"
"Phleum alpinum","L.","Accepted","Poaceae","Phleum alpinum","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Phleum alpinum"
"Phyllodoce caerulea","(L.) Bab.","Accepted","Ericaceae","Phyllodoce caerulea","(L.) Bab.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Phyllodoce caerulea"
"Pinguicula villosa","L.","Accepted","Lentibulariaceae","Pinguicula villosa","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pinguicula villosa"
"Pinguicula vulgaris","L.","Accepted","Lentibulariaceae","Pinguicula vulgaris","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pinguicula vulgaris"
"Poa alpina","L.","Accepted","Poaceae","Poa alpina","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa alpina"
"Poa alpina","Pall. ex Roem. & Schult.","Synonym","Poaceae","Poa bulbosa","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa alpina"
"Poa annua","L.","Accepted","Poaceae","Poa annua","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa annua"
"Poa annua","Cham. & Schltdl.","Synonym","Poaceae","Poa infirma","Kunth",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa annua"
"Poa arctica","R.Br.","Accepted","Poaceae","Poa arctica","R.Br.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa arctica"
"Poa glauca","Vahl","Accepted","Poaceae","Poa glauca","Vahl",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa glauca"
"Poa glauca","Poir.","Synonym","Poaceae","Poa sinaica","Steud.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa glauca"
"Poa lanata","Scribn. & Merr.","Accepted","Poaceae","Poa lanata","Scribn. & Merr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa lanata"
"Poa pratensis","L.","Accepted","Poaceae","Poa pratensis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa pratensis"
"Poa tolmatchewii","Roshev.","Accepted","Poaceae","Poa tolmatchewii","Roshev.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Poa tolmatchewii"
"Polemonium acutiflorum","Willd. ex Roem. & Schult.","Accepted","Polemoniaceae","Polemonium acutiflorum","Willd. ex Roem. & Schult.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Polemonium acutiflorum"
"Polygonum bistorta","L.","Synonym","Polygonaceae","Persicaria bistorta","(L.) Samp.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Persicaria bistorta"
"Polygonum viviparum","L.","Synonym","Polygonaceae","Persicaria vivipara","(L.) Ronse Decr.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Persicaria vivipara"
"Potentilla crantzii","(Crantz) Beck ex Fritsch","Accepted","Rosaceae","Potentilla crantzii","(Crantz) Beck ex Fritsch",4,TRUE,FALSE,FALSE,TRUE,FALSE,"Potentilla crantzii"
"Potentilla crantzii","(Crantz) Beck","Unresolved","Rosaceae","Potentilla crantzii","(Crantz) Beck",4,TRUE,FALSE,FALSE,TRUE,FALSE,"Potentilla crantzii"
"Potentilla crantzii","(Crantz) Beck ex Lindm.","Unresolved","Rosaceae","Potentilla crantzii","(Crantz) Beck ex Lindm.",4,TRUE,FALSE,FALSE,TRUE,FALSE,"Potentilla crantzii"
"Potentilla crantzii","auct. lusit.","Synonym","Rosaceae","Potentilla tabernaemontani","Asch.",4,TRUE,FALSE,FALSE,TRUE,FALSE,"Potentilla crantzii"
"Potentilla fruticosa","auct.","Unresolved","Rosaceae","Potentilla fruticosa","auct.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Dasiphora fruticosa"
"Potentilla fruticosa","Hook.f.","Unresolved","Rosaceae","Potentilla fruticosa","Hook.f.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Dasiphora fruticosa"
"Potentilla fruticosa","L.","Synonym","Rosaceae","Dasiphora fruticosa","(L.) Rydb.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Dasiphora fruticosa"
"Potentilla hookeriana","Lehm.","Accepted","Rosaceae","Potentilla hookeriana","Lehm.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Potentilla hookeriana"
"Potentilla hookeriana","auct. Fl. Eur.,p.p.11252","Synonym","Rosaceae","Potentilla kuznetzowii","(Govor.) Juz.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Potentilla hookeriana"
"Potentilla hookeriana","auct. Fl. Eur.,p.p.3668","Synonym","Rosaceae","Potentilla arenosa","(Turcz.) Juz.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Potentilla hookeriana"
"Potentilla hyparctica","Malte","Accepted","Rosaceae","Potentilla hyparctica","Malte",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Potentilla hyparctica"
"Potentilla robbinsiana","(Lehm.) Oakes ex Rydb.","Accepted","Rosaceae","Potentilla robbinsiana","(Lehm.) Oakes ex Rydb.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Potentilla robbinsiana"
"Potentilla robbinsiana","Oakes ex Torr. & A.Gray","Unresolved","Rosaceae","Potentilla robbinsiana","Oakes ex Torr. & A.Gray",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Potentilla robbinsiana"
"Potentilla uniflora","Ledeb.","Accepted","Rosaceae","Potentilla uniflora","Ledeb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Potentilla uniflora"
"Pseudorchis albida","(L.) Á.Löve & D.Löve","Accepted","Orchidaceae","Pseudorchis albida","(L.) Á.Löve & D.Löve",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pseudorchis albida"
"Pyrola grandiflora","Radius","Accepted","Ericaceae","Pyrola grandiflora","Radius",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pyrola grandiflora"
"Pyrola minor","L.","Accepted","Ericaceae","Pyrola minor","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pyrola minor"
"Pyrola rotundifolia","L.","Accepted","Ericaceae","Pyrola rotundifolia","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pyrola rotundifolia"
"Pyrola secunda","L.","Synonym","Ericaceae","Orthilia secunda","(L.) House",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Orthilia secunda"
"Ranunculus acris","L.","Accepted","Ranunculaceae","Ranunculus acris","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus acris"
"Ranunculus hyperboreus","Rottb.","Accepted","Ranunculaceae","Ranunculus hyperboreus","Rottb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus hyperboreus"
"Ranunculus lapponicus","L.","Synonym","Ranunculaceae","Coptidium lapponicum","(L.) Gand. ex Rydb.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Coptidium lapponicum"
"Ranunculus nivalis","L.","Accepted","Ranunculaceae","Ranunculus nivalis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus nivalis"
"Ranunculus pallasii","Schltdl.","Synonym","Ranunculaceae","Coptidium pallasii","(Schltdl.) Tzvelev",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Coptidium pallasii"
"Ranunculus pygmaeus","Wahlenb.","Accepted","Ranunculaceae","Ranunculus pygmaeus","Wahlenb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus pygmaeus"
"Rhinanthus minor","L.","Accepted","Orobanchaceae","Rhinanthus minor","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhinanthus minor"
"Rhodiola rosea","L.","Synonym","Crassulaceae","Sedum roseum","(L.) Scop.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Sedum roseum"
"Rhododendron lapponicum","(L.) Wahlenb.","Accepted","Ericaceae","Rhododendron lapponicum","(L.) Wahlenb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhododendron lapponicum"
"Rubus chamaemorus","L.","Accepted","Rosaceae","Rubus chamaemorus","L.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Rubus chamaemorus"
"Rubus chamaemorus","Fisch. ex Ser.","Unresolved","Rosaceae","Rubus chamaemorus","Fisch. ex Ser.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Rubus chamaemorus"
"Rumex acetosa","L.","Accepted","Polygonaceae","Rumex acetosa","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rumex acetosa"
"Rumex alpestris","Jacq.","Accepted","Polygonaceae","Rumex alpestris","Jacq.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rumex alpestris"
"Rumex arcticus","Trautv.","Synonym","Polygonaceae","Rumex aquaticus subsp. arcticus","(Trautv.) Hiitonen",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Rumex aquaticus subsp. arcticus"
"Sagina intermedia","Fenzl","Synonym","Caryophyllaceae","Sagina nivalis","(Lindblad) Fr.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Sagina nivalis"
"Sagina nivalis","(Lindblad) Fr.","Accepted","Caryophyllaceae","Sagina nivalis","(Lindblad) Fr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina nivalis"
"Sagina saginoides","(L.) H.Karst.","Accepted","Caryophyllaceae","Sagina saginoides","(L.) H.Karst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina saginoides"
"Salix alaxensis","(Andersson) Coville","Accepted","Salicaceae","Salix alaxensis","(Andersson) Coville",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix alaxensis"
"Salix arbusculoides","Andersson","Accepted","Salicaceae","Salix arbusculoides","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix arbusculoides"
"Salix arctica","Pall.","Accepted","Salicaceae","Salix arctica","Pall.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix arctica"
"Salix arctophila","Cockerell","Accepted","Salicaceae","Salix arctophila","Cockerell",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix arctophila"
"Salix chamissonis","Andersson","Accepted","Salicaceae","Salix chamissonis","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix chamissonis"
"Salix fuscescens","Andersson","Accepted","Salicaceae","Salix fuscescens","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix fuscescens"
"Salix glauca","L.","Accepted","Salicaceae","Salix glauca","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix glauca"
"Salix hastata","L.","Accepted","Salicaceae","Salix hastata","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix hastata"
"Salix herbacea","L.","Accepted","Salicaceae","Salix herbacea","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix herbacea"
"Salix lanata","L.","Accepted","Salicaceae","Salix lanata","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata"
"Salix lanata","Vill.","Synonym","Salicaceae","Salix caprea","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata"
"Salix lanata","L.","Accepted","Salicaceae","Salix lanata","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata"
"Salix lanata","Vill.","Synonym","Salicaceae","Salix caprea","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata"
"Salix lapponum","L.","Accepted","Salicaceae","Salix lapponum","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lapponum"
"Salix lapponum","Regel & Tiling","Synonym","Salicaceae","Salix alaxensis","(Andersson) Coville",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lapponum"
"Salix myrsinites","L.","Accepted","Salicaceae","Salix myrsinites","L.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix myrsinites"
"Salix myrsinites","Cham.","Synonym","Salicaceae","Salix chamissonis","Andersson",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix myrsinites"
"Salix myrsinites","Hoffm.","Synonym","Salicaceae","Salix myrsinifolia","Salisb.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix myrsinites"
"Salix niphoclada","Rydb.","Accepted","Salicaceae","Salix niphoclada","Rydb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix niphoclada"
"Salix ovalifolia","Trautv.","Accepted","Salicaceae","Salix ovalifolia","Trautv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix ovalifolia"
"Salix phlebophylla","Andersson","Accepted","Salicaceae","Salix phlebophylla","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix phlebophylla"
"Salix phylicifolia","L.","Accepted","Salicaceae","Salix phylicifolia","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix phylicifolia"
"Salix phylicifolia","Wahlenb.","Synonym","Salicaceae","Salix myrsinifolia","Salisb.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix phylicifolia"
"Salix planifolia","Pursh","Accepted","Salicaceae","Salix planifolia","Pursh",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix planifolia"
"Salix polaris","Wahlenb.","Accepted","Salicaceae","Salix polaris","Wahlenb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix polaris"
"Salix pulchra","Cham.","Accepted","Salicaceae","Salix pulchra","Cham.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix pulchra"
"Salix pulchra","Wimm. & Krause","Synonym","Salicaceae","Salix daphnoides","Vill.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix pulchra"
"Salix reticulata","L.","Accepted","Salicaceae","Salix reticulata","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix reticulata"
"Salix rotundifolia","Trautv.","Accepted","Salicaceae","Salix rotundifolia","Trautv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix rotundifolia"
"Saussurea alpina","(L.) DC.","Accepted","Compositae","Saussurea alpina","(L.) DC.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saussurea alpina"
"Saussurea angustifolia","(L.) DC.","Accepted","Compositae","Saussurea angustifolia","(L.) DC.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saussurea angustifolia"
"Saxifraga aizoides","L.","Accepted","Saxifragaceae","Saxifraga aizoides","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga aizoides"
"Saxifraga cernua","L.","Accepted","Saxifragaceae","Saxifraga cernua","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga cernua"
"Saxifraga cespitosa","L.","Accepted","Saxifragaceae","Saxifraga cespitosa","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga cespitosa"
"Saxifraga flagellaris","Willd.","Accepted","Saxifragaceae","Saxifraga flagellaris","Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga flagellaris"
"Saxifraga foliolosa","R.Br.","Accepted","Saxifragaceae","Saxifraga foliolosa","R.Br.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga foliolosa"
"Saxifraga hieraciifolia","Waldst. & Kit. ex Willd.","Accepted","Saxifragaceae","Saxifraga hieraciifolia","Waldst. & Kit. ex Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga hieraciifolia"
"Saxifraga hirculus","L.","Accepted","Saxifragaceae","Saxifraga hirculus","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga hirculus"
"Saxifraga hypnoides","L.","Accepted","Saxifragaceae","Saxifraga hypnoides","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga hypnoides"
"Saxifraga nelsoniana","D.Don","Accepted","Saxifragaceae","Saxifraga nelsoniana","D.Don",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga nelsoniana"
"Saxifraga nivalis","L.","Accepted","Saxifragaceae","Saxifraga nivalis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga nivalis"
"Saxifraga oppositifolia","L.","Accepted","Saxifragaceae","Saxifraga oppositifolia","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga oppositifolia"
"Saxifraga punctata","L.","Accepted","Saxifragaceae","Saxifraga punctata","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga punctata"
"Saxifraga stellaris","L.","Accepted","Saxifragaceae","Saxifraga stellaris","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga stellaris"
"Saxifraga tricuspidata","Rottb.","Accepted","Saxifragaceae","Saxifraga tricuspidata","Rottb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saxifraga tricuspidata"
"Sedum villosum","L.","Accepted","Crassulaceae","Sedum villosum","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sedum villosum"
"Senecio atropurpureus","(Ledeb.) B.Fedtsch.","Synonym","Compositae","Tephroseris integrifolia subsp. atropurpurea","(Ledeb.) B.Nord.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Tephroseris integrifolia subsp. atropurpurea"
"Sibbaldia procumbens","L.","Accepted","Rosaceae","Sibbaldia procumbens","L.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Sibbaldia procumbens"
"Sibbaldia procumbens","L.","Unresolved",NA,"Sibbaldia procumbens","L.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Sibbaldia procumbens"
"Sibbaldia procumbens","M.Bieb.","Synonym","Rosaceae","Sibbaldia parviflora","Willd.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Sibbaldia procumbens"
"Silene acaulis","(L.) Jacq.","Accepted","Caryophyllaceae","Silene acaulis","(L.) Jacq.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Silene acaulis"
"Silene apetala","Willd.","Accepted","Caryophyllaceae","Silene apetala","Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Silene apetala"
"Silene uralensis","(Rupr.) Bocquet","Accepted","Caryophyllaceae","Silene uralensis","(Rupr.) Bocquet",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Silene uralensis"
"Solidago virgaurea","L.","Accepted","Compositae","Solidago virgaurea","L.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Solidago virgaurea"
"Solidago virgaurea","Bigel.","Unresolved","Compositae","Solidago virgaurea","Bigel.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Solidago virgaurea"
"Stellaria crassipes","Hultén","Accepted","Caryophyllaceae","Stellaria crassipes","Hultén",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Stellaria crassipes"
"Stellaria edwardsii","R. Br.","Synonym","Caryophyllaceae","Stellaria longipes","Goldie",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Stellaria longipes"
"Stellaria humifusa","Rottb.","Accepted","Caryophyllaceae","Stellaria humifusa","Rottb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Stellaria humifusa"
"Stellaria laeta","Richardson","Synonym","Caryophyllaceae","Stellaria longipes","Goldie",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Stellaria longipes"
"Stellaria longipes","Goldie","Accepted","Caryophyllaceae","Stellaria longipes","Goldie",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Stellaria longipes"
"Stellaria media","(L.) Vill.","Accepted","Caryophyllaceae","Stellaria media","(L.) Vill.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Stellaria media"
"Stellaria monantha","Hultén","Synonym","Caryophyllaceae","Stellaria longipes","Goldie",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Stellaria longipes"
"Taraxacum croceum","Dahlst.","Accepted","Compositae","Taraxacum croceum","Dahlst.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Taraxacum croceum"
"Taraxacum croceum","Dahlst. ex Andersson","Unresolved","Compositae","Taraxacum croceum","Dahlst. ex Andersson",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Taraxacum croceum"
"Tephroseris atropurpurea","(Ledeb.) Holub","Synonym","Compositae","Tephroseris frigida","(Richardson) Holub",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Tephroseris frigida"
