"SCIENTIFIC_NAME","AUTHOR","STATUS","FAMILY","ACCEPTED_SPECIES","ACCEPTED_AUTHOR","n_sci","one_is_acc","all_unresolved","just_one_syn","one_is_un","non_vasc_typo","SPECIES_NAME"
"Carex umbrosa","Host","Accepted","Cyperaceae","Carex umbrosa","Host",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Carex umbrosa"
"Carex ursina","Dewey","Accepted","Cyperaceae","Carex ursina","Dewey",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Carex ursina"
"Carex williamsii","Britton","Accepted","Cyperaceae","Carex williamsii","Britton",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Carex williamsii"
"Carum caucasicum","(M.Bieb.) Boiss.","Accepted","Apiaceae","Carum caucasicum","(M.Bieb.) Boiss.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Carum caucasicum"
"Carum meifolium","Boiss.","Accepted","Apiaceae","Carum meifolium","Boiss.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Carum meifolium"
"Castilleja occidentalis","Torr.","Accepted","Orobanchaceae","Castilleja occidentalis","Torr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Castilleja occidentalis"
"Catabrosella variegata","(Boiss.) Tzvelev","Synonym","Poaceae","Colpodium variegatum","(Boiss.) Boiss. ex Griseb.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Colpodium variegatum"
"Catoscopium nigritum","(Hedw.) Brid.","Accepted","Catoscopiaceae","Catoscopium nigritum","(Hedw.) Brid.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Catoscopium nigritum"
"Celmisia pugioniformis","M.Gray & Given","Accepted","Compositae","Celmisia pugioniformis","M.Gray & Given",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Celmisia pugioniformis"
"Cephaloziella arctica","Bryhn & Douin","Accepted","Cephaloziellaceae","Cephaloziella arctica","Bryhn & Douin",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cephaloziella arctica"
"Cerastium arvense","L.","Accepted","Caryophyllaceae","Cerastium arvense","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium arvense"
"Cerastium arvense","Schltdl. & Cham.","Synonym","Caryophyllaceae","Cerastium orithales","Schltdl.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium arvense"
"Cerastium glomeratum","Thuill.","Accepted","Caryophyllaceae","Cerastium glomeratum","Thuill.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium glomeratum"
"Cerastium purpurascens","Adams","Accepted","Caryophyllaceae","Cerastium purpurascens","Adams",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium purpurascens"
"Cerastium purpurascens","Fenzl","Synonym","Caryophyllaceae","Arenaria purpurascens","Ramond ex DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium purpurascens"
"Ceratodon purpureus","(Hedw.) Brid.","Accepted","Ditrichaceae","Ceratodon purpureus","(Hedw.) Brid.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ceratodon purpureus"
"Chamaenerion angustifolium","(L.) Scop.","Synonym","Onagraceae","Epilobium angustifolium","L.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Epilobium angustifolium"
"Chamaenerion angustifolium","(L.) Schur","Synonym","Onagraceae","Epilobium angustifolium","L.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Epilobium angustifolium"
"Chiloscyphus fragilis","(Roth) Schiffner","Accepted","Lophocoleaceae","Chiloscyphus fragilis","(Roth) Schiffner",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Chiloscyphus fragilis"
"Chionogentias muelleriana","L.G.Adams","Synonym","Gentianaceae","Gentianella muelleriana","(L.G.Adams) Glenny",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Gentianella muelleriana"
"Chionophila jamesii","Benth.","Accepted","Plantaginaceae","Chionophila jamesii","Benth.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Chionophila jamesii"
"Cicerbita racemosa","(Willd.) Beauverd","Synonym","Compositae","Lactuca racemosa","Willd.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Lactuca racemosa"
"Cinclidium latifolium","Lindb.","Accepted","Mniaceae","Cinclidium latifolium","Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cinclidium latifolium"
"Cinclidium subrotundum","Lindb.","Accepted","Mniaceae","Cinclidium subrotundum","Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cinclidium subrotundum"
"Cinna latifolia","(Trevir.) Griseb.","Accepted","Poaceae","Cinna latifolia","(Trevir.) Griseb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cinna latifolia"
"Cirriphyllum cirrosum","(Schwägr.) Grout","Accepted","Brachytheciaceae","Cirriphyllum cirrosum","(Schwägr.) Grout",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cirriphyllum cirrosum"
"Cirsium helenioides","(L.) Hill","Accepted","Compositae","Cirsium helenioides","(L.) Hill",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cirsium helenioides"
"Cirsium helenioides","All.","Synonym","Compositae","Cirsium helenioides","(L.) Hill",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cirsium helenioides"
"Cirsium spinosissimum","(L.) Scop.","Accepted","Compositae","Cirsium spinosissimum","(L.) Scop.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Cirsium spinosissimum"
"Cirsium spinosissimum","(Walter) B.L.Rob. & Fernald","Unresolved","Compositae","Cirsium spinosissimum","(Walter) B.L.Rob. & Fernald",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Cirsium spinosissimum"
"Claytonia sibirica","L.","Accepted","Montiaceae","Claytonia sibirica","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Claytonia sibirica"
"Climacium dendroides","(Hedw.) F. Weber & D. Mohr","Accepted","Climaciaceae","Climacium dendroides","(Hedw.) F. Weber & D. Mohr",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Climacium dendroides"
"Cochlearia groenlandica","L.","Accepted","Brassicaceae","Cochlearia groenlandica","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cochlearia groenlandica"
"Colobanthus affinis","(Hook.) Hook.f.","Accepted","Caryophyllaceae","Colobanthus affinis","(Hook.) Hook.f.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Colobanthus affinis"
"Colobanthus quitensis","(Kunth) Bartl.","Accepted","Caryophyllaceae","Colobanthus quitensis","(Kunth) Bartl.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Colobanthus quitensis"
"Conostomum tetragonum","(Hedw.) Lindb.","Accepted","Bartramiaceae","Conostomum tetragonum","(Hedw.) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Conostomum tetragonum"
"Corydalis conorhiza","Ledeb.","Accepted","Papaveraceae","Corydalis conorhiza","Ledeb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Corydalis conorhiza"
"Craspedia coolaminica","J.Everett & Joy Thomps.","Accepted","Compositae","Craspedia coolaminica","J.Everett & Joy Thomps.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Craspedia coolaminica"
"Craspedia jamesii","J.Everett & Joy Thomps.","Accepted","Compositae","Craspedia jamesii","J.Everett & Joy Thomps.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Craspedia jamesii"
"Crepis coreana","(Nakai) H.S.Pak","Accepted","Compositae","Crepis coreana","(Nakai) H.S.Pak",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Crepis coreana"
"Crepis coreana","(Nakai) Sennikov","Unresolved","Compositae","Crepis coreana","(Nakai) Sennikov",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Crepis coreana"
"Crepis paludosa","(L.) Moench","Accepted","Compositae","Crepis paludosa","(L.) Moench",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Crepis paludosa"
"Cymopterus alpinus","A.Gray","Accepted","Apiaceae","Cymopterus alpinus","A.Gray",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cymopterus alpinus"
"Cynodontium strumiferum","(Hedw.) Lindb.","Accepted","Dicranaceae","Cynodontium strumiferum","(Hedw.) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cynodontium strumiferum"
"Cyrtomnium hymenophyllum","(Bruch & Schimp.) Holmen","Accepted","Mniaceae","Cyrtomnium hymenophyllum","(Bruch & Schimp.) Holmen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cyrtomnium hymenophyllum"
"Dactylorhiza viridis","(L.) R.M.Bateman, Pridgeon & M.W.Chase","Accepted","Orchidaceae","Dactylorhiza viridis","(L.) R.M.Bateman, Pridgeon & M.W.Chase",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dactylorhiza viridis"
"Dendranthema oreastrum","(Hance) Ling","Accepted","Compositae","Dendranthema oreastrum","(Hance) Ling",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dendranthema oreastrum"
"Deschampsia antarctica","É.Desv.","Accepted","Poaceae","Deschampsia antarctica","É.Desv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Deschampsia antarctica"
"Deschampsia atropurpurea","(Wahlenb.) Scheele","Accepted","Poaceae","Deschampsia atropurpurea","(Wahlenb.) Scheele",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Deschampsia atropurpurea"
"Deschampsia caespitosa","(L.) P.Beauv.","Synonym","Poaceae","Deschampsia cespitosa","(L.) P.Beauv.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Deschampsia cespitosa"
"Desmatodon latifolius","(Hedw.) Brid.","Synonym","Pottiaceae","Tortula hoppeana","(Schultz) Ochyra",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Tortula hoppeana"
"Deyeuxia angustifolia","Vickery","Accepted","Poaceae","Deyeuxia angustifolia","Vickery",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Deyeuxia angustifolia"
"Deyeuxia angustifolia","(Kom.) D.M.Chang","Synonym","Poaceae","Calamagrostis angustifolia","Kom.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Deyeuxia angustifolia"
"Dianthus repens","Willd.","Accepted","Caryophyllaceae","Dianthus repens","Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dianthus repens"
"Diapensia lapponica subsp. obovata","(F.Schmidt) Hultén","Accepted","Diapensiaceae","Diapensia lapponica subsp. obovata","(F.Schmidt) Hultén",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Diapensia lapponica subsp. obovata"
"Dicranella crispa","(Hedw.) Schimp.","Accepted","Dicranaceae","Dicranella crispa","(Hedw.) Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranella crispa"
"Dicranella subulata","(Hedw.) Schimp.","Accepted","Dicranaceae","Dicranella subulata","(Hedw.) Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranella subulata"
"Dicranoweisia crispula","(Hedw.) Milde","Accepted","Dicranaceae","Dicranoweisia crispula","(Hedw.) Milde",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranoweisia crispula"
"Dicranum acutifolium","(Lindb. & Arnell) C.E.O. Jensen","Accepted","Dicranaceae","Dicranum acutifolium","(Lindb. & Arnell) C.E.O. Jensen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum acutifolium"
"Dicranum brevifolium","(Lindb.) Lindb.","Accepted","Dicranaceae","Dicranum brevifolium","(Lindb.) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum brevifolium"
"Dicranum elongatum","Schleich. ex Schwägr.","Accepted","Dicranaceae","Dicranum elongatum","Schleich. ex Schwägr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum elongatum"
"Dicranum fuscescens","Turner","Accepted","Dicranaceae","Dicranum fuscescens","Turner",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum fuscescens"
"Dicranum fuscescens subsp. congestum","(Brid.) Kindb.","Accepted","Dicranaceae","Dicranum fuscescens subsp. congestum","(Brid.) Kindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum fuscescens subsp. congestum"
"Dicranum groenlandicum","Brid.","Accepted","Dicranaceae","Dicranum groenlandicum","Brid.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum groenlandicum"
"Dicranum majus","Turner","Accepted","Dicranaceae","Dicranum majus","Turner",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum majus"
"Dicranum muehlenbeckii","Bruch & Schimp.","Accepted","Dicranaceae","Dicranum muehlenbeckii","Bruch & Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum muehlenbeckii"
"Dicranum scoparium","Hedw.","Accepted","Dicranaceae","Dicranum scoparium","Hedw.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum scoparium"
"Dicranum spadiceum","J.E. Zetterst.","Accepted","Dicranaceae","Dicranum spadiceum","J.E. Zetterst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum spadiceum"
"Distichium capillaceum","(Hedw.) Bruch & Schimp.","Accepted","Ditrichaceae","Distichium capillaceum","(Hedw.) Bruch & Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Distichium capillaceum"
"Distichium inclinatum","(Hedw.) Bruch & Schimp.","Accepted","Ditrichaceae","Distichium inclinatum","(Hedw.) Bruch & Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Distichium inclinatum"
"Ditrichum flexicaule","(Schwägr.) Hampe","Accepted","Ditrichaceae","Ditrichum flexicaule","(Schwägr.) Hampe",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ditrichum flexicaule"
"Draba aizoides","L.","Accepted","Brassicaceae","Draba aizoides","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides"
"Draba aizoides","Curtis","Synonym","Brassicaceae","Draba brachystemon","DC.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides"
"Draba aizoides","Sm.","Synonym","Brassicaceae","Draba bruniifolia subsp. olympica","(DC.) Coode & Cullen",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides"
"Draba aizoides","Cav.","Synonym","Brassicaceae","Draba hispanica","Boiss.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides"
"Draba alpina","L.","Accepted","Brassicaceae","Draba alpina","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina"
"Draba alpina","Crantz","Synonym","Brassicaceae","Draba aizoides","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina"
"Draba alpina","Asso","Misapplied","Brassicaceae","Draba hispanica","Boiss.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina"
"Draba alpina","Baumg.","Synonym","Brassicaceae","Hornungia alpina","(L.) O.Appel",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina"
"Draba arctica","J.Vahl","Synonym","Brassicaceae","Draba oblongata","R.Br. ex DC",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Draba oblongata"
"Draba aurea","Vahl ex Hornem.","Accepted","Brassicaceae","Draba aurea","Vahl ex Hornem.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aurea"
"Draba aurea","K.Koch","Synonym","Brassicaceae","Draba bruniifolia subsp. olympica","(DC.) Coode & Cullen",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aurea"
"Draba breweri","S.Watson","Accepted","Brassicaceae","Draba breweri","S.Watson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba breweri"
"Draba corymbosa","R.Br. ex DC.","Accepted","Brassicaceae","Draba corymbosa","R.Br. ex DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba corymbosa"
"Draba corymbosa","Fr. ex Lange","Synonym","Brassicaceae","Draba hirta","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba corymbosa"
"Draba crassifolia","Graham","Accepted","Brassicaceae","Draba crassifolia","Graham",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba crassifolia"
"Draba fladnizensis","Wulfen","Accepted","Brassicaceae","Draba fladnizensis","Wulfen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba fladnizensis"
"Draba glabella","Pursh","Accepted","Brassicaceae","Draba glabella","Pursh",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba glabella"
"Draba glabella","Richardson","Synonym","Brassicaceae","Draba incana","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba glabella"
"Draba incana","L.","Accepted","Brassicaceae","Draba incana","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba incana"
"Draba lanceolata","Royle","Accepted","Brassicaceae","Draba lanceolata","Royle",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Draba lanceolata"
"Draba lanceolata","Rouy & Foucaud","Unresolved","Brassicaceae","Draba lanceolata","Rouy & Foucaud",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Draba lanceolata"
"Draba lanceolata","Klotzsch & Garcke","Synonym","Brassicaceae","Draba gracillima","Hook.f. & Thomson",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Draba lanceolata"
"Draba oblongata","R.Br. ex DC","Accepted","Brassicaceae","Draba oblongata","R.Br. ex DC",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Draba oblongata"
"Draba oblongata","R. Br.","Unresolved","Brassicaceae","Draba oblongata","R. Br.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Draba oblongata"
"Draba oblongata","Nyman","Synonym","Brassicaceae","Draba aizoides","L.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Draba oblongata"
"Draba ochroleuca","Bunge","Accepted","Brassicaceae","Draba ochroleuca","Bunge",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba ochroleuca"
"Draba pauciflora","R.Br.","Accepted","Brassicaceae","Draba pauciflora","R.Br.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba pauciflora"
"Draba streptocarpa","A.Gray","Accepted","Brassicaceae","Draba streptocarpa","A.Gray",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba streptocarpa"
"Draba subcapitata","Simmons","Accepted","Brassicaceae","Draba subcapitata","Simmons",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba subcapitata"
"Drepanocladus aduncus","(Hedw.) Warnst.","Accepted","Amblystegiaceae","Drepanocladus aduncus","(Hedw.) Warnst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Drepanocladus aduncus"
"Drepanocladus revolvens","(Sw.) Warnst.","Accepted","Amblystegiaceae","Drepanocladus revolvens","(Sw.) Warnst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Drepanocladus revolvens"
"Drepanocladus uncinatus","(Hedw.) Warnst.","Accepted","Amblystegiaceae","Drepanocladus uncinatus","(Hedw.) Warnst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Drepanocladus uncinatus"
"Eleocharis uniglumis","(Link) Schult.","Accepted","Cyperaceae","Eleocharis uniglumis","(Link) Schult.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Eleocharis uniglumis"
"Elsholtzia densa","Benth.","Accepted","Lamiaceae","Elsholtzia densa","Benth.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Elsholtzia densa"
"Elymus nutans","Griseb.","Accepted","Poaceae","Elymus nutans","Griseb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Elymus nutans"
"Elymus trachycaulus","(Link) Gould ex Shinners","Accepted","Poaceae","Elymus trachycaulus","(Link) Gould ex Shinners",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Elymus trachycaulus"
"Elyna myosuroides","(Vill.) Fritsch ex Janch.","Synonym","Cyperaceae","Kobresia myosuroides","(Vill.) Fiori",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Kobresia myosuroides"
"Elyna myosuroides","Fritsch","Synonym","Cyperaceae","Kobresia myosuroides","(Vill.) Fiori",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Kobresia myosuroides"
"Empetrum nigrum subsp. hermaphroditum","(Hagerup) Böcher","Accepted","Ericaceae","Empetrum nigrum subsp. hermaphroditum","(Hagerup) Böcher",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Empetrum nigrum subsp. hermaphroditum"
"Empodisma minus","(Hook.f.) L.A.S.Johnson & D.F.Cutler","Accepted","Restionaceae","Empodisma minus","(Hook.f.) L.A.S.Johnson & D.F.Cutler",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Empodisma minus"
"Epacris glacialis","(F.Muell.) M.Gray","Accepted","Ericaceae","Epacris glacialis","(F.Muell.) M.Gray",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Epacris glacialis"
"Epacris gunnii","Hook.f.","Accepted","Ericaceae","Epacris gunnii","Hook.f.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Epacris gunnii"
"Epacris paludosa","R.Br.","Accepted","Ericaceae","Epacris paludosa","R.Br.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Epacris paludosa"
"Epilobium anagallidifolium","Lam.","Accepted","Onagraceae","Epilobium anagallidifolium","Lam.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Epilobium anagallidifolium"
"Epilobium angustifolium","L.","Accepted","Onagraceae","Epilobium angustifolium","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Epilobium angustifolium"
"Epilobium davuricum","Fisch. ex Hornem.","Accepted","Onagraceae","Epilobium davuricum","Fisch. ex Hornem.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Epilobium davuricum"
"Equisetum fluviatile","L.","Accepted","Equisetaceae","Equisetum fluviatile","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Equisetum fluviatile"
"Equisetum hyemale","L.","Accepted","Equisetaceae","Equisetum hyemale","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Equisetum hyemale"
"Equisetum palustre","L.","Accepted","Equisetaceae","Equisetum palustre","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Equisetum palustre"
"Equisetum pratense","Ehrh.","Accepted","Equisetaceae","Equisetum pratense","Ehrh.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Equisetum pratense"
"Equisetum scirpoides","Michx.","Accepted","Equisetaceae","Equisetum scirpoides","Michx.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Equisetum scirpoides"
"Equisetum sylvaticum","L.","Accepted","Equisetaceae","Equisetum sylvaticum","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Equisetum sylvaticum"
"Equisetum variegatum","Schleich. ex F. Weber & D. Mohr","Accepted","Equisetaceae","Equisetum variegatum","Schleich. ex F. Weber & D. Mohr",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Equisetum variegatum"
"Eremogone fendleri","(A.Gray) Ikonn.","Accepted","Caryophyllaceae","Eremogone fendleri","(A.Gray) Ikonn.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Eremogone fendleri"
"Erigeron borealis","(Vierh.) Simmons","Accepted","Compositae","Erigeron borealis","(Vierh.) Simmons",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erigeron borealis"
"Erigeron caucasicus","Steven","Accepted","Compositae","Erigeron caucasicus","Steven",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erigeron caucasicus"
"Erigeron grandiflorus","Hook.","Accepted","Compositae","Erigeron grandiflorus","Hook.",5,TRUE,FALSE,FALSE,TRUE,FALSE,"Erigeron grandiflorus"
"Erigeron grandiflorus","Sessé & Moc.","Unresolved","Compositae","Erigeron grandiflorus","Sessé & Moc.",5,TRUE,FALSE,FALSE,TRUE,FALSE,"Erigeron grandiflorus"
"Erigeron grandiflorus","Nutt.","Synonym","Compositae","Erigeron speciosus","(Lindl.) DC.",5,TRUE,FALSE,FALSE,TRUE,FALSE,"Erigeron grandiflorus"
"Erigeron grandiflorus","Willd. ex Spreng.","Synonym","Compositae","Erigeron pulchellus","Michx.",5,TRUE,FALSE,FALSE,TRUE,FALSE,"Erigeron grandiflorus"
"Erigeron grandiflorus","Hoppe ex DC.","Synonym","Compositae","Erigeron pulchellus","Michx.",5,TRUE,FALSE,FALSE,TRUE,FALSE,"Erigeron grandiflorus"
"Erigeron komarovii","Botsch.","Accepted","Compositae","Erigeron komarovii","Botsch.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erigeron komarovii"
"Erigeron melanocephalus","(A.Nelson) A.Nelson","Accepted","Compositae","Erigeron melanocephalus","(A.Nelson) A.Nelson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erigeron melanocephalus"
"Erigeron nitidus","S.J.Forbes","Accepted","Compositae","Erigeron nitidus","S.J.Forbes",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erigeron nitidus"
"Erigeron peregrinus","(Banks ex Pursh) Greene","Accepted","Compositae","Erigeron peregrinus","(Banks ex Pursh) Greene",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erigeron peregrinus"
"Erigeron pinnatisectus","(A.Gray) A.Nelson","Accepted","Compositae","Erigeron pinnatisectus","(A.Gray) A.Nelson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erigeron pinnatisectus"
"Erigeron simplex","Greene","Synonym","Compositae","Erigeron grandiflorus","Hook.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Erigeron grandiflorus"
"Eriophorum angustifolium subsp. triste","(T.C.E.Fr.) Hultén","Accepted","Cyperaceae","Eriophorum angustifolium subsp. triste","(T.C.E.Fr.) Hultén",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Eriophorum angustifolium subsp. triste"
"Eriophorum callitrix","Cham. ex C.A.Mey.","Accepted","Cyperaceae","Eriophorum callitrix","Cham. ex C.A.Mey.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Eriophorum callitrix"
"Eritrichium aretioides","(Cham.) A.DC.","Accepted","Boraginaceae","Eritrichium aretioides","(Cham.) A.DC.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Eritrichium aretioides"
"Eritrichium nanum","(L.) Schrad. ex Gaudin","Accepted","Boraginaceae","Eritrichium nanum","(L.) Schrad. ex Gaudin",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Eritrichium nanum"
"Erysimum capitatum","(Douglas) Greene","Accepted","Brassicaceae","Erysimum capitatum","(Douglas) Greene",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Erysimum capitatum"
"Euchiton fordianus","(M.Gray) P.S.Short","Synonym","Compositae","Argyrotegium fordianum","(M.Gray) J.M.Ward & Breitw.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Argyrotegium fordianum"
"Euchiton nitidulus","(Hook.f.) Anderb.","Synonym","Compositae","Argyrotegium nitidulum","(Hook.f.) J.M.Ward & Breitw.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Argyrotegium nitidulum"
"Euphrasia arctica","Lange ex Rostrup","Accepted","Orobanchaceae","Euphrasia arctica","Lange ex Rostrup",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Euphrasia arctica"
"Euphrasia minima","Schloss.","Unresolved","Orobanchaceae","Euphrasia simonkaiana","Degen & Lengyel",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Euphrasia simonkaiana"
"Euphrasia ossica","Juz. ex Ganesch.","Unresolved","Orobanchaceae","Euphrasia ossica","Juz. ex Ganesch.",2,FALSE,TRUE,FALSE,TRUE,FALSE,"Euphrasia ossica"
"Euphrasia ossica","Juz.","Unresolved","Orobanchaceae","Euphrasia ossica","Juz.",2,FALSE,TRUE,FALSE,TRUE,FALSE,"Euphrasia ossica"
